站间区间,趟次,segment,日期+服务号,服务号,车底号,方向,时段,开始时刻(s),结束时刻(s),历史运行时间(s),历史停站时间(s),历史累计用时含停站(s),区间距离(m),站间距(m),平均速度(km/h),最高速度(km/h),速度点平均(km/h),速度采样点数,巡航平均速度(km/h),巡航点数,P95速度(km/h),P99速度(km/h),历史实测能耗(Wh),平均重量(t),运行等级,是否晚上八点后,曲线质量标签,源文件
布政-张家潭,114,113,07/2973013,73013,5012,UP,工作日平峰,0.0,118.85,118.85,30.0,148.85,1451.51,1428.0,43.97,62.94,43.95,2378,61.41,1181,61.99,62.67,12872.85,215.24,4,0,0,data\data_processed_step2_v3_all_curve_quality\results_布政-张家潭.xlsx
张家潭-同德路,114,113,07/2973013,73013,5012,UP,工作日平峰,0.0,152.3,152.3,30.0,182.3,2054.18,2017.0,48.56,64.15,48.54,3047,62.96,1843,64.01,64.08,17198.81,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx
同德路-石碶,114,113,07/2973013,73013,5012,UP,工作日平峰,0.0,109.15,109.15,30.0,139.15,1352.34,1332.0,44.6,70.22,44.58,2184,68.91,855,69.46,70.04,14297.4,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx
石碶-雅渡,114,113,07/2973013,73013,5012,UP,工作日平峰,0.0,79.15,79.15,30.0,109.15,839.88,827.0,38.2,72.9,38.18,1584,70.62,303,71.14,72.8,12339.32,215.24,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_石碶-雅渡.xlsx
雅渡-庙堰,114,113,07/2973013,73013,5012,UP,工作日平峰,0.0,137.05,137.05,30.0,167.05,1889.8,1860.0,49.64,71.63,49.62,2742,69.17,1384,69.79,71.4,19634.42,215.24,4,0,0,data\data_processed_step2_v3_all_curve_quality\results_雅渡-庙堰.xlsx
庙堰-钟公庙,114,113,07/2973013,73013,5012,UP,工作日平峰,0.0,96.75,96.75,30.0,126.75,1104.0,1086.0,41.08,70.02,41.06,1936,66.68,587,66.73,69.88,12609.86,215.34,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_庙堰-钟公庙.xlsx
钟公庙-鄞州区政府,114,113,07/2973013,73013,5012,UP,工作日平峰,0.0,91.55,91.55,30.0,121.55,999.66,984.0,39.31,67.7,39.29,1832,64.82,575,64.98,67.53,10012.69,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_钟公庙-鄞州区政府.xlsx
鄞州区政府-钱湖南路,114,113,07/2973013,73013,5012,UP,工作日平峰,0.0,132.2,132.2,30.0,162.2,1839.88,1811.0,50.1,71.92,50.08,2645,70.66,1286,71.24,71.58,16571.01,215.54,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_鄞州区政府-钱湖南路.xlsx
钱湖南路-南高教园区,114,113,07/2973013,73013,5012,UP,工作日平峰,0.0,100.8,100.8,30.0,130.8,1187.48,1155.0,42.41,70.54,42.39,2017,67.57,668,68.16,70.15,13874.05,215.64,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_钱湖南路-南高教园区.xlsx
南高教园区-下应路,114,113,07/2973013,73013,5012,UP,工作日平峰,0.0,115.65,115.65,30.0,145.65,1474.52,1452.0,45.9,69.47,45.88,2314,68.5,970,69.15,69.35,18001.73,215.84,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_南高教园区-下应路.xlsx
下应路-大洋江,114,113,07/2973013,73013,5012,UP,工作日平峰,0.0,107.3,107.3,30.0,137.3,1233.26,1214.0,41.38,61.5,41.36,2147,60.65,945,61.27,61.39,10810.47,215.94,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_下应路-大洋江.xlsx
大洋江-泗港,114,113,07/2973013,73013,5012,UP,工作日平峰,0.0,91.8,91.8,30.0,121.8,973.21,957.0,38.16,61.32,38.14,1837,59.88,660,60.63,61.17,11062.75,215.94,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_大洋江-泗港.xlsx
泗港-曹隘,114,113,07/2973013,73013,5012,UP,工作日平峰,0.0,132.15,132.15,30.0,162.15,1826.98,1798.0,49.77,78.78,49.75,2644,78.08,794,78.66,78.71,23212.68,216.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_泗港-曹隘.xlsx
曹隘-柳隘,114,113,07/2973013,73013,5012,UP,工作日平峰,0.0,108.0,108.0,30.0,138.0,1327.87,1307.0,44.26,73.99,44.24,2161,70.54,565,71.1,73.64,20037.55,216.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_曹隘-柳隘.xlsx
柳隘-海晏北路,114,113,07/2973013,73013,5012,UP,工作日平峰,0.0,93.5,93.5,30.0,123.5,996.79,980.0,38.38,61.31,38.36,1871,60.76,632,61.16,61.25,10513.53,216.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_柳隘-海晏北路.xlsx
海晏北路-民安东路,114,113,07/2973013,73013,5012,UP,工作日平峰,0.0,83.8,83.8,30.0,113.8,878.51,865.0,37.74,74.24,37.72,1677,72.66,242,73.94,74.17,16258.52,217.34,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_海晏北路-民安东路.xlsx
