站间区间,趟次,segment,日期+服务号,服务号,车底号,方向,时段,开始时刻(s),结束时刻(s),历史运行时间(s),历史停站时间(s),历史累计用时含停站(s),区间距离(m),站间距(m),平均速度(km/h),最高速度(km/h),速度点平均(km/h),速度采样点数,巡航平均速度(km/h),巡航点数,P95速度(km/h),P99速度(km/h),历史实测能耗(Wh),平均重量(t),运行等级,是否晚上八点后,曲线质量标签,源文件
布政-张家潭,108,107,07/2872907,72907,5012,UP,双休日低峰,0.0,118.35,118.35,30.0,148.35,1451.13,1428.0,44.14,65.85,44.12,2368,63.74,1115,64.23,65.58,14180.19,215.24,4,0,0,data\data_processed_step2_v3_all_curve_quality\results_布政-张家潭.xlsx
张家潭-同德路,108,107,07/2872907,72907,5012,UP,双休日低峰,0.0,151.65,151.65,30.0,181.65,2053.35,2017.0,48.74,65.01,48.73,3034,63.69,1807,64.69,64.78,17674.54,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx
同德路-石碶,108,107,07/2872907,72907,5012,UP,双休日低峰,0.0,109.85,109.85,30.0,139.85,1352.37,1332.0,44.32,68.62,44.3,2198,67.5,876,67.99,68.46,12462.84,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx
石碶-雅渡,108,107,07/2872907,72907,5012,UP,双休日低峰,0.0,84.8,84.8,30.0,114.8,840.33,827.0,35.67,60.85,35.65,1697,59.74,493,60.37,60.73,9997.81,215.84,4,0,0,data\data_processed_step2_v3_all_curve_quality\results_石碶-雅渡.xlsx
雅渡-庙堰,108,107,07/2872907,72907,5012,UP,双休日低峰,0.0,133.9,133.9,30.0,163.9,1890.16,1860.0,50.82,75.18,50.8,2679,72.42,1282,73.31,74.59,20862.74,215.74,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_雅渡-庙堰.xlsx
庙堰-钟公庙,108,107,07/2872907,72907,5012,UP,双休日低峰,0.0,95.85,95.85,30.0,125.85,1103.9,1086.0,41.46,71.41,41.44,1918,69.1,575,69.38,71.28,13906.88,215.34,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_庙堰-钟公庙.xlsx
钟公庙-鄞州区政府,108,107,07/2872907,72907,5012,UP,双休日低峰,0.0,90.7,90.7,30.0,120.7,999.83,984.0,39.68,69.13,39.66,1815,67.79,511,68.36,69.06,10684.43,215.44,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_钟公庙-鄞州区政府.xlsx
鄞州区政府-钱湖南路,108,107,07/2872907,72907,5012,UP,双休日低峰,0.0,134.05,134.05,30.0,164.05,1839.38,1811.0,49.4,70.43,49.38,2682,69.6,1334,70.12,70.25,17259.73,216.14,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_鄞州区政府-钱湖南路.xlsx
钱湖南路-南高教园区,108,107,07/2872907,72907,5012,UP,双休日低峰,0.0,100.7,100.7,30.0,130.7,1187.15,1155.0,42.44,70.57,42.42,2015,67.77,665,68.32,70.13,14021.83,216.14,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_钱湖南路-南高教园区.xlsx
南高教园区-下应路,108,107,07/2872907,72907,5012,UP,双休日低峰,0.0,114.4,114.4,30.0,144.4,1474.72,1452.0,46.41,70.86,46.39,2289,69.81,942,70.48,70.75,18572.75,216.84,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_南高教园区-下应路.xlsx
下应路-大洋江,108,107,07/2872907,72907,5012,UP,双休日低峰,0.0,108.2,108.2,30.0,138.2,1233.54,1214.0,41.04,61.56,41.02,2165,60.93,953,61.45,61.5,11875.92,216.74,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_下应路-大洋江.xlsx
大洋江-泗港,108,107,07/2872907,72907,5012,UP,双休日低峰,0.0,91.8,91.8,30.0,121.8,972.67,957.0,38.14,63.43,38.12,1837,60.07,639,60.61,63.15,11872.67,216.74,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_大洋江-泗港.xlsx
泗港-曹隘,108,107,07/2872907,72907,5012,UP,双休日低峰,0.0,134.8,134.8,30.0,164.8,1827.49,1798.0,48.81,78.95,48.79,2697,78.09,838,78.58,78.79,23721.04,216.54,4,0,0,data\data_processed_step2_v3_all_curve_quality\results_泗港-曹隘.xlsx
曹隘-柳隘,108,107,07/2872907,72907,5012,UP,双休日低峰,0.0,106.75,106.75,30.0,136.75,1326.93,1307.0,44.75,77.09,44.73,2136,74.64,463,75.65,76.69,20965.04,216.54,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_曹隘-柳隘.xlsx
柳隘-海晏北路,108,107,07/2872907,72907,5012,UP,双休日低峰,0.0,90.6,90.6,30.0,120.6,995.65,980.0,39.56,67.84,39.54,1813,66.71,529,67.44,67.75,11253.53,217.02,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_柳隘-海晏北路.xlsx
海晏北路-民安东路,108,107,07/2872907,72907,5012,UP,双休日低峰,0.0,83.95,83.95,30.0,113.95,878.33,865.0,37.67,74.57,37.64,1680,73.0,230,74.1,74.54,16677.3,218.02,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_海晏北路-民安东路.xlsx
民安东路-会展中心,108,107,07/2872907,72907,5012,UP,双休日低峰,0.0,78.3,78.3,30.0,108.3,736.87,724.0,33.88,66.6,33.86,1567,64.86,123,64.36,66.51,13178.04,220.02,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_民安东路-会展中心.xlsx
会展中心-院士路,108,107,07/2872907,72907,5012,UP,双休日低峰,0.0,116.95,116.95,30.0,146.95,1576.42,1562.0,48.53,75.96,48.51,2340,74.31,941,74.76,75.76,15390.63,219.72,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_会展中心-院士路.xlsx
院士路-盎孟港,108,107,07/2872907,72907,5012,UP,双休日低峰,0.0,91.75,91.75,30.0,121.75,1010.66,994.0,39.66,68.2,39.63,1836,66.97,501,67.96,68.16,15664.6,218.42,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_院士路-盎孟港.xlsx
盎孟港-三官堂,108,107,07/2872907,72907,5012,UP,双休日平峰,0.0,140.6,140.6,30.0,170.6,1907.82,1877.0,48.85,68.86,48.83,2813,67.12,1492,67.44,68.62,18552.04,218.52,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_盎孟港-三官堂.xlsx
三官堂-兴庄路,108,107,07/2872907,72907,5012,UP,双休日平峰,0.0,102.35,102.35,30.0,132.35,1097.08,1081.0,38.59,57.4,38.57,2048,56.52,880,57.05,57.32,11061.98,217.92,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_三官堂-兴庄路.xlsx
兴庄路-兴海南路,108,107,07/2872907,72907,5012,UP,双休日平峰,0.0,91.45,91.45,30.0,121.45,973.68,958.0,38.33,63.12,38.31,1830,61.51,627,62.07,62.77,11778.58,216.54,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_兴庄路-兴海南路.xlsx
永茂路-镇海大道,108,107,07/2872907,72907,5012,UP,双休日平峰,0.0,142.3,142.3,30.0,172.3,2165.84,2131.0,54.79,78.72,54.77,2847,78.28,1334,78.6,78.66,17900.94,215.84,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_永茂路-镇海大道.xlsx
镇海大道-骆驼桥,108,107,07/2872907,72907,5012,UP,双休日平峰,0.0,116.65,116.65,0.0,116.65,1621.16,1593.0,50.03,78.81,50.01,2334,78.29,862,78.73,78.78,20316.53,215.74,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_镇海大道-骆驼桥.xlsx
--- 总计 ---,,,,,,,,,,2630.7,690.0,3320.7,32516.46,31993.0,44.5,78.95,,,,,,,369832.58,...,,,,
