站间区间,趟次,segment,日期+服务号,服务号,车底号,方向,时段,开始时刻(s),结束时刻(s),历史运行时间(s),历史停站时间(s),历史累计用时含停站(s),区间距离(m),站间距(m),平均速度(km/h),最高速度(km/h),速度点平均(km/h),速度采样点数,巡航平均速度(km/h),巡航点数,P95速度(km/h),P99速度(km/h),历史实测能耗(Wh),平均重量(t),运行等级,是否晚上八点后,曲线质量标签,源文件
布政-张家潭,110,109,07/2872909,72909,5012,UP,双休日平峰,0.0,117.85,117.85,30.0,147.85,1451.46,1428.0,44.34,66.64,44.32,2358,64.82,1085,65.41,66.41,14478.12,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_布政-张家潭.xlsx
张家潭-同德路,110,109,07/2872909,72909,5012,UP,双休日平峰,0.0,150.65,150.65,30.0,180.65,2054.67,2017.0,49.1,65.19,49.08,3014,63.8,1803,64.8,64.9,17770.32,215.54,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx
同德路-石碶,110,109,07/2872909,72909,5012,UP,双休日平峰,0.0,110.45,110.45,30.0,140.45,1352.33,1332.0,44.08,67.11,44.06,2210,66.2,914,66.67,66.98,12433.82,215.54,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx
石碶-雅渡,110,109,07/2872909,72909,5012,UP,双休日平峰,0.0,83.75,83.75,30.0,113.75,840.8,827.0,36.14,71.12,36.12,1676,68.92,149,68.73,71.0,13061.15,215.54,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_石碶-雅渡.xlsx
雅渡-庙堰,110,109,07/2872909,72909,5012,UP,双休日平峰,0.0,132.35,132.35,30.0,162.35,1890.51,1860.0,51.42,75.04,51.4,2648,73.53,1260,74.07,74.84,20744.45,215.64,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_雅渡-庙堰.xlsx
庙堰-钟公庙,110,109,07/2872909,72909,5012,UP,双休日平峰,0.0,96.6,96.6,30.0,126.6,1103.56,1086.0,41.13,70.06,41.11,1933,66.76,588,66.82,69.75,12887.77,215.74,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_庙堰-钟公庙.xlsx
钟公庙-鄞州区政府,110,109,07/2872909,72909,5012,UP,双休日平峰,0.0,90.2,90.2,30.0,120.2,999.59,984.0,39.89,69.22,39.87,1805,67.58,517,67.88,69.12,10472.24,215.84,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_钟公庙-鄞州区政府.xlsx
鄞州区政府-钱湖南路,110,109,07/2872909,72909,5012,UP,双休日平峰,0.0,132.05,132.05,30.0,162.05,1840.26,1811.0,50.17,71.5,50.15,2642,70.69,1288,71.25,71.35,16592.23,216.04,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_鄞州区政府-钱湖南路.xlsx
钱湖南路-南高教园区,110,109,07/2872909,72909,5012,UP,双休日平峰,0.0,101.9,101.9,30.0,131.9,1187.39,1155.0,41.95,67.64,41.93,2039,65.61,740,66.24,67.43,13242.04,216.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_钱湖南路-南高教园区.xlsx
南高教园区-下应路,110,109,07/2872909,72909,5012,UP,双休日低峰,0.0,115.75,115.75,30.0,145.75,1474.38,1452.0,45.86,70.23,45.84,2316,68.53,961,69.02,69.77,18050.35,216.82,3,1,1,data\data_processed_step2_v3_all_curve_quality\results_南高教园区-下应路.xlsx
