station_pair,target_l_from_data_m,class3_time_median_s,class3_target_time_s,class3_peak_speed_ref_mps,class3_peak_speed_ref_kmh,T_acc_ref_s,T_mid_ref_s,T_br_ref_s,D_acc_ref_m,D_mid_ref_m,D_br_ref_m,ref_curve_distance_m,mass_median,n_runs_class3
张家潭-同德路,2053.6236689814814,148.95000000000002,151.0,18.044662160704625,64.96078377853665,28.3,79.00000000000003,41.64999999999999,227.7347413664631,1406.1389502358047,420.17043315266346,2054.044124754933,215.24,22
