section_index,section,segment,trip_no,run_id,quality_labels,row_count,speed_source,avg_speed_kmh,cruise_avg_speed_kmh,cruise_point_count,cruise_min_speed_ratio,max_speed_kmh,p99_speed_kmh,p95_speed_kmh,xlsx_file,warning
1,布政-张家潭,123,124,07/3073123,0,2351,mps,44.44,63.5,1112,0.92,65.07,64.7,63.82,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_布政-张家潭.xlsx,
2,张家潭-同德路,123,124,07/3073123,0,3047,mps,48.54,62.96,1836,0.92,63.63,63.59,63.54,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
3,同德路-石碶,123,124,07/3073123,0,2239,mps,43.5,67.42,891,0.92,68.14,68.05,67.75,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
4,石碶-雅渡,123,124,07/3073123,0,1645,mps,36.77,73.48,163,0.92,75.45,75.35,74.09,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_石碶-雅渡.xlsx,
5,雅渡-庙堰,123,124,07/3073123,0,2645,mps,51.46,74.74,1224,0.92,75.88,75.73,75.19,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_雅渡-庙堰.xlsx,
6,庙堰-钟公庙,123,124,07/3073123,0,1941,mps,40.97,66.1,673,0.92,66.73,66.7,66.54,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_庙堰-钟公庙.xlsx,
7,钟公庙-鄞州区政府,123,124,07/3073123,0,1819,mps,39.56,67.24,507,0.92,68.09,68.06,67.92,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_钟公庙-鄞州区政府.xlsx,
8,鄞州区政府-钱湖南路,123,124,07/3073123,0,2630,mps,50.38,71.75,1253,0.92,72.46,72.3,72.22,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_鄞州区政府-钱湖南路.xlsx,
9,钱湖南路-南高教园区,123,124,07/3073123,0,2041,mps,41.89,65.41,743,0.92,66.18,66.14,65.93,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_钱湖南路-南高教园区.xlsx,
10,南高教园区-下应路,123,124,07/3073123,0,2305,mps,46.06,69.85,928,0.92,70.5,70.45,70.38,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_南高教园区-下应路.xlsx,
11,下应路-大洋江,123,124,07/3073123,0,2123,mps,41.83,62.11,889,0.92,62.72,62.66,62.51,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_下应路-大洋江.xlsx,
12,大洋江-泗港,123,124,07/3073123,0,1876,mps,37.35,57.99,706,0.92,60.15,59.88,58.39,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_大洋江-泗港.xlsx,
13,泗港-曹隘,123,124,07/3073123,0,2707,mps,48.6,77.61,922,0.92,78.57,78.41,78.3,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_泗港-曹隘.xlsx,
14,曹隘-柳隘,123,124,07/3073123,0,2128,mps,44.95,74.12,490,0.92,76.01,75.66,75.26,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_曹隘-柳隘.xlsx,
15,柳隘-海晏北路,123,124,07/3073123,0,1791,mps,40.03,69.68,423,0.92,73.1,72.86,69.81,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_柳隘-海晏北路.xlsx,
16,海晏北路-民安东路,123,124,07/3073123,0,1694,mps,37.32,71.72,259,0.92,73.51,73.49,72.25,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_海晏北路-民安东路.xlsx,
17,民安东路-会展中心,123,124,07/3073123,0,1534,mps,34.57,66.8,212,0.92,68.31,68.26,67.92,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_民安东路-会展中心.xlsx,
18,会展中心-院士路,123,124,07/3073123,0,2316,mps,49,77.68,834,0.92,78.45,78.35,78.26,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_会展中心-院士路.xlsx,
19,院士路-盎孟港,123,124,07/3073123,0,1808,mps,40.23,76.57,246,0.92,78.45,78.37,78.25,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_院士路-盎孟港.xlsx,
20,盎孟港-三官堂,123,124,07/3073123,0,2629,mps,52.25,77.03,1151,0.92,77.74,77.6,77.47,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_盎孟港-三官堂.xlsx,
21,三官堂-兴庄路,123,124,07/3073123,0,1964,mps,40.25,62.44,698,0.92,63.34,63.28,63.16,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_三官堂-兴庄路.xlsx,
22,兴庄路-兴海南路,123,124,07/3073123,0,1788,mps,39.22,69.47,433,0.92,70.45,70.38,70.2,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_兴庄路-兴海南路.xlsx,
25,永茂路-镇海大道,123,124,07/3073123,0,2865,mps,54.43,77.9,1347,0.92,78.36,78.32,78.26,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_永茂路-镇海大道.xlsx,
26,镇海大道-骆驼桥,123,124,07/3073123,0,2357,mps,49.53,77.95,874,0.92,78.48,78.42,78.38,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_镇海大道-骆驼桥.xlsx,
