station_pair,target_l_from_data_m,class3_time_median_s,class3_target_time_s,class3_peak_speed_ref_mps,class3_peak_speed_ref_kmh,T_acc_ref_s,T_mid_ref_s,T_br_ref_s,D_acc_ref_m,D_mid_ref_m,D_br_ref_m,ref_curve_distance_m,mass_median,n_runs_class3
镇海大道-骆驼桥,1620.668055555556,114.5,122.0,21.91608693017285,78.89791294862226,33.2,40.099999999999994,41.2,327.8069662264218,875.6164687963166,417.8479017230489,1621.2713367457852,215.34,27
