t_ref_s,v_ref_mps,v_ref_kmh,s_ref_m
0.0,0.0,0.0,0.0
0.05,0.07992375727832483,0.2877255262019694,0.0019980939319581207
0.1,0.1169294728715439,0.420946102337558,0.006919424685704839
0.15,0.15277201713165872,0.5499792616739714,0.013661961935784905
0.2,0.1874950201813282,0.6749820726527815,0.022168637868609578
0.25,0.22114211214321106,0.7961116037155598,0.032384566176723056
0.3,0.2537569231399663,0.9135249233038787,0.04425704205880249
0.35,0.28538308329425266,1.0273790998593095,0.05773554221965796
0.4,0.31606422272872897,1.1378312018234242,0.07277172487023251
0.45,0.3458439715660541,1.245038297637795,0.08931942972760208
0.5,0.374765959928887,1.3491574557439932,0.1073346780149756
0.55,0.4028738179398863,1.4503457445835908,0.12677567246169494
0.6,0.4302111757217111,1.54876023259816,0.1476027973032349
0.65,0.45682166339701996,1.6445579882292718,0.16977861828120316
0.7,0.48274891108847195,1.737896079918499,0.19326788264334047
0.7500000000000001,0.5080365489187257,1.8289315761074127,0.2180375191435204
0.8,0.5327282070104403,1.9178215452375853,0.24405663804174957
0.85,0.5568675154862744,2.004723055750588,0.27129653110416746
0.9,0.580498104468887,2.0897931760879933,0.2997306716030465
0.95,0.6036636040809368,2.1731889746913726,0.3293347143167921
1.0,0.6264076444450827,2.2550675200022976,0.3600864955299426
1.05,0.6487738556839835,2.335585880462341,0.39196603303316924
1.1,0.6708058679202981,2.414901124513073,0.42495552612327625
1.15,0.6925473112766853,2.493170320596067,0.45903935560320086
1.2,0.714041815875804,2.5705505371528945,0.4942040837820131
1.25,0.7353330118402992,2.647198842625077,0.5304384544749157
1.3,0.7548983439466109,2.7176340382077995,0.5676942383695884
1.35,0.7749987589718665,2.7899955322987195,0.6059416659425504
1.4,0.7970766895096577,2.869476082234768,0.6452435521545885
1.45,0.8192241482569638,2.9492069337250695,0.6856510730987541
1.5000000000000002,0.8405137189862466,3.025849388350488,0.7271445197798343
1.55,0.8620937539004342,3.1035375140415633,0.7697097066020013
1.6,0.8846771367358672,3.184837692249122,0.8133789788679089
1.65,0.9072964191306517,3.266267108870346,0.8581783177645719
1.7,0.9290013478682336,3.344404852325641,0.904085761939544
1.75,0.9505496336294903,3.421978681066165,0.9510745364769871
1.8,0.9732163041811525,3.503578695052149,0.9991686849222532
1.85,0.9962569490458376,3.5865250165650155,1.048405516252928
1.9,1.0204670443058244,3.673681359500968,1.0988236160867195
1.95,1.0441333959086718,3.7588802252712186,1.150438627092082
2.0,1.0680555510770748,3.8449999838774693,1.2032433507667255
2.05,1.0933371770064,3.93601383722304,1.2572781689688124
2.1,1.118807048786921,4.027705375632916,1.3125817746136454
2.1500000000000004,1.1437745765412044,4.117588475548336,1.3691463152468486
2.2,1.1690470330011982,4.208569318804313,1.4269668554854087
2.25,1.1955584693298698,4.304010489587531,1.4860819930436855
2.3,1.222315611586953,4.4003362017130305,1.5465288450666062
2.35,1.2484912419830236,4.494568471138885,1.6082990164058555
2.4,1.274828165700905,4.589381396523258,1.6713820015979537
2.4499999999999997,1.3021589759190348,4.687772313308526,1.7358066801384522
2.5,1.3298881981179242,4.787597513224528,1.801607859489376
2.5500000000000003,1.3577242144007928,4.887807171842854,1.868798169802344
2.6,1.3847766956058476,4.9851961041810515,1.93736069255251
2.6500000000000004,1.4120856673668074,5.083508402520507,2.0072822516268265
2.7,1.4406675211898774,5.1864030762835585,2.078601081340744
