trip_no,section,global_trip_id,source_run_id,absolute_start,absolute_end,trainset,run_time_s,real_energy_wh,model_energy_wh,mass_t,run_class,quality_label,period
44,布政-张家潭,UP044_20240708_120252_R2360,2360,2024-07-08 12:02:52,2024-07-08 12:04:51,5012,118.85,14004.261986555557,14301.05414871292,215.24,4,0,
44,张家潭-同德路,UP044_20240708_120252_R2360,2361,2024-07-08 12:05:20,2024-07-08 12:07:51,5012,150.55,18080.58764134028,17766.05626318936,215.24,3,0,
44,同德路-石碶,UP044_20240708_120252_R2360,2362,2024-07-08 12:08:20,2024-07-08 12:10:11,5012,110.4,11912.51427775,11828.815219177397,215.34,3,0,
44,石碶-雅渡,UP044_20240708_120252_R2360,2363,2024-07-08 12:10:46,2024-07-08 12:12:09,5012,83.45,13051.759828243055,13370.320147061071,215.64,3,0,
44,雅渡-庙堰,UP044_20240708_120252_R2360,2364,2024-07-08 12:12:38,2024-07-08 12:14:49,5012,131.1,21079.578181673613,20964.328660109903,215.44,3,0,
44,庙堰-钟公庙,UP044_20240708_120252_R2360,2365,2024-07-08 12:15:19,2024-07-08 12:16:54,5012,95.55,12543.111345222222,12707.534627116407,215.34,3,0,
44,钟公庙-鄞州区政府,UP044_20240708_120252_R2360,2366,2024-07-08 12:17:23,2024-07-08 12:18:55,5012,91.9,10222.349486548608,9952.516274502867,215.54,3,0,
44,鄞州区政府-钱湖南路,UP044_20240708_120252_R2360,2367,2024-07-08 12:19:35,2024-07-08 12:21:47,5012,132.1,16599.878283881946,16521.271105401698,215.64,3,0,
44,钱湖南路-南高教园区,UP044_20240708_120252_R2360,2368,2024-07-08 12:22:16,2024-07-08 12:23:57,5012,100.7,13895.546956395832,14423.10715282737,215.84,3,0,
44,南高教园区-下应路,UP044_20240708_120252_R2360,2369,2024-07-08 12:24:31,2024-07-08 12:26:26,5012,114.95,17346.31709126389,18241.85010789057,215.94,3,0,
44,下应路-大洋江,UP044_20240708_120252_R2360,2370,2024-07-08 12:26:54,2024-07-08 12:28:43,5012,108.75,11829.286936361113,11518.936901824929,215.84,4,0,
44,大洋江-泗港,UP044_20240708_120252_R2360,2371,2024-07-08 12:29:12,2024-07-08 12:30:43,5012,90.3,12173.503330291665,12117.506788402103,215.44,3,0,
44,泗港-曹隘,UP044_20240708_120252_R2360,2372,2024-07-08 12:31:12,2024-07-08 12:33:27,5012,135.1,22647.71076363195,23968.275717459856,215.64,4,0,
44,曹隘-柳隘,UP044_20240708_120252_R2360,2373,2024-07-08 12:33:58,2024-07-08 12:35:44,5012,106.8,20743.596431027774,17114.014875999765,215.92,2,0,
44,柳隘-海晏北路,UP044_20240708_120252_R2360,2374,2024-07-08 12:36:14,2024-07-08 12:37:45,5012,90.5,13872.057764631945,14181.428926198852,216.22,3,0,
44,海晏北路-民安东路,UP044_20240708_120252_R2360,2375,2024-07-08 12:38:28,2024-07-08 12:39:52,5012,83.9,15530.120393763887,14207.620368378284,216.64,2,0,
44,民安东路-会展中心,UP044_20240708_120252_R2360,2376,2024-07-08 12:40:21,2024-07-08 12:41:38,5012,77.35,12126.72666086111,11764.8270675577,216.64,2,0,
44,会展中心-院士路,UP044_20240708_120252_R2360,2377,2024-07-08 12:42:08,2024-07-08 12:44:03,5012,115.25,14497.526255312503,14081.836512004898,216.14,3,0,
44,院士路-盎孟港,UP044_20240708_120252_R2360,2378,2024-07-08 12:44:33,2024-07-08 12:46:03,5012,90.05,18229.8141176875,17243.43147037331,215.64,3,0,
44,盎孟港-三官堂,UP044_20240708_120252_R2360,2379,2024-07-08 12:46:32,2024-07-08 12:48:53,5012,140.3,17590.312482833335,17581.508821575073,215.64,3,0,
44,三官堂-兴庄路,UP044_20240708_120252_R2360,2380,2024-07-08 12:49:27,2024-07-08 12:51:11,5012,104.0,10805.43699334722,11641.494267610748,215.54,3,0,
44,兴庄路-兴海南路,UP044_20240708_120252_R2360,2381,2024-07-08 12:51:41,2024-07-08 12:53:13,5012,91.7,11547.829341187502,11343.281960245442,215.44,3,0,
44,兴海南路-梅堰,UP044_20240708_120252_R2360,2382,2024-07-08 12:53:42,2024-07-08 12:55:04,5012,81.65,11653.225871548611,11635.758231456337,215.44,3,0,
44,梅堰-永茂路,UP044_20240708_120252_R2360,2383,2024-07-08 12:55:39,2024-07-08 13:01:10,5012,330.35,25654.10494895833,26501.722986867477,215.44,4,0,
44,永茂路-镇海大道,UP044_20240708_120252_R2360,2384,2024-07-08 13:01:37,2024-07-08 13:03:59,5012,142.55,17910.84593046528,18506.589491402417,215.24,2,0,
44,镇海大道-骆驼桥,UP044_20240708_120252_R2360,2385,2024-07-08 13:04:27,2024-07-08 13:06:24,5012,117.1,20228.206954340276,19819.115834712768,215.24,2,0,
