站间区间,选定等级,规划用时(s),停站时间(s),历史停站时间(s),停站偏差(s),历史用时(s),规划能耗(Wh),历史能耗(Wh),历史模型回放能耗(Wh),能耗对比基准,节能量(Wh),曲线来源,父等级,支持等级,真实样本数,父等级真实样本数,样本可靠性,规划阶段,MASS,全局趟次ID,历史segment,历史来源run_id
布政-张家潭,class3,115.0,29.0,29.0,0.0,118.85,12947.95,14004.26,14301.05,历史原始实测能耗,1056.31,real,class3,class3,80,80,strong,energy_first,215.24,UP044_20240708_120252_R2360,43.0,2360.0
张家潭-同德路,class1,141.0,29.0,29.0,0.0,150.55,18108.33,18080.59,17766.06,历史原始实测能耗,-27.74,extrapolated_adjacent,class2,class2,0,8,generated,energy_first,215.24,UP044_20240708_120252_R2360,43.0,2361.0
同德路-石碶,class3,109.0,35.0,35.0,0.0,110.4,12898.41,11912.51,11828.82,历史原始实测能耗,-985.9,real,class3,class3,60,60,strong,energy_first,215.34,UP044_20240708_120252_R2360,43.0,2362.0
石碶-雅渡,class2,80.0,29.0,29.0,0.0,83.45,11100.61,13051.76,13370.32,历史原始实测能耗,1951.15,real,class2,class2,38,38,strong,energy_first,215.64,UP044_20240708_120252_R2360,43.0,2363.0
雅渡-庙堰,class2,129.0,30.0,30.0,0.0,131.1,20599.63,21079.58,20964.33,历史原始实测能耗,479.95,real,class2,class2,32,32,strong,energy_first,215.44,UP044_20240708_120252_R2360,43.0,2364.0
庙堰-钟公庙,class3,96.0,29.0,29.0,0.0,95.55,12523.56,12543.11,12707.53,历史原始实测能耗,19.55,real,class3,class3,84,84,strong,energy_first,215.34,UP044_20240708_120252_R2360,43.0,2365.0
钟公庙-鄞州区政府,class5,99.0,40.0,40.0,0.0,91.9,5820.63,10222.35,9952.52,历史原始实测能耗,4401.72,extrapolated_adjacent,class4,class4,0,1,generated,energy_first,215.54,UP044_20240708_120252_R2360,43.0,2366.0
鄞州区政府-钱湖南路,class3,132.1,29.0,29.0,0.0,132.1,16057.12,16599.88,16521.27,历史原始实测能耗,542.76,real,class3,class3,62,62,strong,energy_first,215.64,UP044_20240708_120252_R2360,43.0,2367.0
钱湖南路-南高教园区,class3,100.0,34.0,34.0,0.0,100.7,13882.04,13895.55,14423.11,历史原始实测能耗,13.51,real,class3,class3,63,63,strong,energy_first,215.84,UP044_20240708_120252_R2360,43.0,2368.0
南高教园区-下应路,class3,114.0,28.0,28.0,0.0,114.95,19076.24,17346.32,18241.85,历史原始实测能耗,-1729.92,real,class3,class3,63,63,strong,energy_first,215.94,UP044_20240708_120252_R2360,43.0,2369.0
