站间区间,选定等级,规划用时(s),停站时间(s),历史停站时间(s),停站偏差(s),历史用时(s),规划能耗(Wh),历史能耗(Wh),历史模型回放能耗(Wh),能耗对比基准,节能量(Wh),曲线来源,父等级,支持等级,真实样本数,父等级真实样本数,样本可靠性,规划阶段,MASS,全局趟次ID,历史segment,历史来源run_id
布政-张家潭,class3,115.0,27.8,29.0,-1.2,118.85,12947.95,14004.26,14301.05,历史原始实测能耗,1056.31,real,class3,class3,80,80,strong,real_only,215.24,UP044_20240708_120252_R2360,43.0,2360.0
张家潭-同德路,class2,148.0,27.77,29.0,-1.23,150.55,17396.37,18080.59,17766.06,历史原始实测能耗,684.22,real,class2,class2,8,8,strong,real_only,215.24,UP044_20240708_120252_R2360,43.0,2361.0
同德路-石碶,class4,114.0,33.52,35.0,-1.48,110.4,12864.72,11912.51,11828.82,历史原始实测能耗,-952.21,real,class4,class4,9,9,strong,real_only,215.34,UP044_20240708_120252_R2360,43.0,2362.0
石碶-雅渡,class2,80.0,27.77,29.0,-1.23,83.45,11100.61,13051.76,13370.32,历史原始实测能耗,1951.15,real,class2,class2,38,38,strong,real_only,215.64,UP044_20240708_120252_R2360,43.0,2363.0
雅渡-庙堰,class4,139.0,28.73,30.0,-1.27,131.1,18520.54,21079.58,20964.33,历史原始实测能耗,2559.04,real,class4,class4,10,10,strong,real_only,215.44,UP044_20240708_120252_R2360,43.0,2364.0
庙堰-钟公庙,class3,96.0,27.77,29.0,-1.23,95.55,12523.56,12543.11,12707.53,历史原始实测能耗,19.55,real,class3,class3,84,84,strong,real_only,215.34,UP044_20240708_120252_R2360,43.0,2365.0
钟公庙-鄞州区政府,class4,95.0,38.31,40.0,-1.69,91.9,7694.19,10222.35,9952.52,历史原始实测能耗,2528.16,real,class4,class4,1,1,weak,real_only,215.54,UP044_20240708_120252_R2360,43.0,2366.0
鄞州区政府-钱湖南路,class3,132.1,27.77,29.0,-1.23,132.1,16057.12,16599.88,16521.27,历史原始实测能耗,542.76,real,class3,class3,62,62,strong,real_only,215.64,UP044_20240708_120252_R2360,43.0,2367.0
钱湖南路-南高教园区,class3,100.0,32.56,34.0,-1.44,100.7,13882.04,13895.55,14423.11,历史原始实测能耗,13.51,real,class3,class3,63,63,strong,real_only,215.84,UP044_20240708_120252_R2360,43.0,2368.0
南高教园区-下应路,class3,114.0,26.81,28.0,-1.19,114.95,19076.24,17346.32,18241.85,历史原始实测能耗,-1729.92,real,class3,class3,63,63,strong,real_only,215.94,UP044_20240708_120252_R2360,43.0,2369.0
下应路-大洋江,class3,106.0,27.77,29.0,-1.23,108.75,11085.37,11829.29,11518.94,历史原始实测能耗,743.92,real,class3,class3,65,65,strong,real_only,215.84,UP044_20240708_120252_R2360,43.0,2370.0
大洋江-泗港,class3,92.0,27.77,29.0,-1.23,90.3,10559.94,12173.5,12117.51,历史原始实测能耗,1613.56,real,class3,class3,99,99,strong,real_only,215.44,UP044_20240708_120252_R2360,43.0,2371.0
泗港-曹隘,class4,137.0,29.69,31.0,-1.31,135.1,24127.28,22647.71,23968.28,历史原始实测能耗,-1479.57,real,class4,class4,82,82,strong,real_only,215.64,UP044_20240708_120252_R2360,43.0,2372.0
曹隘-柳隘,class4,113.0,28.73,30.0,-1.27,106.8,12120.01,20743.6,17114.01,历史原始实测能耗,8623.59,real,class4,class4,1,1,weak,real_only,215.92,UP044_20240708_120252_R2360,43.0,2373.0
柳隘-海晏北路,class3,92.0,41.18,43.0,-1.82,90.5,11482.43,13872.06,14181.43,历史原始实测能耗,2389.63,real,class3,class3,35,35,strong,real_only,216.22,UP044_20240708_120252_R2360,43.0,2374.0
海晏北路-民安东路,class3,85.0,27.77,29.0,-1.23,83.9,13843.43,15530.12,14207.62,历史原始实测能耗,1686.69,real,class3,class3,41,41,strong,real_only,216.64,UP044_20240708_120252_R2360,43.0,2375.0
民安东路-会展中心,class3,79.0,28.73,30.0,-1.27,77.35,11656.58,12126.73,11764.83,历史原始实测能耗,470.15,real,class3,class3,8,8,strong,real_only,216.64,UP044_20240708_120252_R2360,42.0,2376.0
会展中心-院士路,class3,115.0,28.73,30.0,-1.27,115.25,14381.53,14497.53,14081.84,历史原始实测能耗,116.0,real,class3,class3,104,104,strong,real_only,216.14,UP044_20240708_120252_R2360,42.0,2377.0
院士路-盎孟港,class3,91.0,27.77,29.0,-1.23,90.05,16491.32,18229.81,17243.43,历史原始实测能耗,1738.49,real,class3,class3,99,99,strong,real_only,215.64,UP044_20240708_120252_R2360,42.0,2378.0
盎孟港-三官堂,class3,138.9,32.56,34.0,-1.44,140.3,17262.58,17590.31,17581.51,历史原始实测能耗,327.73,real,class3,class3,52,52,strong,real_only,215.64,UP044_20240708_120252_R2360,42.0,2379.0
三官堂-兴庄路,class3,104.0,28.73,30.0,-1.27,104.0,11328.36,10805.44,11641.49,历史原始实测能耗,-522.92,real,class3,class3,58,58,strong,real_only,215.54,UP044_20240708_120252_R2360,42.0,2380.0
兴庄路-兴海南路,class2,87.0,27.77,29.0,-1.23,91.7,16270.83,11547.83,11343.28,历史原始实测能耗,-4723.0,real,class2,class2,30,30,strong,real_only,215.44,UP044_20240708_120252_R2360,42.0,2381.0
兴海南路-梅堰,class3,82.0,33.52,35.0,-1.48,81.65,11120.98,11653.23,11635.76,历史原始实测能耗,532.25,real,class3,class3,73,73,strong,real_only,215.44,UP044_20240708_120252_R2360,42.0,2382.0
梅堰-永茂路,class4,329.0,25.86,27.0,-1.14,330.35,26065.87,25654.1,26501.72,历史原始实测能耗,-411.77,real,class4,class4,26,26,strong,real_only,215.44,UP044_20240708_120252_R2360,34.0,2383.0
永茂路-镇海大道,class4,156.0,26.81,28.0,-1.19,142.55,15822.75,17910.85,18506.59,历史原始实测能耗,2088.1,real,class4,class4,1,1,weak,real_only,215.24,UP044_20240708_120252_R2360,42.0,2384.0
镇海大道-骆驼桥,class4,128.0,0.0,0.0,0.0,117.1,17084.41,20228.21,19819.12,历史原始实测能耗,3143.8,real,class4,class4,1,1,weak,real_only,215.24,UP044_20240708_120252_R2360,42.0,2385.0
--- 总计 ---,节能率: 5.67%,3068.0,742.2,775.0,-32.8,3810.2000000000003,382767.01,405776.23,403304.22,历史原始实测能耗,23009.22,,,,,,,real_only,,,,
