t_arrival,v_peak_opt,E_wh
85.04999999999988,22.22,14225.5947265625
85.09999999999988,22.011024405730545,14149.470703125
85.14999999999988,21.861994882587545,14085.80859375
85.19999999999987,21.66900433578738,14005.3544921875
85.24999999999987,21.5297946965474,13957.892578125
85.29999999999987,21.388723760077973,13889.5146484375
85.34999999999987,21.335345714723356,13881.0361328125
85.39999999999986,21.182598703177,13809.380859375
85.44999999999986,21.09229818508042,13784.7822265625
85.49999999999986,20.96314220624851,13733.2265625
85.54999999999986,20.876603512967858,13670.544921875
85.59999999999985,20.76454291595929,13649.0078125
85.64999999999985,20.716389788719074,13608.529296875
85.69999999999985,20.640888469182038,13604.5185546875
85.74999999999984,20.533019393740616,13543.771484375
85.79999999999984,20.428534562886608,13481.2763671875
85.84999999999984,20.331165342973275,13450.111328125
85.89999999999984,20.264600061954404,13415.484375
85.94999999999983,20.18525133913582,13375.43359375
85.99999999999983,20.13246359599077,13361.98046875
86.04999999999983,20.025242850130095,13295.09375
86.09999999999982,19.995093563541804,13284.0068359375
86.14999999999982,19.91541974341233,13242.9443359375
86.19999999999982,19.827039563109906,13198.822265625
86.24999999999982,19.77959791440814,13183.5869140625
86.29999999999981,19.727682375026937,13168.763671875
86.34999999999981,19.670429629720868,13129.22265625
86.3999999999998,19.607278595696613,13110.7392578125
86.4499999999998,19.539191898804656,13068.40625
86.4999999999998,19.467497777091303,13024.8671875
86.5499999999998,19.40016558682328,13005.66796875
86.5999999999998,19.315972444465796,12934.4765625
86.64999999999979,19.270711650695212,12917.33203125
86.69999999999979,19.220734467373394,12900.806640625
86.74999999999979,19.17556411720033,12875.0390625
86.79999999999978,19.12967341487379,12858.8486328125
86.84999999999978,19.032884398813245,12781.0205078125
86.89999999999978,18.995946909383072,12766.05859375
86.94999999999978,18.954003604530918,12739.962890625
86.99999999999977,18.896432005237116,12726.0849609375
87.04999999999977,18.83989514802604,12705.541015625
87.09999999999977,18.786844111525692,12651.94140625
87.14999999999976,18.735723174498368,12631.982421875
87.19999999999976,18.686559760435568,12612.576171875
87.24999999999976,18.63936364513171,12592.5
87.29999999999976,18.592908202287166,12538.78515625
87.34999999999975,18.547681927235768,12516.0244140625
87.39999999999975,18.50322176873371,12489.0595703125
87.44999999999975,18.459581169907135,12467.9619140625
87.49999999999974,18.417296799756812,12446.751953125
87.54999999999974,18.374604399822534,12424.1318359375
87.59999999999974,18.33215951894674,12394.94921875
87.64999999999974,18.289277381481647,12372.201171875
87.69999999999973,18.255751731640874,12344.927734375
87.74999999999973,18.215006560456857,12321.017578125
87.79999999999973,18.17394627260202,12297.693359375
87.84999999999972,18.134229165710018,12269.7001953125
87.89999999999972,18.093517782544783,12245.90234375
87.94999999999972,18.054436267353562,12216.697265625
87.99999999999972,18.014569811315855,12191.1298828125
88.04999999999971,17.975068750426473,12162.0791015625
88.09999999999971,17.938891602707635,12137.740234375
88.14999999999971,17.8796157555439,12107.900390625
88.1999999999997,17.820344621014783,12049.2529296875
88.2499999999997,17.785066407595007,12018.478515625
88.2999999999997,17.75076704741688,11987.5146484375
88.3499999999997,17.71602628981071,11960.845703125
88.3999999999997,17.6795348943775,11962.84765625
88.44999999999969,17.64410620299927,11935.60546875
88.49999999999969,17.61060427557752,11903.271484375
88.54999999999968,17.57552946679821,11869.6796875
88.59999999999968,17.541573565469754,11840.3515625
88.64999999999968,17.507322995030687,11807.4619140625
88.69999999999968,17.47158271557014,11777.712890625
88.74999999999967,17.435786061823876,11744.3212890625
88.79999999999967,17.401007093779402,11745.658203125
88.84999999999967,17.366195354761675,11716.1865234375
88.89999999999966,17.331303617156742,11681.9287109375
88.94999999999966,17.29713454889324,11652.783203125
88.99999999999966,17.263369830045523,11618.251953125
89.04999999999966,17.229789652943342,11583.5908203125
89.09999999999965,17.196742639117716,11553.296875
89.14999999999965,17.163598789634236,11554.0234375
89.19999999999965,17.130939654087925,11519.63671875
89.24999999999964,17.0987955639755,11490.140625
89.29999999999964,17.066637115194823,11454.4716796875
89.34999999999964,17.035039812709446,11418.4140625
89.39999999999964,17.003314969717163,11420.0107421875
89.44999999999963,16.971780684985415,11388.263671875
89.49999999999963,16.940865472704182,11353.5771484375
89.54999999999963,16.910124703835976,11316.9853515625
89.59999999999962,16.879365257408107,11317.1865234375
89.64999999999962,16.848885284927754,11284.4521484375
89.69999999999962,16.818992948806407,11249.0498046875
89.74999999999962,16.788934006417843,11210.708984375
89.79999999999961,16.75947229561734,11210.77734375
89.84999999999961,16.730451486313722,11173.640625
89.89999999999961,16.70075864426316,11135.0205078125
89.9499999999996,16.671843251188292,11102.6455078125
89.9999999999996,16.643186222208623,11101.3681640625
90.0499999999996,16.614595639003156,11063.595703125
90.0999999999996,16.60181067638666,11063.2939453125
90.1499999999996,16.569996707744743,11026.640625
90.19999999999959,16.538258860234574,10988.4462890625
90.24999999999959,16.50744591416984,10947.408203125
90.29999999999959,16.47699510051717,10906.6787109375
90.34999999999958,16.448077698700306,10905.4140625
90.39999999999958,16.42108390175431,10868.3349609375
90.44999999999958,16.394832011457083,10826.7080078125
90.49999999999957,16.368174871006936,10824.197265625
90.54999999999957,16.341513563314955,10783.7041015625
90.59999999999957,16.314720147781802,10742.8095703125
90.64999999999957,16.28823744381559,10739.5341796875
90.69999999999956,16.261632518121868,10699.119140625
90.74999999999956,16.23504664907378,10656.3203125
90.79999999999956,16.208641119682923,10649.123046875
90.84999999999955,16.1821428170829,10606.2998046875
90.89999999999955,16.15561503611896,10564.544921875
90.94999999999955,16.129166806643283,10560.3046875
90.99999999999955,16.102743693037276,10517.0673828125
91.04999999999954,16.079841413335078,10513.3037109375
91.09999999999954,16.056614531353024,10469.5
91.14999999999954,16.034035288850816,10426.2177734375
91.19999999999953,16.011584926797124,10420.947265625
91.24999999999953,15.98961393636503,10380.630859375
91.29999999999953,15.953840612076348,10326.833984375
91.34999999999953,15.928869273054241,10323.5703125
91.39999999999952,15.903736531509892,10278.3984375
91.44999999999952,15.88059298742305,10266.7265625
91.49999999999952,15.860072053373383,10224.5654296875
91.54999999999951,15.815452665365445,10164.9716796875
91.59999999999951,15.795318684825972,10124.6259765625
91.64999999999951,15.775479657097591,10114.6259765625
91.6999999999995,15.756165090741174,10065.744140625
91.7499999999995,15.734847742550835,10059.2216796875
91.7999999999995,15.709530536133538,10004.6728515625
91.8499999999995,15.684912167434224,9993.6982421875
91.8999999999995,15.661297647394852,9941.8232421875
91.94999999999949,15.638727653008441,9928.11328125
91.99999999999949,15.616938626543153,9874.5068359375
92.04999999999949,15.596046906287796,9823.3017578125
92.09999999999948,15.575577499699994,9806.1796875
92.14999999999948,15.555538861522406,9754.255859375
92.19999999999948,15.518548198391418,9729.1240234375
92.24999999999947,15.500161994912066,9677.7587890625
92.29999999999947,15.482042616966734,9659.349609375
92.34999999999947,15.463556247053521,9604.62890625
92.39999999999947,15.44605190728745,9598.0439453125
92.44999999999946,15.428333160203712,9543.2998046875
92.49999999999946,15.410019058671574,9531.03515625
92.54999999999946,15.370835612096675,9459.58984375
92.59999999999945,15.351506194583235,9406.7724609375
92.64999999999945,15.331735311795768,9392.7626953125
92.69999999999945,15.311958258902578,9336.7578125
92.74999999999945,15.291847105142807,9321.7724609375
92.79999999999944,15.271484394640387,9265.3720703125
92.84999999999944,15.250938207212812,9249.6552734375
92.89999999999944,15.230168504703245,9195.1240234375
