站间区间,选定等级,规划用时(s),停站时间(s),历史停站时间(s),停站偏差(s),历史用时(s),规划能耗(Wh),历史能耗(Wh),历史模型回放能耗(Wh),能耗对比基准,节能量(Wh),曲线来源,父等级,支持等级,真实样本数,父等级真实样本数,样本可靠性,规划阶段,MASS,全局趟次ID,历史segment,历史来源run_id
下应路-大洋江,class2,101.0,29.0,29.0,0.0,103.05,13464.71,14847.32,14230.67,历史原始实测能耗,1382.61,real,class2,class2,41,41,strong,allow_extrapolated,219.32,UP066_20240715_171505_R3551,65.0,3561.0
大洋江-泗港,class3,92.0,30.0,30.0,0.0,88.75,10908.06,14397.98,14080.72,历史原始实测能耗,3489.92,real,class3,class3,99,99,strong,allow_extrapolated,221.1,UP066_20240715_171505_R3551,65.0,3562.0
泗港-曹隘,class4,137.0,30.0,30.0,0.0,128.9,25257.64,21362.98,21053.36,历史原始实测能耗,-3894.66,real,class4,class4,82,82,strong,allow_extrapolated,223.6,UP066_20240715_171505_R3551,65.0,3563.0
曹隘-柳隘,class2,106.0,29.0,29.0,0.0,107.05,18934.67,21552.62,17546.34,历史原始实测能耗,2617.95,real,class2,class2,68,68,strong,allow_extrapolated,223.5,UP066_20240715_171505_R3551,65.0,3564.0
柳隘-海晏北路,class3,92.0,45.0,45.0,0.0,89.15,12005.28,14952.35,15000.26,历史原始实测能耗,2947.07,real,class3,class3,35,35,strong,allow_extrapolated,224.4,UP066_20240715_171505_R3551,65.0,3565.0
海晏北路-民安东路,class3,85.0,30.0,30.0,0.0,83.6,15048.56,16137.26,15089.35,历史原始实测能耗,1088.7,real,class3,class3,41,41,strong,allow_extrapolated,226.7,UP066_20240715_171505_R3551,65.0,3566.0
民安东路-会展中心,class2,76.0,31.0,31.0,0.0,77.25,16988.64,13055.5,12934.09,历史原始实测能耗,-3933.14,real,class2,class2,96,96,strong,allow_extrapolated,230.6,UP066_20240715_171505_R3551,64.0,3567.0
会展中心-院士路,class3,115.0,30.0,30.0,0.0,114.95,15260.13,15730.26,14969.9,历史原始实测能耗,470.13,real,class3,class3,104,104,strong,allow_extrapolated,231.2,UP066_20240715_171505_R3551,64.0,3568.0
院士路-盎孟港,class3,91.0,30.0,30.0,0.0,90.65,18091.94,20258.2,19410.93,历史原始实测能耗,2166.26,real,class3,class3,99,99,strong,allow_extrapolated,230.0,UP066_20240715_171505_R3551,64.0,3569.0
盎孟港-三官堂,class2,132.0,29.0,29.0,0.0,131.35,19107.61,19031.46,19057.58,历史原始实测能耗,-76.15,real,class2,class2,52,52,strong,allow_extrapolated,229.4,UP066_20240715_171505_R3551,64.0,3570.0
三官堂-兴庄路,class2,99.0,31.0,31.0,0.0,98.8,12940.58,12505.96,13393.8,历史原始实测能耗,-434.62,real,class2,class2,46,46,strong,allow_extrapolated,223.91,UP066_20240715_171505_R3551,64.0,3571.0
兴庄路-兴海南路,class2,87.0,28.0,28.0,0.0,89.0,17228.14,14556.36,14745.19,历史原始实测能耗,-2671.78,real,class2,class2,30,30,strong,allow_extrapolated,218.7,UP066_20240715_171505_R3551,64.0,3572.0
兴海南路-梅堰,class3,82.0,30.0,30.0,0.0,82.2,11257.15,13384.98,13158.88,历史原始实测能耗,2127.83,real,class3,class3,73,73,strong,allow_extrapolated,217.32,UP066_20240715_171505_R3551,64.0,3573.0
梅堰-永茂路,class3,313.0,27.0,27.0,0.0,316.85,30913.12,29820.08,30138.63,历史原始实测能耗,-1093.04,real,class3,class3,20,20,strong,allow_extrapolated,217.12,UP066_20240715_171505_R3551,50.0,3574.0
永茂路-镇海大道,class2,141.0,27.0,27.0,0.0,142.55,18559.33,17812.2,18229.24,历史原始实测能耗,-747.13,real,class2,class2,59,59,strong,allow_extrapolated,216.52,UP066_20240715_171505_R3551,64.0,3575.0
镇海大道-骆驼桥,class2,116.0,0.0,0.0,0.0,117.7,20097.51,20419.94,19942.09,历史原始实测能耗,322.43,real,class2,class2,101,101,strong,allow_extrapolated,215.74,UP066_20240715_171505_R3551,64.0,3576.0
--- 总计 ---,节能率: 4.07%,2965.9,773.0,773.0,0.0,3738.9,429431.19,447645.24,437956.98,历史原始实测能耗,18214.05,,,,,,,allow_extrapolated,,,,
