站间区间,趟次,segment,日期+服务号,服务号,车底号,方向,时段,开始时刻(s),结束时刻(s),历史运行时间(s),历史停站时间(s),历史累计用时含停站(s),区间距离(m),站间距(m),平均速度(km/h),最高速度(km/h),速度点平均(km/h),速度采样点数,巡航平均速度(km/h),巡航点数,P95速度(km/h),P99速度(km/h),历史实测能耗(Wh),平均重量(t),运行等级,是否晚上八点后,曲线质量标签,源文件
布政-张家潭,91,90,07/2672690,72690,5012,UP,工作日平峰,0.0,117.4,117.4,30.0,147.4,1451.49,1428.0,44.51,66.78,44.49,2349,64.95,1070,65.38,66.51,14178.39,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_布政-张家潭.xlsx
张家潭-同德路,91,90,07/2672690,72690,5012,UP,工作日平峰,0.0,151.2,151.2,30.0,181.2,2053.83,2017.0,48.9,64.82,48.88,3025,63.68,1798,64.66,64.75,17107.46,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx
同德路-石碶,91,90,07/2672690,72690,5012,UP,工作日平峰,0.0,111.55,111.55,30.0,141.55,1352.18,1332.0,43.64,66.81,43.62,2232,66.07,936,66.49,66.7,13214.26,215.24,4,0,0,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx
石碶-雅渡,91,90,07/2672690,72690,5012,UP,工作日平峰,0.0,78.6,78.6,30.0,108.6,839.68,827.0,38.46,72.78,38.43,1573,70.57,305,71.11,72.68,12266.34,215.24,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_石碶-雅渡.xlsx
雅渡-庙堰,91,90,07/2672690,72690,5012,UP,工作日平峰,0.0,136.15,136.15,30.0,166.15,1889.82,1860.0,49.97,71.46,49.95,2724,69.08,1383,69.82,71.26,19591.01,215.24,4,0,0,data\data_processed_step2_v3_all_curve_quality\results_雅渡-庙堰.xlsx
庙堰-钟公庙,91,90,07/2672690,72690,5012,UP,工作日平峰,0.0,96.15,96.15,30.0,126.15,1104.01,1086.0,41.34,70.03,41.31,1924,66.72,621,66.72,69.87,13797.69,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_庙堰-钟公庙.xlsx
钟公庙-鄞州区政府,91,90,07/2672690,72690,5012,UP,工作日平峰,0.0,91.7,91.7,30.0,121.7,999.5,984.0,39.24,67.06,39.22,1835,64.74,566,64.96,66.91,9658.0,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_钟公庙-鄞州区政府.xlsx
鄞州区政府-钱湖南路,91,90,07/2672690,72690,5012,UP,工作日平峰,0.0,131.45,131.45,30.0,161.45,1840.09,1811.0,50.39,72.74,50.38,2630,71.73,1275,72.3,72.54,17648.72,215.64,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_鄞州区政府-钱湖南路.xlsx
钱湖南路-南高教园区,91,90,07/2672690,72690,5012,UP,工作日平峰,0.0,101.75,101.75,30.0,131.75,1187.49,1155.0,42.01,66.47,41.99,2036,65.43,759,66.18,66.39,12739.42,215.94,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_钱湖南路-南高教园区.xlsx
南高教园区-下应路,91,90,07/2672690,72690,5012,UP,工作日平峰,0.0,114.9,114.9,30.0,144.9,1474.34,1452.0,46.19,70.86,46.17,2299,69.88,929,70.5,70.73,17828.8,216.04,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_南高教园区-下应路.xlsx
下应路-大洋江,91,90,07/2672690,72690,5012,UP,工作日平峰,0.0,107.8,107.8,30.0,137.8,1233.12,1214.0,41.18,61.57,41.16,2157,60.89,950,61.4,61.5,11765.36,215.94,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_下应路-大洋江.xlsx
大洋江-泗港,91,90,07/2672690,72690,5012,UP,工作日平峰,0.0,91.25,91.25,30.0,121.25,972.94,957.0,38.38,63.99,38.36,1826,61.71,623,62.46,63.77,11575.59,215.74,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_大洋江-泗港.xlsx
泗港-曹隘,91,90,07/2672690,72690,5012,UP,工作日平峰,0.0,135.1,135.1,30.0,165.1,1826.96,1798.0,48.68,79.07,48.66,2703,78.13,833,78.66,78.79,22522.72,216.14,4,0,0,data\data_processed_step2_v3_all_curve_quality\results_泗港-曹隘.xlsx
曹隘-柳隘,91,90,07/2672690,72690,5012,UP,工作日平峰,0.0,106.6,106.6,30.0,136.6,1327.44,1307.0,44.83,76.34,44.81,2133,74.45,488,75.67,76.09,20494.83,216.04,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_曹隘-柳隘.xlsx
柳隘-海晏北路,91,90,07/2672690,72690,5012,UP,工作日平峰,0.0,92.75,92.75,30.0,122.75,996.46,980.0,38.68,63.41,38.66,1856,61.95,642,62.26,63.08,11272.41,216.34,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_柳隘-海晏北路.xlsx
海晏北路-民安东路,91,90,07/2672690,72690,5012,UP,工作日平峰,0.0,84.2,84.2,30.0,114.2,878.23,865.0,37.55,74.1,37.53,1685,72.23,256,72.74,74.05,16426.54,216.44,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_海晏北路-民安东路.xlsx
民安东路-会展中心,91,90,07/2672690,72690,5012,UP,工作日平峰,0.0,78.45,78.45,30.0,108.45,736.57,724.0,33.8,66.72,33.78,1570,64.93,124,64.51,66.62,12881.36,216.34,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_民安东路-会展中心.xlsx
会展中心-院士路,91,90,07/2672690,72690,5012,UP,工作日平峰,0.0,115.45,115.45,30.0,145.45,1577.21,1562.0,49.18,77.88,49.16,2310,75.96,849,76.34,77.54,14335.79,215.94,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_会展中心-院士路.xlsx
院士路-盎孟港,91,90,07/2672690,72690,5012,UP,工作日平峰,0.0,91.5,91.5,30.0,121.5,1010.21,994.0,39.75,77.11,39.72,1831,74.88,176,75.13,77.04,20923.53,215.44,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_院士路-盎孟港.xlsx
盎孟港-三官堂,91,90,07/2672690,72690,5012,UP,工作日平峰,0.0,138.8,138.8,30.0,168.8,1907.03,1877.0,49.46,69.45,49.44,2777,67.87,1452,68.27,69.17,16079.3,215.34,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_盎孟港-三官堂.xlsx
三官堂-兴庄路,91,90,07/2672690,72690,5012,UP,工作日平峰,0.0,103.35,103.35,30.0,133.35,1098.31,1081.0,38.26,55.41,38.24,2068,53.94,962,54.45,55.36,10896.65,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_三官堂-兴庄路.xlsx
兴庄路-兴海南路,91,90,07/2672690,72690,5012,UP,工作日平峰,0.0,92.4,92.4,30.0,122.4,973.29,958.0,37.92,61.21,37.9,1849,59.55,673,60.0,61.14,10958.42,215.34,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_兴庄路-兴海南路.xlsx
永茂路-镇海大道,91,90,07/2672690,72690,5012,UP,工作日平峰,0.0,141.75,141.75,30.0,171.75,2165.12,2131.0,54.99,78.77,54.97,2836,78.28,1332,78.62,78.67,17709.65,215.24,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_永茂路-镇海大道.xlsx
镇海大道-骆驼桥,91,90,07/2672690,72690,5012,UP,工作日平峰,0.0,117.4,117.4,0.0,117.4,1620.96,1593.0,49.71,78.83,49.68,2349,78.29,859,78.73,78.76,20062.43,215.24,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_镇海大道-骆驼桥.xlsx
--- 总计 ---,,,,,,,,,,2627.65,690.0,3317.65,32516.28,31993.0,44.55,79.07,,,,,,,365934.67,...,,,,
