站间区间,趟次,segment,日期+服务号,服务号,车底号,方向,时段,开始时刻(s),结束时刻(s),历史运行时间(s),历史停站时间(s),历史累计用时含停站(s),区间距离(m),站间距(m),平均速度(km/h),最高速度(km/h),速度点平均(km/h),速度采样点数,巡航平均速度(km/h),巡航点数,P95速度(km/h),P99速度(km/h),历史实测能耗(Wh),平均重量(t),运行等级,是否晚上八点后,曲线质量标签,源文件
布政-张家潭,36,35,07/0670635,70635,5014,UP,双休日低峰,0.0,116.5,116.5,30.0,146.5,1428.13,1428.0,44.13,65.21,44.11,2331,63.7,1066,64.07,65.02,13342.18,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_布政-张家潭.xlsx
张家潭-同德路,36,35,07/0670635,70635,5014,UP,双休日低峰,0.0,151.8,151.8,30.0,181.8,2020.65,2017.0,47.92,63.75,47.9,3037,62.68,1801,63.39,63.49,17535.94,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx
同德路-石碶,36,35,07/0670635,70635,5014,UP,双休日低峰,0.0,111.75,111.75,30.0,141.75,1330.47,1332.0,42.86,67.16,42.84,2236,66.33,893,66.66,66.99,13782.55,215.24,4,0,0,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx
石碶-雅渡,36,35,07/0670635,70635,5014,UP,双休日低峰,0.0,81.6,81.6,30.0,111.6,827.12,827.0,36.49,74.42,36.47,1633,72.41,164,72.95,74.29,12997.34,215.64,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_石碶-雅渡.xlsx
雅渡-庙堰,36,35,07/0670635,70635,5014,UP,双休日低峰,0.0,130.4,130.4,30.0,160.4,1860.65,1860.0,51.37,77.44,51.35,2609,76.74,1107,77.18,77.34,21589.6,215.54,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_雅渡-庙堰.xlsx
庙堰-钟公庙,36,35,07/0670635,70635,5014,UP,双休日低峰,0.0,95.45,95.45,30.0,125.45,1087.17,1086.0,41.0,72.86,40.98,1910,70.48,528,71.15,72.74,14967.63,215.74,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_庙堰-钟公庙.xlsx
钟公庙-鄞州区政府,36,35,07/0670635,70635,5014,UP,双休日低峰,0.0,90.4,90.4,30.0,120.4,984.33,984.0,39.2,74.46,39.18,1809,70.09,400,70.81,74.16,12910.13,215.54,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_钟公庙-鄞州区政府.xlsx
鄞州区政府-钱湖南路,36,35,07/0670635,70635,5014,UP,双休日低峰,0.0,132.05,132.05,30.0,162.05,1811.74,1811.0,49.39,71.28,49.37,2642,70.57,1259,71.1,71.17,16162.54,215.64,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_鄞州区政府-钱湖南路.xlsx
钱湖南路-南高教园区,36,35,07/0670635,70635,5014,UP,双休日低峰,0.0,101.05,101.05,30.0,131.05,1168.61,1155.0,41.63,69.41,41.61,2022,66.54,661,66.78,69.08,14246.23,215.54,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_钱湖南路-南高教园区.xlsx
南高教园区-下应路,36,35,07/0670635,70635,5014,UP,双休日低峰,0.0,114.3,114.3,30.0,144.3,1451.98,1452.0,45.73,71.1,45.71,2287,70.32,848,70.78,70.98,18073.84,215.54,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_南高教园区-下应路.xlsx
下应路-大洋江,36,35,07/0670635,70635,5014,UP,双休日低峰,0.0,106.0,106.0,30.0,136.0,1213.53,1214.0,41.21,63.41,41.19,2121,62.7,843,63.28,63.36,11149.39,215.64,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_下应路-大洋江.xlsx
大洋江-泗港,36,35,07/0670635,70635,5014,UP,双休日低峰,0.0,92.7,92.7,30.0,122.7,958.43,957.0,37.22,60.64,37.2,1855,59.16,636,59.68,60.42,10886.52,215.54,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_大洋江-泗港.xlsx
