run_id,travel_time_raw_real_s,travel_time_generated_s,rmse_speed_mps,mae_speed_mps,corr_speed_shape,peak_speed_real_mps,peak_speed_generated_mps,peak_speed_gap_mps
07/0850704|50704|5012|UP,108.0,109.95,0.948604,0.704641,0.988564,21.894264,21.318073,-0.576191
07/0850712|50712|5012|UP,108.15,109.95,0.94127,0.701245,0.988764,21.890627,21.318073,-0.572554
07/0850714|50714|5012|UP,108.65,109.95,0.849864,0.551678,0.988802,21.897222,21.318073,-0.579149
07/0951902|51902|5012|UP,108.05,109.95,0.957318,0.719069,0.988621,21.923153,21.318073,-0.60508
07/0951904|51904|5012|UP,108.4,109.95,0.732613,0.509668,0.992739,21.900701,21.318073,-0.582628
07/0951912|51912|5012|UP,107.85,109.95,0.846247,0.656416,0.991558,21.917592,21.318073,-0.599519
07/1050304|50304|5012|UP,108.2,109.95,0.821345,0.632604,0.991883,21.876702,21.318073,-0.558629
07/1053002|53002|5012|UP,108.6,109.95,0.912901,0.65626,0.988406,21.814777,21.318073,-0.496705
07/1251004|51004|5012|UP,108.7,109.95,0.822391,0.549187,0.990018,21.895209,21.318073,-0.577136
07/1251012|51012|5012|UP,108.5,109.95,0.741695,0.478129,0.991739,21.9,21.318073,-0.581927
