station_pair,v_peak_opt(m/s),t_arrival_opt(s),E_opt(Wh),params
张家潭-同德路,16.180557578822512,157.50618471369052,,"L=2053.0, V_UPPER=22.22, V_MID=12.5, A1=0.55, A2=0.8, A_DEC=-0.5, MASS=215.24, REACH_TOL=0.5, WINDOW=[141.0,166.0]"
