run_id,travel_time_raw_real_s,travel_time_generated_s,rmse_speed_mps,mae_speed_mps,corr_speed_shape,peak_speed_real_mps,peak_speed_generated_mps,peak_speed_gap_mps
07/0850704|50704|5012|UP,81.4,82.95,1.210178,0.843117,0.983218,20.577778,17.974164,-2.603614
07/0850712|50712|5012|UP,81.5,82.95,1.305325,0.908228,0.978982,20.637178,17.974164,-2.663014
07/0850714|50714|5012|UP,81.25,82.95,1.274527,0.878671,0.98105,20.572222,17.974164,-2.598058
07/0951902|51902|5012|UP,81.1,82.95,1.277664,0.904637,0.981315,20.580086,17.974164,-2.605922
07/0951904|51904|5012|UP,81.3,82.95,1.303412,0.896295,0.979603,20.627778,17.974164,-2.653614
07/0951912|51912|5012|UP,81.35,82.95,1.450985,1.020452,0.972494,20.588889,17.974164,-2.614725
07/1050304|50304|5012|UP,81.25,82.95,1.254115,0.871867,0.981878,20.555556,17.974164,-2.581391
07/1053002|53002|5012|UP,81.75,82.95,1.190556,0.852775,0.982282,20.450607,17.974164,-2.476443
07/1251004|51004|5012|UP,81.55,82.95,1.364471,0.957563,0.976813,20.575085,17.974164,-2.600921
07/1251012|51012|5012|UP,81.35,82.95,1.301546,0.905088,0.979362,20.613889,17.974164,-2.639725
