站间区间,选定等级,规划用时(s),停站时间(s),历史停站时间(s),停站偏差(s),历史用时(s),规划能耗(Wh),历史能耗(Wh),历史模型回放能耗(Wh),能耗对比基准,节能量(Wh),曲线来源,父等级,支持等级,真实样本数,父等级真实样本数,样本可靠性,规划阶段,MASS,全局趟次ID,历史segment,历史来源run_id
布政-张家潭,class3,115.0,29.42,30.0,-0.58,113.9,12948.01,15986.8,,历史原始实测能耗,3038.79,real,class3,class3,80,80,strong,allow_extrapolated,215.24,UP014_20240702_184325_R710,13.0,710.0
张家潭-同德路,class1,141.0,29.46,30.0,-0.54,146.2,17876.87,18023.94,,历史原始实测能耗,147.07,extrapolated_adjacent,class2,class2,0,8,generated,allow_extrapolated,215.24,UP014_20240702_184325_R710,13.0,711.0
同德路-石碶,class3,109.0,35.35,36.0,-0.65,105.55,13100.16,16245.01,,历史原始实测能耗,3144.85,real,class3,class3,60,60,strong,allow_extrapolated,215.24,UP014_20240702_184325_R710,13.0,712.0
石碶-雅渡,class2,80.0,29.46,30.0,-0.54,81.8,11092.26,12887.16,,历史原始实测能耗,1794.9,real,class2,class2,38,38,strong,allow_extrapolated,215.54,UP014_20240702_184325_R710,13.0,713.0
雅渡-庙堰,class2,129.0,28.48,29.0,-0.52,129.0,20519.91,21647.25,,历史原始实测能耗,1127.34,real,class2,class2,32,32,strong,allow_extrapolated,215.54,UP014_20240702_184325_R710,13.0,714.0
庙堰-钟公庙,class3,96.0,29.46,30.0,-0.54,94.55,12519.13,15638.99,,历史原始实测能耗,3119.86,real,class3,class3,84,84,strong,allow_extrapolated,215.74,UP014_20240702_184325_R710,13.0,715.0
钟公庙-鄞州区政府,class3,90.0,40.26,41.0,-0.74,88.1,10331.92,13438.9,,历史原始实测能耗,3106.98,real,class3,class3,108,108,strong,allow_extrapolated,215.54,UP014_20240702_184325_R710,13.0,716.0
鄞州区政府-钱湖南路,class2,128.0,29.46,30.0,-0.54,126.3,18642.5,19546.79,,历史原始实测能耗,904.29,real,class2,class2,45,45,strong,allow_extrapolated,216.62,UP014_20240702_184325_R710,13.0,717.0
钱湖南路-南高教园区,class3,100.0,34.37,35.0,-0.63,96.7,13714.93,16056.8,,历史原始实测能耗,2341.87,real,class3,class3,63,63,strong,allow_extrapolated,216.82,UP014_20240702_184325_R710,13.0,718.0
南高教园区-下应路,class2,110.0,28.48,29.0,-0.52,110.65,21007.55,21320.38,,历史原始实测能耗,312.83,real,class2,class2,44,44,strong,allow_extrapolated,217.02,UP014_20240702_184325_R710,13.0,719.0
下应路-大洋江,class2,101.0,29.46,30.0,-0.54,101.45,13411.8,13595.02,,历史原始实测能耗,183.22,real,class2,class2,41,41,strong,allow_extrapolated,216.74,UP014_20240702_184325_R710,13.0,720.0
大洋江-泗港,class3,92.0,29.46,30.0,-0.54,89.1,10820.69,12736.98,,历史原始实测能耗,1916.29,real,class3,class3,99,99,strong,allow_extrapolated,216.94,UP014_20240702_184325_R710,13.0,721.0
泗港-曹隘,class4,137.0,30.44,31.0,-0.56,133.45,23077.68,22932.3,,历史原始实测能耗,-145.38,real,class4,class4,82,82,strong,allow_extrapolated,216.92,UP014_20240702_184325_R710,13.0,722.0
曹隘-柳隘,class2,106.0,28.48,29.0,-0.52,107.05,21542.46,21076.78,,历史原始实测能耗,-465.68,real,class2,class2,68,68,strong,allow_extrapolated,216.82,UP014_20240702_184325_R710,13.0,723.0
柳隘-海晏北路,class3,92.0,45.17,46.0,-0.83,88.75,11552.91,14640.52,,历史原始实测能耗,3087.61,real,class3,class3,35,35,strong,allow_extrapolated,216.94,UP014_20240702_184325_R710,13.0,724.0
海晏北路-民安东路,class3,85.0,29.46,30.0,-0.54,83.4,14894.44,15844.91,,历史原始实测能耗,950.47,real,class3,class3,41,41,strong,allow_extrapolated,218.22,UP014_20240702_184325_R710,13.0,725.0
民安东路-会展中心,class2,76.0,29.46,30.0,-0.54,77.1,15318.58,12579.56,,历史原始实测能耗,-2739.02,real,class2,class2,96,96,strong,allow_extrapolated,218.42,UP014_20240702_184325_R710,13.0,726.0
会展中心-院士路,class3,115.0,29.46,30.0,-0.54,114.25,15096.91,15129.15,,历史原始实测能耗,32.24,real,class3,class3,104,104,strong,allow_extrapolated,218.52,UP014_20240702_184325_R710,13.0,727.0
院士路-盎孟港,class3,91.0,30.44,31.0,-0.56,89.85,18052.19,19542.79,,历史原始实测能耗,1490.6,real,class3,class3,99,99,strong,allow_extrapolated,217.92,UP014_20240702_184325_R710,13.0,728.0
盎孟港-三官堂,class2,132.0,29.46,30.0,-0.54,130.4,17754.14,19217.02,,历史原始实测能耗,1462.88,real,class2,class2,52,52,strong,allow_extrapolated,217.52,UP014_20240702_184325_R710,13.0,729.0
三官堂-兴庄路,class2,99.0,30.44,31.0,-0.56,98.3,11628.32,12173.86,,历史原始实测能耗,545.54,real,class2,class2,46,46,strong,allow_extrapolated,216.74,UP014_20240702_184325_R710,13.0,730.0
兴庄路-兴海南路,class2,87.0,27.49,28.0,-0.51,88.05,15872.82,14706.48,,历史原始实测能耗,-1166.34,real,class2,class2,30,30,strong,allow_extrapolated,215.74,UP014_20240702_184325_R710,13.0,731.0
兴海南路-梅堰,class3,82.0,29.46,30.0,-0.54,81.45,11326.26,12733.33,,历史原始实测能耗,1407.07,real,class3,class3,73,73,strong,allow_extrapolated,215.54,UP014_20240702_184325_R710,13.0,732.0
梅堰-永茂路,class3,313.0,27.49,28.0,-0.51,314.05,29936.79,29851.52,,历史原始实测能耗,-85.27,real,class3,class3,20,20,strong,allow_extrapolated,215.54,UP014_20240702_184325_R710,8.0,733.0
永茂路-镇海大道,class2,141.0,25.53,26.0,-0.47,142.3,17125.5,18025.79,,历史原始实测能耗,900.29,real,class2,class2,59,59,strong,allow_extrapolated,215.34,UP014_20240702_184325_R710,13.0,734.0
镇海大道-骆驼桥,class2,116.0,0.0,0.0,0.0,117.2,20028.91,20398.29,,历史原始实测能耗,369.38,real,class2,class2,101,101,strong,allow_extrapolated,215.24,UP014_20240702_184325_R710,13.0,735.0
--- 总计 ---,节能率: 6.01%,2963.0,765.9,780.0,-14.1,3728.8999999999996,419193.64,445976.32,0.0,历史原始实测能耗,26782.68,,,,,,,allow_extrapolated,,,,
