站间区间,选定等级,规划用时(s),停站时间(s),历史停站时间(s),停站偏差(s),历史用时(s),规划能耗(Wh),历史能耗(Wh),历史模型回放能耗(Wh),能耗对比基准,节能量(Wh),曲线来源,父等级,支持等级,真实样本数,父等级真实样本数,样本可靠性,规划阶段,MASS,全局趟次ID,历史segment,历史来源run_id
布政-张家潭,class3,115.0,28.51,30.0,-1.49,113.9,12948.01,15986.8,,历史原始实测能耗,3038.79,real,class3,class3,80,80,strong,real_only,215.24,UP014_20240702_184325_R710,13.0,710.0
张家潭-同德路,class2,148.0,28.54,30.0,-1.46,146.2,17596.66,18023.94,,历史原始实测能耗,427.28,real,class2,class2,8,8,strong,real_only,215.24,UP014_20240702_184325_R710,13.0,711.0
同德路-石碶,class3,109.0,34.25,36.0,-1.75,105.55,13100.16,16245.01,,历史原始实测能耗,3144.85,real,class3,class3,60,60,strong,real_only,215.24,UP014_20240702_184325_R710,13.0,712.0
石碶-雅渡,class2,80.0,28.54,30.0,-1.46,81.8,11092.26,12887.16,,历史原始实测能耗,1794.9,real,class2,class2,38,38,strong,real_only,215.54,UP014_20240702_184325_R710,13.0,713.0
雅渡-庙堰,class3,131.9,27.59,29.0,-1.41,129.0,19844.32,21647.25,,历史原始实测能耗,1802.93,real,class3,class3,67,67,strong,real_only,215.54,UP014_20240702_184325_R710,13.0,714.0
庙堰-钟公庙,class3,96.0,28.54,30.0,-1.46,94.55,12519.13,15638.99,,历史原始实测能耗,3119.86,real,class3,class3,84,84,strong,real_only,215.74,UP014_20240702_184325_R710,13.0,715.0
钟公庙-鄞州区政府,class3,90.0,39.0,41.0,-2.0,88.1,10331.92,13438.9,,历史原始实测能耗,3106.98,real,class3,class3,108,108,strong,real_only,215.54,UP014_20240702_184325_R710,13.0,716.0
鄞州区政府-钱湖南路,class2,128.0,28.54,30.0,-1.46,126.3,18642.5,19546.79,,历史原始实测能耗,904.29,real,class2,class2,45,45,strong,real_only,216.62,UP014_20240702_184325_R710,13.0,717.0
钱湖南路-南高教园区,class3,100.0,33.29,35.0,-1.71,96.7,13714.93,16056.8,,历史原始实测能耗,2341.87,real,class3,class3,63,63,strong,real_only,216.82,UP014_20240702_184325_R710,13.0,718.0
南高教园区-下应路,class3,114.0,27.59,29.0,-1.41,110.65,18555.39,21320.38,,历史原始实测能耗,2764.99,real,class3,class3,63,63,strong,real_only,217.02,UP014_20240702_184325_R710,13.0,719.0
下应路-大洋江,class2,101.0,28.54,30.0,-1.46,101.45,13411.8,13595.02,,历史原始实测能耗,183.22,real,class2,class2,41,41,strong,real_only,216.74,UP014_20240702_184325_R710,13.0,720.0
大洋江-泗港,class3,92.0,28.54,30.0,-1.46,89.1,10820.69,12736.98,,历史原始实测能耗,1916.29,real,class3,class3,99,99,strong,real_only,216.94,UP014_20240702_184325_R710,13.0,721.0
泗港-曹隘,class4,137.0,29.49,31.0,-1.51,133.45,23077.68,22932.3,,历史原始实测能耗,-145.38,real,class4,class4,82,82,strong,real_only,216.92,UP014_20240702_184325_R710,13.0,722.0
曹隘-柳隘,class4,113.0,27.59,29.0,-1.41,107.05,16043.16,21076.78,,历史原始实测能耗,5033.62,real,class4,class4,1,1,weak,real_only,216.82,UP014_20240702_184325_R710,13.0,723.0
