站间区间,选定等级,规划用时(s),停站时间(s),历史停站时间(s),停站偏差(s),历史用时(s),规划能耗(Wh),历史能耗(Wh),历史模型回放能耗(Wh),能耗对比基准,节能量(Wh),曲线来源,父等级,支持等级,真实样本数,父等级真实样本数,样本可靠性,规划阶段,MASS,全局趟次ID,历史segment,历史来源run_id
布政-张家潭,class3,115.0,29.93,30.0,-0.07,116.85,12947.95,13750.97,13409.24,历史原始实测能耗,803.02,real,class3,class3,80,80,strong,energy_first,215.24,UP016_20240703_061856_R803,15.0,803.0
张家潭-同德路,class1,141.0,29.99,30.0,-0.01,150.45,18108.33,18185.0,17323.36,历史原始实测能耗,76.67,extrapolated_adjacent,class2,class2,0,8,generated,energy_first,215.24,UP016_20240703_061856_R803,15.0,804.0
同德路-石碶,class3,109.0,33.98,34.0,-0.02,106.3,12861.48,15716.92,14988.62,历史原始实测能耗,2855.44,real,class3,class3,60,60,strong,energy_first,215.24,UP016_20240703_061856_R803,15.0,805.0
石碶-雅渡,class2,80.0,29.99,30.0,-0.01,82.05,11004.7,12186.85,11909.52,历史原始实测能耗,1182.15,real,class2,class2,38,38,strong,energy_first,215.24,UP016_20240703_061856_R803,15.0,806.0
雅渡-庙堰,class3,131.9,28.99,29.0,-0.01,129.65,19771.97,21895.47,20737.05,历史原始实测能耗,2123.5,real,class3,class3,67,67,strong,energy_first,215.24,UP016_20240703_061856_R803,15.0,807.0
庙堰-钟公庙,class3,96.0,29.99,30.0,-0.01,94.85,12523.56,16105.05,15637.81,历史原始实测能耗,3581.49,real,class3,class3,84,84,strong,energy_first,215.34,UP016_20240703_061856_R803,15.0,808.0
钟公庙-鄞州区政府,class3,90.0,38.98,39.0,-0.02,88.55,10040.08,13708.14,13242.61,历史原始实测能耗,3668.06,real,class3,class3,108,108,strong,energy_first,215.24,UP016_20240703_061856_R803,15.0,809.0
鄞州区政府-钱湖南路,class2,128.0,29.99,30.0,-0.01,127.85,18399.99,18579.11,17901.95,历史原始实测能耗,179.12,real,class2,class2,45,45,strong,energy_first,215.34,UP016_20240703_061856_R803,15.0,810.0
钱湖南路-南高教园区,class3,100.0,34.98,35.0,-0.02,96.65,13794.79,15190.01,15191.44,历史原始实测能耗,1395.22,real,class3,class3,63,63,strong,energy_first,215.24,UP016_20240703_061856_R803,15.0,811.0
南高教园区-下应路,class3,114.0,29.99,30.0,-0.01,110.65,18999.27,21268.07,21221.33,历史原始实测能耗,2268.8,real,class3,class3,63,63,strong,energy_first,215.34,UP016_20240703_061856_R803,15.0,812.0
下应路-大洋江,class2,101.0,29.99,30.0,-0.01,101.55,12992.81,13773.23,13004.86,历史原始实测能耗,780.42,real,class2,class2,41,41,strong,energy_first,215.44,UP016_20240703_061856_R803,15.0,813.0
大洋江-泗港,class3,92.0,29.99,30.0,-0.01,90.4,10552.87,11968.04,11632.8,历史原始实测能耗,1415.17,real,class3,class3,99,99,strong,energy_first,215.34,UP016_20240703_061856_R803,15.0,814.0
泗港-曹隘,class4,137.0,30.99,31.0,-0.01,134.85,24111.8,22999.06,23622.47,历史原始实测能耗,-1112.74,real,class4,class4,82,82,strong,energy_first,215.54,UP016_20240703_061856_R803,15.0,815.0
曹隘-柳隘,class2,106.0,30.99,31.0,-0.01,106.7,17932.56,20942.54,16844.6,历史原始实测能耗,3009.98,real,class2,class2,68,68,strong,energy_first,215.54,UP016_20240703_061856_R803,15.0,816.0
