站间区间,选定等级,规划用时(s),停站时间(s),历史停站时间(s),停站偏差(s),历史用时(s),规划能耗(Wh),历史能耗(Wh),历史模型回放能耗(Wh),能耗对比基准,节能量(Wh),曲线来源,父等级,支持等级,真实样本数,父等级真实样本数,样本可靠性,规划阶段,MASS,全局趟次ID,历史segment,历史来源run_id
柳隘-海晏北路,class3,92.0,43.98,44.0,-0.02,88.55,11444.4,14464.68,14455.05,历史原始实测能耗,3020.28,real,class3,class3,35,35,strong,energy_first,215.74,UP016_20240703_061856_R803,15.0,817.0
海晏北路-民安东路,class3,85.0,29.99,30.0,-0.01,84.1,13774.07,16239.62,14592.51,历史原始实测能耗,2465.55,real,class3,class3,41,41,strong,energy_first,216.14,UP016_20240703_061856_R803,15.0,818.0
民安东路-会展中心,class2,76.0,28.99,29.0,-0.01,77.05,15552.27,12197.02,11719.15,历史原始实测能耗,-3355.25,real,class2,class2,96,96,strong,energy_first,216.34,UP016_20240703_061856_R803,15.0,819.0
会展中心-院士路,class3,115.0,29.99,30.0,-0.01,115.3,14396.39,14910.67,14177.49,历史原始实测能耗,514.28,real,class3,class3,104,104,strong,energy_first,216.34,UP016_20240703_061856_R803,15.0,820.0
院士路-盎孟港,class3,91.0,29.99,30.0,-0.01,90.9,16570.41,19771.96,18377.91,历史原始实测能耗,3201.55,real,class3,class3,99,99,strong,energy_first,215.94,UP016_20240703_061856_R803,15.0,821.0
盎孟港-三官堂,class2,132.0,29.99,30.0,-0.01,130.35,17884.49,18260.11,17965.99,历史原始实测能耗,375.62,real,class2,class2,52,52,strong,energy_first,215.94,UP016_20240703_061856_R803,15.0,822.0
三官堂-兴庄路,class1,94.0,29.99,30.0,-0.01,98.15,13545.81,11816.74,12363.97,历史原始实测能耗,-1729.07,extrapolated_adjacent,class2,class2,0,46,generated,energy_first,215.74,UP016_20240703_061856_R803,15.0,823.0
兴庄路-兴海南路,class2,87.0,27.99,28.0,-0.01,88.45,16270.83,14634.53,13940.53,历史原始实测能耗,-1636.3,real,class2,class2,30,30,strong,energy_first,215.44,UP016_20240703_061856_R803,15.0,824.0
兴海南路-梅堰,class3,82.0,29.99,30.0,-0.01,81.0,11130.64,12779.81,12432.5,历史原始实测能耗,1649.17,real,class3,class3,73,73,strong,energy_first,215.54,UP016_20240703_061856_R803,15.0,825.0
梅堰-永茂路,class3,313.0,27.99,28.0,-0.01,314.8,30317.12,29676.87,29758.24,历史原始实测能耗,-640.25,real,class3,class3,20,20,strong,energy_first,215.74,UP016_20240703_061856_R803,10.0,826.0
永茂路-镇海大道,class2,141.0,26.99,27.0,-0.01,142.0,18116.79,17210.51,17402.78,历史原始实测能耗,-906.28,real,class2,class2,59,59,strong,energy_first,215.54,UP016_20240703_061856_R803,15.0,827.0
镇海大道-骆驼桥,class2,116.0,0.0,0.0,0.0,116.55,19925.7,20631.26,19833.73,历史原始实测能耗,705.56,real,class2,class2,101,101,strong,energy_first,215.34,UP016_20240703_061856_R803,15.0,828.0
--- 总计 ---,节能率: 5.90%,2964.9,774.6500000000001,775.0,-0.35,3739.55,412971.08,438862.24,423687.51,历史原始实测能耗,25891.16,,,,,,,energy_first,,,,
