站间区间,选定等级,规划用时(s),停站时间(s),历史停站时间(s),停站偏差(s),历史用时(s),规划能耗(Wh),历史能耗(Wh),历史模型回放能耗(Wh),能耗对比基准,节能量(Wh),曲线来源,父等级,支持等级,真实样本数,父等级真实样本数,样本可靠性,规划阶段,MASS,全局趟次ID,历史segment,历史来源run_id
布政-张家潭,class3,115.0,28.42,29.0,-0.58,114.5,12906.3,15917.85,15815.94,历史原始实测能耗,3011.55,real,class3,class3,80,80,strong,energy_first,215.34,UP062_20240715_081635_R3332,61.0,3332.0
张家潭-同德路,class1,141.0,28.42,29.0,-0.58,149.85,18325.86,18126.97,18164.44,历史原始实测能耗,-198.89,extrapolated_adjacent,class2,class2,0,8,generated,energy_first,215.64,UP062_20240715_081635_R3332,61.0,3333.0
同德路-石碶,class3,109.0,34.3,35.0,-0.7,105.45,13655.15,15324.22,15354.07,历史原始实测能耗,1669.07,real,class3,class3,60,60,strong,energy_first,217.72,UP062_20240715_081635_R3332,61.0,3334.0
石碶-雅渡,class2,80.0,29.4,30.0,-0.6,81.45,11030.85,12350.38,12173.24,历史原始实测能耗,1319.53,real,class2,class2,38,38,strong,energy_first,224.8,UP062_20240715_081635_R3332,61.0,3335.0
雅渡-庙堰,class3,131.9,28.44,29.0,-0.56,129.35,21315.8,22873.46,22199.45,历史原始实测能耗,1557.66,real,class3,class3,67,67,strong,energy_first,227.9,UP062_20240715_081635_R3332,61.0,3336.0
庙堰-钟公庙,class3,96.0,29.42,30.0,-0.58,94.55,13620.9,16641.92,16524.65,历史原始实测能耗,3021.02,real,class3,class3,84,84,strong,energy_first,229.5,UP062_20240715_081635_R3332,61.0,3337.0
钟公庙-鄞州区政府,class3,90.0,39.22,40.0,-0.78,88.75,11139.68,14394.53,14255.38,历史原始实测能耗,3254.85,real,class3,class3,108,108,strong,energy_first,231.1,UP062_20240715_081635_R3332,61.0,3338.0
鄞州区政府-钱湖南路,class2,128.0,29.42,30.0,-0.58,127.7,19523.17,19913.39,19562.84,历史原始实测能耗,390.22,real,class2,class2,45,45,strong,energy_first,224.5,UP062_20240715_081635_R3332,61.0,3339.0
钱湖南路-南高教园区,class3,100.0,34.32,35.0,-0.68,96.9,14310.99,16425.83,16156.29,历史原始实测能耗,2114.84,real,class3,class3,63,63,strong,energy_first,223.6,UP062_20240715_081635_R3332,61.0,3340.0
南高教园区-下应路,class2,110.0,30.4,31.0,-0.6,110.5,21802.05,21642.88,21343.51,历史原始实测能耗,-159.17,real,class2,class2,44,44,strong,energy_first,225.1,UP062_20240715_081635_R3332,61.0,3341.0
下应路-大洋江,class2,101.0,28.44,29.0,-0.56,101.65,14312.22,14145.74,14072.09,历史原始实测能耗,-166.48,real,class2,class2,41,41,strong,energy_first,226.59,UP062_20240715_081635_R3332,61.0,3342.0
大洋江-泗港,class3,92.0,29.42,30.0,-0.58,89.65,11268.7,12333.87,12099.51,历史原始实测能耗,1065.17,real,class3,class3,99,99,strong,energy_first,225.4,UP062_20240715_081635_R3332,61.0,3343.0
泗港-曹隘,class4,137.0,30.4,31.0,-0.6,134.9,23907.23,23333.34,23257.31,历史原始实测能耗,-573.89,real,class4,class4,82,82,strong,energy_first,224.8,UP062_20240715_081635_R3332,61.0,3344.0
曹隘-柳隘,class4,113.0,29.42,30.0,-0.58,106.8,16721.53,22065.71,21950.52,历史原始实测能耗,5344.18,real,class4,class4,1,1,weak,energy_first,228.3,UP062_20240715_081635_R3332,61.0,3345.0
柳隘-海晏北路,class3,92.0,48.05,49.0,-0.95,89.0,12159.76,15110.7,15192.2,历史原始实测能耗,2950.94,real,class3,class3,35,35,strong,energy_first,229.5,UP062_20240715_081635_R3332,61.0,3346.0
海晏北路-民安东路,class3,85.0,31.38,32.0,-0.62,83.7,15910.27,16508.07,16424.89,历史原始实测能耗,597.8,real,class3,class3,41,41,strong,energy_first,231.7,UP062_20240715_081635_R3332,61.0,3347.0
民安东路-会展中心,class4,83.0,29.42,30.0,-0.58,76.5,7286.76,12839.79,12828.58,历史原始实测能耗,5553.03,extrapolated_adjacent,class3,class3,0,8,generated,energy_first,222.83,UP062_20240715_081635_R3332,60.0,3348.0
会展中心-院士路,class3,115.0,28.44,29.0,-0.56,114.95,15169.15,14968.5,14895.68,历史原始实测能耗,-200.65,real,class3,class3,104,104,strong,energy_first,219.42,UP062_20240715_081635_R3332,60.0,3349.0
院士路-盎孟港,class3,91.0,28.44,29.0,-0.56,90.45,18004.24,18705.79,18647.59,历史原始实测能耗,701.55,real,class3,class3,99,99,strong,energy_first,217.42,UP062_20240715_081635_R3332,60.0,3350.0
