station_pair,class_name,status,reason,parent_ref,target_time_s,curve_csv,sim_time_s,peak_speed_kmh,total_dist_m
钟公庙-鄞州区政府,class1,overspeed,最终生成曲线最高速度为 115.128064 km/h，超过 80.0 km/h，删除该等级,class3,82.0,,,,
钟公庙-鄞州区政府,class2,generated,最终生成曲线后验检查通过，峰值 78.372340 km/h,class3,86.0,D:\energy_conservation\output\ato_generated_results_new_v3\钟公庙-鄞州区政府\class2_generated_curve.csv,86.0,78.3723,999.3788
钟公庙-鄞州区政府,class3,generated,最终生成曲线后验检查通过，峰值 63.824932 km/h,class3,90.0,D:\energy_conservation\output\ato_generated_results_new_v3\钟公庙-鄞州区政府\class3_generated_curve.csv,90.0,63.8249,1000.706
钟公庙-鄞州区政府,class4,generated,最终生成曲线后验检查通过，峰值 54.534577 km/h,class3,95.0,D:\energy_conservation\output\ato_generated_results_new_v3\钟公庙-鄞州区政府\class4_generated_curve.csv,95.0,54.5346,1000.1797
钟公庙-鄞州区政府,class5,generated,最终生成曲线后验检查通过，峰值 49.727515 km/h,class3,99.0,D:\energy_conservation\output\ato_generated_results_new_v3\钟公庙-鄞州区政府\class5_generated_curve.csv,99.0,49.7275,999.6508
