站间区间,趟次,segment,日期+服务号,服务号,车底号,方向,时段,开始时刻(s),结束时刻(s),历史运行时间(s),历史停站时间(s),历史累计用时含停站(s),区间距离(m),站间距(m),平均速度(km/h),最高速度(km/h),速度点平均(km/h),速度采样点数,巡航平均速度(km/h),巡航点数,P95速度(km/h),P99速度(km/h),历史实测能耗(Wh),平均重量(t),运行等级,是否晚上八点后,曲线质量标签,源文件
布政-张家潭,120,119,07/3073119,73119,5012,UP,工作日平峰,0.0,118.05,118.05,30.0,148.05,1451.56,1428.0,44.27,65.11,44.25,2362,63.59,1109,63.99,64.72,13783.32,215.24,4,0,0,data\data_processed_step2_v3_all_curve_quality\results_布政-张家潭.xlsx
张家潭-同德路,120,119,07/3073119,73119,5012,UP,工作日平峰,0.0,152.05,152.05,30.0,182.05,2054.37,2017.0,48.64,64.41,48.62,3042,63.65,1778,64.3,64.37,16947.41,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx
同德路-石碶,120,119,07/3073119,73119,5012,UP,工作日平峰,0.0,111.0,111.0,30.0,141.0,1352.43,1332.0,43.86,68.52,43.84,2221,67.41,892,67.73,68.25,13934.28,215.34,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx
石碶-雅渡,120,119,07/3073119,73119,5012,UP,工作日平峰,0.0,82.15,82.15,30.0,112.15,840.38,827.0,36.83,75.59,36.8,1644,73.56,164,74.08,75.49,12844.03,215.44,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_石碶-雅渡.xlsx
雅渡-庙堰,120,119,07/3073119,73119,5012,UP,工作日平峰,0.0,133.25,133.25,30.0,163.25,1890.79,1860.0,51.08,74.65,51.06,2666,73.5,1233,74.03,74.53,19942.14,215.44,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_雅渡-庙堰.xlsx
庙堰-钟公庙,120,119,07/3073119,73119,5012,UP,工作日平峰,0.0,96.75,96.75,30.0,126.75,1104.27,1086.0,41.09,69.61,41.07,1936,66.61,613,66.72,69.31,13430.97,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_庙堰-钟公庙.xlsx
钟公庙-鄞州区政府,120,119,07/3073119,73119,5012,UP,工作日平峰,0.0,91.2,91.2,30.0,121.2,999.85,984.0,39.47,68.9,39.45,1825,67.51,512,68.27,68.76,10723.6,215.64,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_钟公庙-鄞州区政府.xlsx
鄞州区政府-钱湖南路,120,119,07/3073119,73119,5012,UP,工作日平峰,0.0,133.15,133.15,30.0,163.15,1840.8,1811.0,49.77,71.18,49.75,2664,70.54,1292,71.02,71.09,16097.3,215.94,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_鄞州区政府-钱湖南路.xlsx
钱湖南路-南高教园区,120,119,07/3073119,73119,5012,UP,工作日平峰,0.0,101.25,101.25,30.0,131.25,1187.34,1155.0,42.22,70.54,42.2,2026,67.36,678,67.69,70.1,14214.01,215.94,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_钱湖南路-南高教园区.xlsx
南高教园区-下应路,120,119,07/3073119,73119,5012,UP,工作日平峰,0.0,114.8,114.8,30.0,144.8,1474.83,1452.0,46.25,71.82,46.23,2297,70.93,922,71.54,71.72,19618.41,215.94,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_南高教园区-下应路.xlsx
下应路-大洋江,120,119,07/3073119,73119,5012,UP,工作日平峰,0.0,106.25,106.25,30.0,136.25,1233.55,1214.0,41.8,64.41,41.78,2126,63.78,855,64.16,64.31,11900.88,215.94,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_下应路-大洋江.xlsx
大洋江-泗港,120,119,07/3073119,73119,5012,UP,工作日平峰,0.0,92.25,92.25,30.0,122.25,973.15,957.0,37.98,60.7,37.96,1846,59.65,667,60.27,60.56,11002.39,215.94,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_大洋江-泗港.xlsx
泗港-曹隘,120,119,07/3073119,73119,5012,UP,工作日低峰,0.0,135.25,135.25,30.0,165.25,1826.64,1798.0,48.62,78.63,48.6,2706,77.5,975,78.17,78.36,22685.91,215.24,4,0,0,data\data_processed_step2_v3_all_curve_quality\results_泗港-曹隘.xlsx
曹隘-柳隘,120,119,07/3073119,73119,5012,UP,工作日低峰,0.0,107.05,107.05,30.0,137.05,1327.18,1307.0,44.63,75.56,44.61,2142,73.92,506,75.09,75.38,20022.26,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_曹隘-柳隘.xlsx
柳隘-海晏北路,120,119,07/3073119,73119,5012,UP,工作日低峰,0.0,88.75,88.75,30.0,118.75,996.5,980.0,40.42,74.4,40.4,1776,72.78,397,73.76,74.26,13159.54,215.24,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_柳隘-海晏北路.xlsx
海晏北路-民安东路,120,119,07/3073119,73119,5012,UP,工作日低峰,0.0,84.55,84.55,30.0,114.55,878.11,865.0,37.39,73.34,37.37,1692,71.06,163,71.26,73.28,15202.79,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_海晏北路-民安东路.xlsx
民安东路-会展中心,120,119,07/3073119,73119,5012,UP,工作日高峰,0.0,76.45,76.45,30.0,106.45,737.12,724.0,34.71,67.83,34.69,1530,65.99,248,66.31,67.7,13097.97,237.4,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_民安东路-会展中心.xlsx
会展中心-院士路,120,119,07/3073119,73119,5012,UP,工作日高峰,0.0,115.4,115.4,30.0,145.4,1576.31,1562.0,49.17,78.47,49.15,2309,77.72,843,78.28,78.4,15865.35,229.9,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_会展中心-院士路.xlsx
院士路-盎孟港,120,119,07/3073119,73119,5012,UP,工作日高峰,0.0,89.65,89.65,30.0,119.65,1010.67,994.0,40.58,78.43,40.56,1794,76.52,244,78.19,78.4,19183.47,223.3,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_院士路-盎孟港.xlsx
盎孟港-三官堂,120,119,07/3073119,73119,5012,UP,工作日高峰,0.0,131.35,131.35,30.0,161.35,1907.51,1877.0,52.28,77.8,52.26,2628,76.85,1148,77.24,77.64,18050.37,217.32,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_盎孟港-三官堂.xlsx
三官堂-兴庄路,120,119,07/3073119,73119,5012,UP,工作日高峰,0.0,98.5,98.5,30.0,128.5,1097.97,1081.0,40.13,63.33,40.11,1971,62.64,707,63.23,63.3,11547.18,215.84,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_三官堂-兴庄路.xlsx
兴庄路-兴海南路,120,119,07/3073119,73119,5012,UP,工作日高峰,0.0,89.4,89.4,30.0,119.4,974.27,958.0,39.23,70.65,39.21,1789,69.48,413,70.35,70.58,13605.74,215.74,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_兴庄路-兴海南路.xlsx
永茂路-镇海大道,120,119,07/3073119,73119,5012,UP,工作日高峰,0.0,143.0,143.0,30.0,173.0,2165.96,2131.0,54.53,78.37,54.51,2861,77.9,1346,78.24,78.29,17785.22,215.54,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_永茂路-镇海大道.xlsx
镇海大道-骆驼桥,120,119,07/3073119,73119,5012,UP,工作日高峰,0.0,117.65,117.65,0.0,117.65,1621.23,1593.0,49.61,78.46,49.59,2354,77.95,874,78.39,78.42,20235.95,215.34,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_镇海大道-骆驼桥.xlsx
--- 总计 ---,,,,,,,,,,2609.15,690.0,3299.15,32522.79,31993.0,44.87,78.63,,,,,,,374880.49,...,,,,
