run_id,travel_time_raw_real_s,travel_time_generated_s,rmse_speed_mps,mae_speed_mps,corr_speed_shape,peak_speed_real_mps,peak_speed_generated_mps,peak_speed_gap_mps
07/0850704|50704|5012|UP,88.25,87.95,1.133021,0.687464,0.9797,21.894497,21.162785,-0.731713
07/0850712|50712|5012|UP,87.55,87.95,0.749911,0.465066,0.991652,21.877698,21.162785,-0.714913
07/0850714|50714|5012|UP,88.45,87.95,0.995581,0.581807,0.98337,21.883333,21.162785,-0.720549
07/0951902|51902|5012|UP,87.55,87.95,0.807521,0.498766,0.989834,21.902778,21.162785,-0.739993
07/0951904|51904|5012|UP,87.8,87.95,0.758245,0.46273,0.990763,21.914902,21.162785,-0.752117
07/0951912|51912|5012|UP,87.7,87.95,0.856453,0.513197,0.988612,21.911111,21.162785,-0.748327
07/1050304|50304|5012|UP,87.95,87.95,0.847739,0.511602,0.98833,21.865112,21.162785,-0.702328
07/1053002|53002|5012|UP,88.05,87.95,0.755274,0.453105,0.990805,21.792152,21.162785,-0.629367
07/1251004|51004|5012|UP,87.75,87.95,0.781258,0.482955,0.990604,21.894444,21.162785,-0.73166
07/1251012|51012|5012|UP,87.7,87.95,0.646259,0.415061,0.993926,21.897138,21.162785,-0.734353
