trip_no,section_index,站间区间,区间载重(t),全局趟次ID,历史segment,历史来源run_id,OT 历史区间里程(km),OT 历史机械能(kWh),OT 标准 DP区间里程(km),OT 标准 DP机械能(kWh),OT 停站宽松 5% DP区间里程(km),OT 停站宽松 5% DP机械能(kWh),OT Energy First DP区间里程(km),OT Energy First DP机械能(kWh),真实历史区间里程(km),真实历史能耗(kWh),标准 DP vs OpenTrack 历史图像路径,停站宽松 5% DP vs OpenTrack 历史图像路径,Energy First DP vs OpenTrack 历史图像路径,四源总览图像路径,OpenTrack历史 vs 真实历史图像路径
42,1,布政-张家潭,215.24,UP042_20240708_073251_R2252,41.0,2252.0,1.428,12.98586111,1.428,13.42766667,1.428,13.42766667,1.428,13.42766667,1.450642,13.47085151,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip042\section_energy_distance\01_standard_dp_vs_ot_history\01_布政-张家潭_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip042\section_energy_distance\02_dwell5_dp_vs_ot_history\01_布政-张家潭_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip042\section_energy_distance\03_energy_first_vs_ot_history\01_布政-张家潭_energy_distance.png,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip042\section_energy_distance\04_ot_history_vs_real_history\01_布政-张家潭_energy_distance.png
42,2,张家潭-同德路,215.94,UP042_20240708_073251_R2252,41.0,2253.0,2.017,16.58805556,2.017,16.61519444,2.017,16.61519444,2.017,18.08505556,2.053639,17.56423647,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip042\section_energy_distance\01_standard_dp_vs_ot_history\02_张家潭-同德路_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip042\section_energy_distance\02_dwell5_dp_vs_ot_history\02_张家潭-同德路_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip042\section_energy_distance\03_energy_first_vs_ot_history\02_张家潭-同德路_energy_distance.png,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip042\section_energy_distance\04_ot_history_vs_real_history\02_张家潭-同德路_energy_distance.png
42,3,同德路-石碶,216.42,UP042_20240708_073251_R2252,41.0,2254.0,1.331,13.75933333,1.331,12.99797222,1.331,12.99797222,1.331,12.99794444,1.352436,16.32833111,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip042\section_energy_distance\01_standard_dp_vs_ot_history\03_同德路-石碶_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip042\section_energy_distance\02_dwell5_dp_vs_ot_history\03_同德路-石碶_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip042\section_energy_distance\03_energy_first_vs_ot_history\03_同德路-石碶_energy_distance.png,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip042\section_energy_distance\04_ot_history_vs_real_history\03_同德路-石碶_energy_distance.png
42,4,石碶-雅渡,220.6,UP042_20240708_073251_R2252,41.0,2255.0,0.827,12.18016667,0.827,10.35902778,0.827,10.35902778,0.827,10.35905556,0.840326,12.34062544,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip042\section_energy_distance\01_standard_dp_vs_ot_history\04_石碶-雅渡_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip042\section_energy_distance\02_dwell5_dp_vs_ot_history\04_石碶-雅渡_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip042\section_energy_distance\03_energy_first_vs_ot_history\04_石碶-雅渡_energy_distance.png,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip042\section_energy_distance\04_ot_history_vs_real_history\04_石碶-雅渡_energy_distance.png
42,5,雅渡-庙堰,222.3,UP042_20240708_073251_R2252,41.0,2256.0,1.86,20.87336111,1.86,22.46880556,1.86,22.46880556,1.86,22.46875,1.889598,20.80437156,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip042\section_energy_distance\01_standard_dp_vs_ot_history\05_雅渡-庙堰_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip042\section_energy_distance\02_dwell5_dp_vs_ot_history\05_雅渡-庙堰_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip042\section_energy_distance\03_energy_first_vs_ot_history\05_雅渡-庙堰_energy_distance.png,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip042\section_energy_distance\04_ot_history_vs_real_history\05_雅渡-庙堰_energy_distance.png
42,6,庙堰-钟公庙,225.9,UP042_20240708_073251_R2252,41.0,2257.0,1.086,14.39408333,1.086,13.52516667,1.086,13.52516667,1.086,13.52516667,1.103863,17.13211791,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip042\section_energy_distance\01_standard_dp_vs_ot_history\06_庙堰-钟公庙_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip042\section_energy_distance\02_dwell5_dp_vs_ot_history\06_庙堰-钟公庙_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip042\section_energy_distance\03_energy_first_vs_ot_history\06_庙堰-钟公庙_energy_distance.png,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip042\section_energy_distance\04_ot_history_vs_real_history\06_庙堰-钟公庙_energy_distance.png
42,7,钟公庙-鄞州区政府,228.2,UP042_20240708_073251_R2252,41.0,2258.0,0.984,12.50322222,0.984,11.77027778,0.984,8.98847222,0.984,11.77030556,0.999149,12.50812539,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip042\section_energy_distance\01_standard_dp_vs_ot_history\07_钟公庙-鄞州区政府_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip042\section_energy_distance\02_dwell5_dp_vs_ot_history\07_钟公庙-鄞州区政府_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip042\section_energy_distance\03_energy_first_vs_ot_history\07_钟公庙-鄞州区政府_energy_distance.png,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip042\section_energy_distance\04_ot_history_vs_real_history\07_钟公庙-鄞州区政府_energy_distance.png
42,8,鄞州区政府-钱湖南路,231.4,UP042_20240708_073251_R2252,41.0,2259.0,1.811,17.72511111,1.811,18.46886111,1.811,16.773,1.811,18.46886111,1.839785,19.60978784,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip042\section_energy_distance\01_standard_dp_vs_ot_history\08_鄞州区政府-钱湖南路_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip042\section_energy_distance\02_dwell5_dp_vs_ot_history\08_鄞州区政府-钱湖南路_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip042\section_energy_distance\03_energy_first_vs_ot_history\08_鄞州区政府-钱湖南路_energy_distance.png,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip042\section_energy_distance\04_ot_history_vs_real_history\08_鄞州区政府-钱湖南路_energy_distance.png
42,9,钱湖南路-南高教园区,233.6,UP042_20240708_073251_R2252,41.0,2260.0,1.155,16.19513889,1.155,14.8325,1.155,14.83252778,1.155,14.8325,1.187124,17.20606822,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip042\section_energy_distance\01_standard_dp_vs_ot_history\09_钱湖南路-南高教园区_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip042\section_energy_distance\02_dwell5_dp_vs_ot_history\09_钱湖南路-南高教园区_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip042\section_energy_distance\03_energy_first_vs_ot_history\09_钱湖南路-南高教园区_energy_distance.png,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip042\section_energy_distance\04_ot_history_vs_real_history\09_钱湖南路-南高教园区_energy_distance.png
42,10,南高教园区-下应路,236.7,UP042_20240708_073251_R2252,41.0,2261.0,1.452,21.04252778,1.452,21.08194444,1.452,18.95311111,1.452,21.08194444,1.47371,23.05488468,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip042\section_energy_distance\01_standard_dp_vs_ot_history\10_南高教园区-下应路_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip042\section_energy_distance\02_dwell5_dp_vs_ot_history\10_南高教园区-下应路_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip042\section_energy_distance\03_energy_first_vs_ot_history\10_南高教园区-下应路_energy_distance.png,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip042\section_energy_distance\04_ot_history_vs_real_history\10_南高教园区-下应路_energy_distance.png
