站间区间,趟次,segment,日期+服务号,服务号,车底号,方向,时段,开始时刻(s),结束时刻(s),历史运行时间(s),历史停站时间(s),历史累计用时含停站(s),区间距离(m),站间距(m),平均速度(km/h),最高速度(km/h),速度点平均(km/h),速度采样点数,巡航平均速度(km/h),巡航点数,P95速度(km/h),P99速度(km/h),历史实测能耗(Wh),平均重量(t),运行等级,是否晚上八点后,曲线质量标签,源文件
布政-张家潭,81,80,07/1871880,71880,5014,UP,工作日低峰,0.0,116.65,116.65,30.0,146.65,1429.78,1428.0,44.13,65.64,44.11,2334,64.04,1052,64.56,65.44,13460.45,215.34,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_布政-张家潭.xlsx
张家潭-同德路,81,80,07/1871880,71880,5014,UP,工作日低峰,0.0,151.65,151.65,30.0,181.65,2020.97,2017.0,47.98,64.29,47.96,3034,62.8,1763,63.77,63.97,17076.61,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx
同德路-石碶,81,80,07/1871880,71880,5014,UP,工作日低峰,0.0,109.8,109.8,30.0,139.8,1330.48,1332.0,43.62,66.78,43.6,2197,65.29,899,65.92,66.59,12402.28,215.54,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx
石碶-雅渡,81,80,07/1871880,71880,5014,UP,工作日低峰,0.0,83.3,83.3,30.0,113.3,827.41,827.0,35.76,70.26,35.74,1667,68.16,159,68.27,70.18,13159.27,215.94,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_石碶-雅渡.xlsx
雅渡-庙堰,81,80,07/1871880,71880,5014,UP,工作日低峰,0.0,130.35,130.35,30.0,160.35,1861.14,1860.0,51.4,76.99,51.38,2608,75.28,1109,75.74,76.7,21172.54,216.14,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_雅渡-庙堰.xlsx
庙堰-钟公庙,81,80,07/1871880,71880,5014,UP,工作日低峰,0.0,95.4,95.4,30.0,125.4,1087.76,1086.0,41.05,70.94,41.03,1909,68.1,544,68.53,70.77,13137.43,216.04,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_庙堰-钟公庙.xlsx
钟公庙-鄞州区政府,81,80,07/1871880,71880,5014,UP,工作日低峰,0.0,90.7,90.7,30.0,120.7,985.11,984.0,39.1,67.61,39.08,1815,66.74,510,67.4,67.56,10489.87,216.14,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_钟公庙-鄞州区政府.xlsx
鄞州区政府-钱湖南路,81,80,07/1871880,71880,5014,UP,工作日低峰,0.0,131.15,131.15,30.0,161.15,1812.2,1811.0,49.74,71.91,49.72,2624,70.82,1265,71.49,71.74,17779.24,215.74,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_鄞州区政府-钱湖南路.xlsx
钱湖南路-南高教园区,81,80,07/1871880,71880,5014,UP,工作日低峰,0.0,100.6,100.6,30.0,130.6,1169.28,1155.0,41.84,68.75,41.82,2013,66.59,715,67.08,68.38,14158.41,215.74,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_钱湖南路-南高教园区.xlsx
南高教园区-下应路,81,80,07/1871880,71880,5014,UP,工作日低峰,0.0,113.85,113.85,30.0,143.85,1452.83,1452.0,45.94,71.61,45.92,2278,70.47,896,71.25,71.44,18655.5,215.64,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_南高教园区-下应路.xlsx
下应路-大洋江,81,80,07/1871880,71880,5014,UP,工作日低峰,0.0,106.4,106.4,30.0,136.4,1214.1,1214.0,41.08,62.28,41.06,2129,61.37,903,61.99,62.17,11282.2,215.64,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_下应路-大洋江.xlsx
