station_pair,class_name,status,reason,target_time_s,sim_time_s,time_error_s,lambda,theta,direction,peak_speed_kmh,total_dist_m,dist_error_m,T_acc_new_s,T_mid_new_s,T_br_new_s,curve_csv,class2_compare_status,class2_compare_message,class2_real_sample_count,class2_compare_metrics_csv,class2_compare_speed_distance_png,class2_compare_speed_time_png,class2_compare_mean_rmse_speed_mps,class2_compare_mean_mae_speed_mps,class2_compare_mean_corr_speed_shape
钟公庙-鄞州区政府,class1,overspeed,最终生成曲线最高速度为 116.576116 km/h，超过 80.0 km/h，删除该等级,82.0,,,,,,116.5761,,0.0,,,,,no_real_runs,未找到真实 class2 样本，跳过对比,0,,,,,,
钟公庙-鄞州区政府,class2,generated,最终生成曲线后验检查通过，峰值 78.235618 km/h,86.0,86.05,0.05,1.025238,0.134529,1.0,78.2356,999.3788,-0.0,30.1933,17.9754,37.8313,D:\energy_conservation\output\ato_generated_results_new\钟公庙-鄞州区政府\class2_generated_curve.csv,no_real_runs,未找到真实 class2 样本，跳过对比,0,,,,,,
钟公庙-鄞州区政府,class3,generated,最终生成曲线后验检查通过，峰值 63.529181 km/h,90.0,90.0,0.0,0.942899,1.0,-1.0,63.5292,1000.7437,1.3649,27.7684,27.4386,34.793,D:\energy_conservation\output\ato_generated_results_new\钟公庙-鄞州区政府\class3_generated_curve.csv,no_real_runs,未找到真实 class2 样本，跳过对比,0,,,,,,
钟公庙-鄞州区政府,class4,generated,最终生成曲线后验检查通过，峰值 54.321048 km/h,95.0,95.0,0.0,0.806198,1.0,-1.0,54.321,1000.1369,0.7582,23.7425,41.5088,29.7487,D:\energy_conservation\output\ato_generated_results_new\钟公庙-鄞州区政府\class4_generated_curve.csv,no_real_runs,未找到真实 class2 样本，跳过对比,0,,,,,,
钟公庙-鄞州区政府,class5,generated,最终生成曲线后验检查通过，峰值 49.554406 km/h,99.0,99.0,0.0,0.73546,1.0,-1.0,49.5544,999.8966,0.5179,21.6593,50.2023,27.1385,D:\energy_conservation\output\ato_generated_results_new\钟公庙-鄞州区政府\class5_generated_curve.csv,no_real_runs,未找到真实 class2 样本，跳过对比,0,,,,,,
