trip_no,comparison,section_index,站间区间,区间载重(t),载重来源,全局趟次ID,历史segment,历史来源run_id,归一化区间里程(km),载重里程(t·km),规划OT区间里程(km),历史OT区间里程(km),规划OT区间机械能(kWh),历史OT区间机械能(kWh),规划单位能耗[kWh/(t·km)],历史单位能耗[kWh/(t·km)],区间节能率(%)
14,standard_dp,1,布政-张家潭,215.24,traceable_standard_plan_MASS,UP014_20240702_184325_R710,13.0,710.0,1.42814,307.392854,1.428,1.428,13.42766667,14.68580556,0.0436824295,0.0477753643,8.56704
14,standard_dp,2,张家潭-同德路,215.24,traceable_standard_plan_MASS,UP014_20240702_184325_R710,13.0,711.0,2.02009,434.804172,2.017,2.017,18.08505556,17.10027778,0.041593565,0.0393286884,-5.758841
14,standard_dp,3,同德路-石碶,215.24,traceable_standard_plan_MASS,UP014_20240702_184325_R710,13.0,712.0,1.33127,286.542555,1.331,1.331,12.97044444,14.44780556,0.045265334,0.0504211515,10.225505
14,standard_dp,4,石碶-雅渡,215.54,traceable_standard_plan_MASS,UP014_20240702_184325_R710,13.0,713.0,0.82735,178.327019,0.827,0.827,10.29733333,12.10766667,0.0577441006,0.067895862,14.951959
14,standard_dp,5,雅渡-庙堰,215.54,traceable_standard_plan_MASS,UP014_20240702_184325_R710,13.0,714.0,1.85998,400.900089,1.86,1.86,21.62358333,20.99691667,0.0539375867,0.0523744375,-2.984565
14,standard_dp,6,庙堰-钟公庙,215.74,traceable_standard_plan_MASS,UP014_20240702_184325_R710,13.0,715.0,1.08711,234.533111,1.086,1.086,12.77522222,14.10955556,0.0544708683,0.0601601858,9.456948
14,standard_dp,7,钟公庙-鄞州区政府,215.54,traceable_standard_plan_MASS,UP014_20240702_184325_R710,13.0,716.0,0.98465,212.231461,0.984,0.984,11.00116667,13.13836111,0.0518357015,0.0619058129,16.266827
14,standard_dp,8,鄞州区政府-钱湖南路,216.62,traceable_standard_plan_MASS,UP014_20240702_184325_R710,13.0,717.0,1.81199,392.513274,1.811,1.811,17.15513889,17.0425,0.0437058822,0.0434189138,-0.660929
14,standard_dp,9,钱湖南路-南高教园区,216.82,traceable_standard_plan_MASS,UP014_20240702_184325_R710,13.0,718.0,1.16912,253.488598,1.155,1.155,13.72805556,14.94280556,0.0541565011,0.0589486298,8.12933
14,standard_dp,10,南高教园区-下应路,217.02,traceable_standard_plan_MASS,UP014_20240702_184325_R710,13.0,719.0,1.45209,315.132572,1.452,1.452,19.39905556,18.62597222,0.0615583957,0.0591051954,-4.150566
14,standard_dp,11,下应路-大洋江,216.74,traceable_standard_plan_MASS,UP014_20240702_184325_R710,13.0,720.0,1.21394,263.109356,1.214,1.214,12.63658333,12.88677778,0.0480278753,0.0489787896,1.941482
14,standard_dp,12,大洋江-泗港,216.94,traceable_standard_plan_MASS,UP014_20240702_184325_R710,13.0,721.0,0.95863,207.965192,0.958,0.958,10.96347222,12.32363889,0.0527178231,0.0592581805,11.037054
14,standard_dp,13,泗港-曹隘,216.92,traceable_standard_plan_MASS,UP014_20240702_184325_R710,13.0,722.0,1.79885,390.206542,1.798,1.798,22.61791667,23.53911111,0.0579639607,0.0603247475,3.913463
14,standard_dp,14,曹隘-柳隘,216.82,traceable_standard_plan_MASS,UP014_20240702_184325_R710,13.0,723.0,1.30648,283.270994,1.308,1.308,22.59508333,20.65036111,0.079764903,0.072899667,-9.417376
14,standard_dp,15,柳隘-海晏北路,216.94,traceable_standard_plan_MASS,UP014_20240702_184325_R710,13.0,724.0,0.98081,212.776921,0.98,0.98,11.54325,14.02488889,0.0542504794,0.0659135812,17.694535
14,standard_dp,16,海晏北路-民安东路,218.22,traceable_standard_plan_MASS,UP014_20240702_184325_R710,13.0,725.0,0.86519,188.801762,0.866,0.866,13.56022222,15.02077778,0.0718225407,0.0795584619,9.723568
