站间区间,趟次,segment,日期+服务号,服务号,车底号,方向,时段,开始时刻(s),结束时刻(s),历史运行时间(s),历史停站时间(s),历史累计用时含停站(s),区间距离(m),站间距(m),平均速度(km/h),最高速度(km/h),速度点平均(km/h),速度采样点数,巡航平均速度(km/h),巡航点数,P95速度(km/h),P99速度(km/h),历史实测能耗(Wh),平均重量(t),运行等级,是否晚上八点后,曲线质量标签,源文件
布政-张家潭,115,114,07/2973014,73014,5012,UP,工作日平峰,0.0,119.75,119.75,30.0,149.75,1451.12,1428.0,43.62,63.11,43.61,2396,61.36,1189,61.89,62.87,13236.67,215.24,4,0,0,data\data_processed_step2_v3_all_curve_quality\results_布政-张家潭.xlsx
张家潭-同德路,115,114,07/2973014,73014,5012,UP,工作日平峰,0.0,151.7,151.7,30.0,181.7,2054.1,2017.0,48.75,65.04,48.73,3035,63.78,1794,64.83,64.94,17542.68,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx
同德路-石碶,115,114,07/2973014,73014,5012,UP,工作日平峰,0.0,109.05,109.05,30.0,139.05,1352.15,1332.0,44.64,70.51,44.62,2182,69.01,855,69.46,70.33,14068.53,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx
石碶-雅渡,115,114,07/2973014,73014,5012,UP,工作日平峰,0.0,78.5,78.5,30.0,108.5,840.42,827.0,38.54,76.85,38.52,1571,73.33,201,74.06,76.59,12991.38,215.44,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_石碶-雅渡.xlsx
雅渡-庙堰,115,114,07/2973014,73014,5012,UP,工作日平峰,0.0,136.2,136.2,30.0,166.2,1890.34,1860.0,49.96,71.62,49.95,2725,69.2,1395,69.74,71.35,19755.26,215.44,4,0,0,data\data_processed_step2_v3_all_curve_quality\results_雅渡-庙堰.xlsx
庙堰-钟公庙,115,114,07/2973014,73014,5012,UP,工作日平峰,0.0,96.2,96.2,30.0,126.2,1104.02,1086.0,41.31,70.31,41.29,1925,66.76,609,67.11,70.0,13371.83,215.34,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_庙堰-钟公庙.xlsx
钟公庙-鄞州区政府,115,114,07/2973014,73014,5012,UP,工作日平峰,0.0,91.55,91.55,30.0,121.55,999.46,984.0,39.3,67.08,39.28,1832,64.62,568,64.86,66.91,9788.91,215.54,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_钟公庙-鄞州区政府.xlsx
鄞州区政府-钱湖南路,115,114,07/2973014,73014,5012,UP,工作日平峰,0.0,133.85,133.85,30.0,163.85,1839.53,1811.0,49.48,70.25,49.46,2678,69.5,1346,70.05,70.21,17132.44,215.74,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_鄞州区政府-钱湖南路.xlsx
钱湖南路-南高教园区,115,114,07/2973014,73014,5012,UP,工作日平峰,0.0,101.7,101.7,30.0,131.7,1187.31,1155.0,42.03,66.26,42.01,2035,65.39,782,66.12,66.22,13112.2,215.54,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_钱湖南路-南高教园区.xlsx
南高教园区-下应路,115,114,07/2973014,73014,5012,UP,工作日平峰,0.0,114.85,114.85,30.0,144.85,1474.29,1452.0,46.21,72.43,46.19,2298,70.02,891,70.4,71.94,18518.34,215.64,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_南高教园区-下应路.xlsx
