run_id,travel_time_raw_real_s,travel_time_generated_s,rmse_speed_mps,mae_speed_mps,corr_speed_shape,peak_speed_real_mps,peak_speed_generated_mps,peak_speed_gap_mps
07/0850704|50704|5012|UP,131.2,129.0,0.74599,0.622794,0.996532,20.527778,21.335323,0.807545
07/0850712|50712|5012|UP,127.5,129.0,0.444842,0.3821,0.998854,21.754877,21.335323,-0.419554
07/0850714|50714|5012|UP,131.45,129.0,0.778409,0.65641,0.996799,20.47914,21.335323,0.856183
07/0951902|51902|5012|UP,131.15,129.0,0.798993,0.677731,0.995934,20.427778,21.335323,0.907545
07/0951904|51904|5012|UP,131.1,129.0,0.770062,0.648273,0.996724,20.509652,21.335323,0.825671
07/0951912|51912|5012|UP,130.65,129.0,0.694413,0.585723,0.99573,21.025,21.335323,0.310323
07/1050503|50503|5012|UP,129.75,129.0,0.265512,0.220386,0.999273,21.224713,21.335323,0.11061
07/1053002|53002|5012|UP,127.5,129.0,0.582731,0.473924,0.996795,21.830556,21.335323,-0.495233
07/1251004|51004|5012|UP,127.05,129.0,0.646272,0.530288,0.996925,21.937805,21.335323,-0.602482
07/1251012|51012|5012|UP,127.05,129.0,0.642024,0.525513,0.99695,21.941241,21.335323,-0.605918
