站间区间,趟次,segment,日期+服务号,服务号,车底号,方向,时段,开始时刻(s),结束时刻(s),历史运行时间(s),历史停站时间(s),历史累计用时含停站(s),区间距离(m),站间距(m),平均速度(km/h),最高速度(km/h),速度点平均(km/h),速度采样点数,巡航平均速度(km/h),巡航点数,P95速度(km/h),P99速度(km/h),历史实测能耗(Wh),平均重量(t),运行等级,是否晚上八点后,曲线质量标签,源文件
布政-张家潭,109,108,07/2872908,72908,5012,UP,双休日低峰,0.0,118.65,118.65,30.0,148.65,1451.38,1428.0,44.04,65.45,44.02,2374,63.57,1125,64.08,65.17,14104.77,215.24,4,0,0,data\data_processed_step2_v3_all_curve_quality\results_布政-张家潭.xlsx
张家潭-同德路,109,108,07/2872908,72908,5012,UP,双休日低峰,0.0,150.45,150.45,30.0,180.45,2054.57,2017.0,49.16,66.32,49.15,3010,64.47,1766,65.46,65.97,17937.34,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx
同德路-石碶,109,108,07/2872908,72908,5012,UP,双休日低峰,0.0,110.9,110.9,30.0,140.9,1352.29,1332.0,43.9,66.86,43.88,2219,65.93,912,66.6,66.74,11748.73,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx
石碶-雅渡,109,108,07/2872908,72908,5012,UP,双休日低峰,0.0,85.05,85.05,30.0,115.05,840.36,827.0,35.57,65.55,35.55,1702,62.57,435,62.84,65.26,11590.33,215.74,4,0,0,data\data_processed_step2_v3_all_curve_quality\results_石碶-雅渡.xlsx
雅渡-庙堰,109,108,07/2872908,72908,5012,UP,双休日低峰,0.0,132.25,132.25,30.0,162.25,1890.26,1860.0,51.46,76.29,51.44,2646,74.71,1193,75.29,76.14,20382.16,215.84,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_雅渡-庙堰.xlsx
庙堰-钟公庙,109,108,07/2872908,72908,5012,UP,双休日低峰,0.0,96.1,96.1,30.0,126.1,1103.86,1086.0,41.35,69.9,41.33,1923,66.72,585,66.75,69.76,12827.51,216.14,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_庙堰-钟公庙.xlsx
钟公庙-鄞州区政府,109,108,07/2872908,72908,5012,UP,双休日低峰,0.0,91.25,91.25,30.0,121.25,999.87,984.0,39.45,67.98,39.43,1826,65.09,544,65.11,67.79,9960.61,216.44,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_钟公庙-鄞州区政府.xlsx
鄞州区政府-钱湖南路,109,108,07/2872908,72908,5012,UP,双休日低峰,0.0,131.85,131.85,30.0,161.85,1840.57,1811.0,50.25,72.72,50.24,2638,71.8,1270,72.3,72.51,17720.56,216.92,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_鄞州区政府-钱湖南路.xlsx
钱湖南路-南高教园区,109,108,07/2872908,72908,5012,UP,双休日低峰,0.0,101.2,101.2,30.0,131.2,1187.3,1155.0,42.24,66.69,42.21,2025,65.6,776,66.37,66.65,13220.4,217.22,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_钱湖南路-南高教园区.xlsx
南高教园区-下应路,109,108,07/2872908,72908,5012,UP,双休日平峰,0.0,115.65,115.65,30.0,145.65,1474.19,1452.0,45.89,69.51,45.87,2314,68.72,954,69.32,69.42,17543.34,215.84,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_南高教园区-下应路.xlsx
下应路-大洋江,109,108,07/2872908,72908,5012,UP,双休日平峰,0.0,106.65,106.65,30.0,136.65,1233.47,1214.0,41.64,63.1,41.62,2134,62.39,859,62.94,63.02,11074.24,216.04,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_下应路-大洋江.xlsx
大洋江-泗港,109,108,07/2872908,72908,5012,UP,双休日平峰,0.0,92.9,92.9,30.0,122.9,972.67,957.0,37.69,58.96,37.67,1859,58.02,713,58.67,58.87,10705.38,215.84,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_大洋江-泗港.xlsx
泗港-曹隘,109,108,07/2872908,72908,5012,UP,双休日低峰,0.0,135.1,135.1,30.0,165.1,1827.22,1798.0,48.69,78.97,48.67,2703,78.14,828,78.66,78.83,22815.8,217.14,4,0,0,data\data_processed_step2_v3_all_curve_quality\results_泗港-曹隘.xlsx
曹隘-柳隘,109,108,07/2872908,72908,5012,UP,双休日低峰,0.0,106.3,106.3,30.0,136.3,1328.2,1307.0,44.98,77.12,44.96,2127,74.74,460,75.69,76.9,21074.49,217.44,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_曹隘-柳隘.xlsx
柳隘-海晏北路,109,108,07/2872908,72908,5012,UP,双休日低峰,0.0,90.2,90.2,30.0,120.2,995.71,980.0,39.74,67.66,39.72,1805,66.8,525,67.44,67.6,11423.93,217.92,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_柳隘-海晏北路.xlsx
海晏北路-民安东路,109,108,07/2872908,72908,5012,UP,双休日低峰,0.0,83.95,83.95,30.0,113.95,878.19,865.0,37.66,74.23,37.64,1680,72.47,217,73.82,74.2,15879.33,219.62,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_海晏北路-民安东路.xlsx
民安东路-会展中心,109,108,07/2872908,72908,5012,UP,双休日低峰,0.0,76.6,76.6,30.0,106.6,736.96,724.0,34.64,69.06,34.61,1533,67.36,201,68.42,68.96,12424.04,218.22,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_民安东路-会展中心.xlsx
会展中心-院士路,109,108,07/2872908,72908,5012,UP,双休日低峰,0.0,115.95,115.95,30.0,145.95,1576.77,1562.0,48.96,77.94,48.93,2320,76.03,889,76.52,77.63,15433.68,218.12,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_会展中心-院士路.xlsx
院士路-盎孟港,109,108,07/2872908,72908,5012,UP,双休日低峰,0.0,91.4,91.4,30.0,121.4,1010.65,994.0,39.81,77.29,39.79,1829,75.05,181,75.33,77.17,19518.03,217.62,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_院士路-盎孟港.xlsx
盎孟港-三官堂,109,108,07/2872908,72908,5012,UP,双休日低峰,0.0,140.35,140.35,30.0,170.35,1907.02,1877.0,48.92,68.3,48.9,2808,67.07,1509,67.39,68.03,18090.86,217.32,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_盎孟港-三官堂.xlsx
三官堂-兴庄路,109,108,07/2872908,72908,5012,UP,双休日低峰,0.0,104.1,104.1,30.0,134.1,1097.39,1081.0,37.95,55.28,37.93,2083,54.05,940,54.41,55.2,10822.55,217.34,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_三官堂-兴庄路.xlsx
