section_index,section,segment,trip_no,run_id,quality_labels,row_count,speed_source,avg_speed_kmh,cruise_avg_speed_kmh,cruise_point_count,cruise_min_speed_ratio,max_speed_kmh,p99_speed_kmh,p95_speed_kmh,xlsx_file,warning
1,布政-张家潭,97,98,07/2772797,0,2355,mps,44.38,63.48,1104,0.92,65.09,64.79,63.9,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_布政-张家潭.xlsx,
2,张家潭-同德路,97,98,07/2772797,0,3013,mps,49.07,64.48,1766,0.92,65.8,65.5,65.11,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
3,同德路-石碶,97,98,07/2772797,0,2218,mps,43.9,67.5,892,0.92,68.38,68.18,67.87,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
4,石碶-雅渡,97,98,07/2772797,0,1687,mps,35.88,68.24,173,0.92,70.86,70.71,68.44,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_石碶-雅渡.xlsx,
5,雅渡-庙堰,97,98,07/2772797,0,2635,mps,51.63,74.75,1223,0.92,76.07,75.86,75.2,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_雅渡-庙堰.xlsx,
6,庙堰-钟公庙,97,98,07/2772797,0,1938,mps,41.02,66.74,597,0.92,69.84,69.6,67.06,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_庙堰-钟公庙.xlsx,
7,钟公庙-鄞州区政府,97,98,07/2772797,0,1831,mps,39.33,67.38,516,0.92,68.73,68.65,67.84,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_钟公庙-鄞州区政府.xlsx,
8,鄞州区政府-钱湖南路,97,98,07/2772797,0,2665,mps,49.7,70.74,1295,0.92,71.41,71.22,71.06,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_鄞州区政府-钱湖南路.xlsx,
9,钱湖南路-南高教园区,97,98,07/2772797,0,2007,mps,42.6,69.37,659,0.92,70.3,70.23,70.03,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_钱湖南路-南高教园区.xlsx,
10,南高教园区-下应路,97,98,07/2772797,0,2297,mps,46.23,71.28,909,0.92,72.16,72.04,71.81,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_南高教园区-下应路.xlsx,
11,下应路-大洋江,97,98,07/2772797,0,2141,mps,41.47,62.3,894,0.92,62.78,62.74,62.69,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_下应路-大洋江.xlsx,
12,大洋江-泗港,97,98,07/2772797,0,1856,mps,37.75,59.71,666,0.92,60.73,60.61,60.41,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_大洋江-泗港.xlsx,
13,泗港-曹隘,97,98,07/2772797,0,2712,mps,48.53,77.74,848,0.92,78.63,78.41,78.3,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_泗港-曹隘.xlsx,
14,曹隘-柳隘,97,98,07/2772797,0,2133,mps,44.83,74.06,495,0.92,75.87,75.65,75.34,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_曹隘-柳隘.xlsx,
15,柳隘-海晏北路,97,98,07/2772797,0,1814,mps,39.55,66.41,530,0.92,67.36,67.28,67.06,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_柳隘-海晏北路.xlsx,
16,海晏北路-民安东路,97,98,07/2772797,0,1684,mps,37.57,72.15,239,0.92,73.65,73.6,73.46,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_海晏北路-民安东路.xlsx,
17,民安东路-会展中心,97,98,07/2772797,0,1536,mps,34.53,66.82,211,0.92,68.34,68.27,67.95,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_民安东路-会展中心.xlsx,
18,会展中心-院士路,97,98,07/2772797,0,2302,mps,49.32,77.56,841,0.92,78.27,78.17,78.12,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_会展中心-院士路.xlsx,
19,院士路-盎孟港,97,98,07/2772797,0,1854,mps,39.24,66.78,527,0.92,67.83,67.73,67.54,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_院士路-盎孟港.xlsx,
20,盎孟港-三官堂,97,98,07/2772797,0,2802,mps,48.99,66.96,1492,0.92,67.91,67.71,67.21,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_盎孟港-三官堂.xlsx,
21,三官堂-兴庄路,97,98,07/2772797,0,2087,mps,37.87,53.88,963,0.92,55.18,55.12,54.14,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_三官堂-兴庄路.xlsx,
22,兴庄路-兴海南路,97,98,07/2772797,0,1831,mps,38.29,61.44,624,0.92,63.03,62.78,61.79,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_兴庄路-兴海南路.xlsx,
25,永茂路-镇海大道,97,98,07/2772797,0,2851,mps,54.66,77.89,1339,0.92,78.42,78.32,78.24,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_永茂路-镇海大道.xlsx,
26,镇海大道-骆驼桥,97,98,07/2772797,0,2343,mps,49.8,77.92,868,0.92,78.45,78.39,78.37,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_镇海大道-骆驼桥.xlsx,
