time,dist,velocity,acceleration
0.05,0.0023203326761722567,0.046406653523445134,0.9281330704689026
0.1,0.006962406486272812,0.09284147620201111,0.9286964535713196
0.15000000000000002,0.013926993310451507,0.1392917364835739,0.9290052056312561
0.2,0.023214973509311676,0.18575960397720337,0.9293573498725891
0.25,0.03482735350728035,0.23224759995937347,0.9297599196434021
0.3,0.04876513868570328,0.2787557035684586,0.9301620721817017
0.35,0.06502940863370896,0.32528539896011355,0.9305939078330994
0.39999999999999997,0.0836212618649006,0.3718370646238327,0.9310333132743835
0.44999999999999996,0.1045417955517769,0.41841067373752594,0.9314721822738647
0.49999999999999994,0.12779210537672045,0.46500619649887087,0.9319104552268982
0.5499999999999999,0.1533732841908932,0.5116235762834549,0.9323475956916809
0.6,0.1812864238023758,0.5582627922296524,0.9327843189239502
0.65,0.21153261378407479,0.6049237996339798,0.9332201480865479
0.7000000000000001,0.24411294147372248,0.6516065537929535,0.9336550831794739
0.7500000000000001,0.2790284928679466,0.6983110278844834,0.9340894818305969
0.8000000000000002,0.3162803517282009,0.7450371772050858,0.9345229864120483
0.8500000000000002,0.35586960017681124,0.7917849689722062,0.9349558353424072
0.9000000000000002,0.3977973176538945,0.8385543495416642,0.9353876113891602
0.9500000000000003,0.442064583003521,0.8853453069925309,0.935819149017334
1.0000000000000002,0.48867247238755235,0.932157787680626,0.9362496137619019
1.0500000000000003,0.5376220600306989,0.9789917528629304,0.9366793036460876
1.1000000000000003,0.588914418667555,1.0258471727371217,0.9371083974838257
1.1500000000000004,0.6425506193935873,1.0727240145206451,0.9375368356704712
1.2000000000000004,0.6985317300260069,1.1196222126483917,0.9379639625549316
1.2500000000000004,0.7568588174879552,1.1665417492389678,0.9383907318115234
1.3000000000000005,0.8175329473614694,1.2134825974702834,0.9388169646263123
1.3500000000000005,0.8805551823973657,1.260444700717926,0.9392420649528503
1.4000000000000006,0.9459265831112863,1.3074280142784118,0.9396662712097168
1.4500000000000006,1.013648208975792,1.3544325172901153,0.9400900602340698
1.5000000000000007,1.0837211169302465,1.4014581590890884,0.9405128359794617
1.5500000000000007,1.156146362423897,1.4485049098730087,0.9409350156784058
1.6000000000000008,1.2309249983727935,1.4955727189779282,0.9413561820983887
1.6500000000000008,1.3080580762028697,1.5426615566015245,0.9417767524719238
1.7000000000000008,1.3875466457009318,1.589771389961243,0.9421966671943665
1.7500000000000009,1.4693917539715768,1.636902165412903,0.9426155090332031
1.800000000000001,1.5535944463312628,1.684053847193718,0.9430336356163025
1.850000000000001,1.6401557661592963,1.7312263965606691,0.9434509873390198
1.900000000000001,1.729076756089926,1.7784197986125947,0.9438680410385132
1.950000000000001,1.8203584557771686,1.8256339937448502,0.9442839026451111
2.000000000000001,1.9140019021928314,1.8728689283132554,0.944698691368103
2.0500000000000007,2.0100081312656406,1.9201245814561845,0.9451130628585815
2.1000000000000005,2.1083781766891483,1.9674009084701538,0.9455265402793884
2.1500000000000004,2.2091130709648135,2.0146978855133058,0.9459395408630371
2.2,2.312213843762875,2.0620154559612276,0.9463514089584351
2.25,2.4176815231144433,2.1093535870313644,0.9467626214027405
2.3,2.525517135113478,2.1567122399806977,0.9471730589866638
2.3499999999999996,2.6357216818630698,2.2040909349918367,0.9475739002227783
2.3999999999999995,2.748296129703522,2.251488956809044,0.9479604363441467
2.4499999999999993,2.8632414428889756,2.2989062637090685,0.9483461380004883
2.499999999999999,2.9805585832893855,2.346342808008194,0.9487308859825134
2.549999999999999,3.100248510688544,2.39379854798317,0.9491147994995117
2.5999999999999988,3.2223121829330927,2.4412734448909763,0.9494979381561279
2.6499999999999986,3.3467502836883076,2.488762015104294,0.9497714042663574
2.6999999999999984,3.473563474714757,2.5362638205289842,0.9500361084938049
2.7499999999999982,3.6027524152398116,2.583778810501099,0.9502997994422913
2.799999999999998,3.734317762702704,2.631306949257851,0.9505627751350403
2.849999999999998,3.8682601717114453,2.678848180174828,0.9508246183395386
2.8999999999999977,4.004580114483834,2.7263988554477696,0.9510135054588318
2.9499999999999975,4.1432780340313915,2.773958390951157,0.951190710067749
2.9999999999999973,4.284354369640351,2.8215267121791845,0.9513664245605469
3.049999999999997,4.427810408622027,2.8691207796335227,0.9518813490867615
3.099999999999997,4.5736475069820886,2.916741967201234,0.9524237513542175
3.149999999999997,4.721867018342019,2.9643902271986016,0.9529651999473572
3.1999999999999966,4.872470294833184,3.012065529823304,0.9535060524940491
3.2499999999999964,5.0254586866498006,3.059767836332322,0.9540461301803589
3.2999999999999963,5.1808335426449785,3.1074971199035653,0.9545856714248657
3.349999999999996,5.338596209734679,3.155253341794015,0.9551244378089905
3.399999999999996,5.498748032599688,3.203036457300187,0.9556623101234436
3.4499999999999957,5.661290353983642,3.250846427679063,0.9561994075775146
3.4999999999999956,5.826224515885116,3.298683238029481,0.9567362070083618
3.5499999999999954,5.993551857620479,3.346546834707261,0.957271933555603
