trip_no,section,global_trip_id,source_run_id,absolute_start,absolute_end,trainset,run_time_s,real_energy_wh,model_energy_wh,mass_t,run_class,quality_label,period
54,布政-张家潭,UP054_20240709_172950_R2891,2891,2024-07-09 17:29:50,2024-07-09 17:31:45,5012,115.95,13880.257292006945,14094.304808363435,215.34,3,0,
54,张家潭-同德路,UP054_20240709_172950_R2891,2892,2024-07-09 17:32:15,2024-07-09 17:34:46,5012,151.35,17189.339179048613,17245.005897682953,215.24,3,0,
54,同德路-石碶,UP054_20240709_172950_R2891,2893,2024-07-09 17:35:16,2024-07-09 17:37:02,5012,105.85,15477.541868652781,15347.820568441091,215.74,2,0,
54,石碶-雅渡,UP054_20240709_172950_R2891,2894,2024-07-09 17:37:36,2024-07-09 17:38:55,5012,78.55,13219.8689228125,13184.667229107175,216.64,2,0,
54,雅渡-庙堰,UP054_20240709_172950_R2891,2895,2024-07-09 17:39:25,2024-07-09 17:41:37,5012,132.75,21271.595442777776,21114.66911021839,216.74,3,0,
54,庙堰-钟公庙,UP054_20240709_172950_R2891,2896,2024-07-09 17:42:07,2024-07-09 17:43:41,5012,94.6,15967.47312092361,16250.334152177857,217.54,3,0,
54,钟公庙-鄞州区政府,UP054_20240709_172950_R2891,2897,2024-07-09 17:44:11,2024-07-09 17:45:41,5012,89.55,12906.392926222223,12702.679664753387,219.62,3,0,
54,鄞州区政府-钱湖南路,UP054_20240709_172950_R2891,2898,2024-07-09 17:46:21,2024-07-09 17:48:28,5012,126.95,19775.24099060417,20096.173246504033,225.1,2,0,
54,钱湖南路-南高教园区,UP054_20240709_172950_R2891,2899,2024-07-09 17:48:57,2024-07-09 17:50:34,5012,97.65,16117.986691604166,16983.280032249335,226.4,2,0,
54,南高教园区-下应路,UP054_20240709_172950_R2891,2900,2024-07-09 17:51:10,2024-07-09 17:53:00,5012,109.6,20680.77788172222,21626.625727851144,224.8,2,0,
54,下应路-大洋江,UP054_20240709_172950_R2891,2901,2024-07-09 17:53:30,2024-07-09 17:55:11,5012,100.95,14543.467020305554,14464.539945617029,224.3,2,0,
54,大洋江-泗港,UP054_20240709_172950_R2891,2902,2024-07-09 17:55:41,2024-07-09 17:57:11,5012,90.25,12362.019207062502,12201.241311588174,224.5,3,0,
54,泗港-曹隘,UP054_20240709_172950_R2891,2903,2024-07-09 17:57:40,2024-07-09 17:59:54,5012,133.5,23757.569869361112,25001.38170409418,225.2,3,0,
54,曹隘-柳隘,UP054_20240709_172950_R2891,2904,2024-07-09 18:00:25,2024-07-09 18:02:11,5012,105.95,21810.547169020832,18219.364239981365,224.8,2,0,
54,柳隘-海晏北路,UP054_20240709_172950_R2891,2905,2024-07-09 18:02:40,2024-07-09 18:04:09,5012,88.55,15235.651214506943,15631.248568754634,225.1,2,0,
54,海晏北路-民安东路,UP054_20240709_172950_R2891,2906,2024-07-09 18:04:53,2024-07-09 18:06:17,5012,83.8,17521.244619166664,16980.83083086525,228.5,2,0,
54,民安东路-会展中心,UP054_20240709_172950_R2891,2907,2024-07-09 18:06:46,2024-07-09 18:08:03,5012,76.85,13070.051362173614,13184.991828845114,230.1,2,0,
54,会展中心-院士路,UP054_20240709_172950_R2891,2908,2024-07-09 18:08:33,2024-07-09 18:10:28,5012,114.9,16051.36505932639,15636.633768123906,230.1,3,0,
54,院士路-盎孟港,UP054_20240709_172950_R2891,2909,2024-07-09 18:10:57,2024-07-09 18:12:27,5012,90.05,20279.992829048613,19647.086296552945,227.0,3,0,
54,盎孟港-三官堂,UP054_20240709_172950_R2891,2910,2024-07-09 18:12:57,2024-07-09 18:15:07,5012,130.7,19941.147208951388,20333.368771715915,225.8,2,0,
54,三官堂-兴庄路,UP054_20240709_172950_R2891,2911,2024-07-09 18:15:37,2024-07-09 18:17:15,5012,98.3,11674.300075097222,12873.318576840818,222.6,2,0,
54,兴庄路-兴海南路,UP054_20240709_172950_R2891,2912,2024-07-09 18:17:46,2024-07-09 18:19:15,5012,89.55,16477.99729217361,16845.063929975397,218.93,3,6,
54,兴海南路-梅堰,UP054_20240709_172950_R2891,2913,2024-07-09 18:19:45,2024-07-09 18:21:06,5012,81.4,13602.475252854167,13475.038623097884,217.82,3,0,
54,梅堰-永茂路,UP054_20240709_172950_R2891,2914,2024-07-09 18:21:36,2024-07-09 18:26:54,5012,317.7,29136.556961034723,30823.368324564915,217.92,3,0,
54,永茂路-镇海大道,UP054_20240709_172950_R2891,2915,2024-07-09 18:27:22,2024-07-09 18:29:43,5012,141.4,17892.77319916667,18872.11564264608,216.92,2,0,
54,镇海大道-骆驼桥,UP054_20240709_172950_R2891,2916,2024-07-09 18:30:11,2024-07-09 18:32:07,5012,116.5,20110.682015743056,19880.323888390125,215.84,2,0,
