站名,到达时刻,出发时刻,运行等级,区间运行时间(s),当前车重(t),重量变化(t)
布政,-,08:00:00,-,0,215.24,0.0
张家潭,08:01:52,08:02:22,Class2,112,215.24,0.0
同德路,08:04:50,08:05:20,Class2,148,215.94,0.7
石碶,08:07:04,08:07:34,Class2,104,215.44,-0.5
雅渡,08:08:54,08:09:24,Class2,80,215.94,0.5
庙堰,08:11:33,08:12:03,Class2,129,215.44,-0.5
钟公庙,08:13:36,08:14:06,Class2,93,225.9,10.46
鄞州区政府,08:15:32,08:16:02,Class2,86,215.64,-10.26
钱湖南路,08:18:14,08:18:44,Class3,132,215.44,-0.2
南高教园区,08:20:20,08:20:50,Class2,96,215.84,0.4
下应路,08:22:50,08:23:20,Class4,120,216.34,0.5
大洋江,08:25:01,08:25:31,Class2,101,219.52,3.18
泗港,08:27:03,08:27:33,Class3,92,215.84,-3.68
曹隘,08:29:43,08:30:13,Class3,130,225.2,9.36
柳隘,08:31:59,08:32:29,Class2,106,215.54,-9.66
海晏北路,08:33:56,08:34:26,Class2,87,215.64,0.1
民安东路,08:35:49,08:36:19,Class2,83,215.94,0.3
会展中心,08:37:42,08:38:12,Class4,83,216.64,0.7
院士路,08:40:13,08:40:43,Class4,121,215.74,-0.9
盎孟港,08:42:19,08:42:49,Class4,96,217.64,1.9
三官堂,08:45:01,08:45:31,Class2,132,217.04,-0.6
兴庄路,08:47:10,08:47:40,Class2,99,215.54,-1.5
兴海南路,08:49:07,08:49:37,Class2,87,215.44,-0.1
梅堰,08:50:55,08:51:25,Class2,78,216.22,0.78
永茂路,08:56:23,08:56:53,Class2,298,215.44,-0.78
镇海大道,08:59:21,08:59:51,Class3,148,216.04,0.6
骆驼桥,09:01:47,-,Class2,116,215.84,-0.2
