序号,区间,segment,来源run_id,绝对开始时间,绝对结束时间,趟次选择方式,数据读取来源,样本数,运行时间(s),区间里程(km),重量(t),历史真实能耗(kWh),Simu物理机械能耗(kWh),Simu-真实(kWh),相对差异(%)
1,布政-张家潭,13,710,2024-07-02 18:43:25,2024-07-02 18:45:19,traceability-cache,cache,2279,113.9,1.428138055555559,215.24,15.98679831553472,16.1627103287657,0.17591201323097994,1.1003579938832555
2,张家潭-同德路,13,711,2024-07-02 18:45:49,2024-07-02 18:48:15,traceability-cache,cache,2925,146.2,2.020087638888894,215.24,18.023942147055557,17.02187750285903,-1.0020646441965255,-5.559630828931759
3,同德路-石碶,13,712,2024-07-02 18:48:45,2024-07-02 18:50:30,traceability-cache,cache,2112,105.55,1.3312744444444429,215.24,16.24500534888889,15.837793635842656,-0.40721171304623205,-2.506688697853117
4,石碶-雅渡,13,713,2024-07-02 18:51:06,2024-07-02 18:52:28,traceability-cache,cache,1637,81.8,0.8273525000000003,215.54,12.887156786506946,13.587875766525748,0.7007189800188025,5.437343485666801
5,雅渡-庙堰,13,714,2024-07-02 18:52:58,2024-07-02 18:55:07,traceability-cache,cache,2581,129.0,1.859977500000002,215.54,21.647251246958334,20.94640814701096,-0.7008430999473748,-3.2375616282730153
6,庙堰-钟公庙,13,715,2024-07-02 18:55:36,2024-07-02 18:57:11,traceability-cache,cache,1892,94.55,1.087106805555555,215.74,15.638986507618057,15.788917362996614,0.14993085537855586,0.9586993076918482
7,钟公庙-鄞州区政府,13,716,2024-07-02 18:57:41,2024-07-02 18:59:09,traceability-cache,cache,1763,88.1,0.9846498611111099,215.54,13.438897798680557,13.876356787920875,0.4374589892403183,3.255170147088018
8,鄞州区政府-钱湖南路,13,717,2024-07-02 18:59:50,2024-07-02 19:01:57,traceability-cache,cache,2527,126.3,1.811989583333335,216.62,19.54679330188889,18.082626957586278,-1.4641663443026118,-7.490570559014011
9,钱湖南路-南高教园区,13,718,2024-07-02 19:02:27,2024-07-02 19:04:04,traceability-cache,cache,1935,96.7,1.169119861111113,216.82,16.056799769770834,16.0917207587656,0.034920988994766956,0.21748411573588028
10,南高教园区-下应路,13,719,2024-07-02 19:04:39,2024-07-02 19:06:29,traceability-cache,cache,2214,110.65,1.452085694444444,217.02,21.32037907136806,19.956160712452345,-1.364218358915714,-6.398659021723373
11,下应路-大洋江,13,720,2024-07-02 19:06:58,2024-07-02 19:08:40,traceability-cache,cache,2030,101.45,1.2139445833333309,216.74,13.59501688235417,13.379280965171393,-0.2157359171827775,-1.58687494873798
12,大洋江-泗港,13,721,2024-07-02 19:09:10,2024-07-02 19:10:39,traceability-cache,cache,1783,89.1,0.9586281944444458,216.94,12.736976253756945,12.695309357101209,-0.0416668966557354,-0.3271333464521863
13,泗港-曹隘,13,722,2024-07-02 19:11:09,2024-07-02 19:13:23,traceability-cache,cache,2670,133.45,1.798845277777778,216.92,22.93229794234028,23.29915497501627,0.3668570326759873,1.5997395184660195
14,曹隘-柳隘,13,723,2024-07-02 19:13:54,2024-07-02 19:15:41,traceability-cache,cache,2142,107.05,1.306476666666666,216.82,21.076775137,21.923678778930892,0.8469036419308941,4.018184169190884
15,柳隘-海晏北路,13,724,2024-07-02 19:16:10,2024-07-02 19:17:39,traceability-cache,cache,1776,88.75,0.9808087500000007,216.94,14.640517916868056,15.021900048662223,0.38138213179416564,2.6049770504003593
16,海晏北路-民安东路,13,725,2024-07-02 19:18:25,2024-07-02 19:19:48,traceability-cache,cache,1669,83.4,0.865189305555554,218.22,15.844905582118056,16.194197922125895,0.3492923400078398,2.2044457014754166
17,民安东路-会展中心,13,726,2024-07-02 19:20:18,2024-07-02 19:21:35,traceability-cache,cache,1543,77.1,0.7257420833333331,218.42,12.579560042444442,12.960547914928988,0.38098787248454574,3.0286263684823806
18,会展中心-院士路,13,727,2024-07-02 19:22:05,2024-07-02 19:24:00,traceability-cache,cache,2286,114.25,1.551948888888887,218.52,15.129153249,15.196333162509104,0.06717991350910416,0.4440427854978902
19,院士路-盎孟港,13,728,2024-07-02 19:24:30,2024-07-02 19:25:59,traceability-cache,cache,1798,89.85,0.9951088888888897,217.92,19.54279432567361,19.50840622359846,-0.03438810207515053,-0.17596307622177884
20,盎孟港-三官堂,13,729,2024-07-02 19:26:30,2024-07-02 19:28:41,traceability-cache,cache,2609,130.4,1.878476805555553,217.52,19.217016909083334,17.807346125077796,-1.4096707840055387,-7.335533869147129
21,三官堂-兴庄路,13,730,2024-07-02 19:29:11,2024-07-02 19:30:49,traceability-cache,cache,1967,98.3,1.080591944444442,216.74,12.17385735213889,12.185103813185309,0.011246461046419427,0.09238206692510222
22,兴庄路-兴海南路,13,731,2024-07-02 19:31:20,2024-07-02 19:32:48,traceability-cache,cache,1762,88.05,0.9596486111111123,215.74,14.706478263965279,14.876295265215797,0.16981700125051793,1.1547088174509734
23,兴海南路-梅堰,13,732,2024-07-02 19:33:16,2024-07-02 19:34:37,traceability-cache,cache,1630,81.45,0.8348318055555551,215.54,12.733330653506943,13.645766393543626,0.9124357400366826,7.1657272151759015
24,梅堰-永茂路,8,733,2024-07-02 19:35:07,2024-07-02 19:40:21,traceability-cache,cache,6282,314.05,3.677243611111094,215.54,29.85152407217361,29.150583288567862,-0.7009407836057507,-2.348090442253632
25,永茂路-镇海大道,13,734,2024-07-02 19:40:49,2024-07-02 19:43:11,traceability-cache,cache,2847,142.3,2.132264444444449,215.34,18.025790398631944,17.501842497378128,-0.5239479012538141,-2.9066570156811475
26,镇海大道-骆驼桥,13,735,2024-07-02 19:43:37,2024-07-02 19:45:35,traceability-cache,cache,2345,117.2,1.596697500000007,215.24,20.398290542326386,18.8024248059551,-1.5958657363712883,-7.8235268443690025
