trip_no,section,global_trip_id,source_run_id,absolute_start,absolute_end,trainset,run_time_s,real_energy_wh,model_energy_wh,mass_t,run_class,quality_label,period
58,布政-张家潭,UP058_20240710_170518_R3128,3128,2024-07-10 17:05:18,2024-07-10 17:07:15,5012,116.55,13670.027493666665,13825.677987865727,215.24,3,0,
58,张家潭-同德路,UP058_20240710_170518_R3128,3129,2024-07-10 17:07:45,2024-07-10 17:10:16,5012,151.2,17341.56922811111,16973.99862764616,215.24,3,0,
58,同德路-石碶,UP058_20240710_170518_R3128,3130,2024-07-10 17:10:45,2024-07-10 17:12:32,5012,106.55,16265.510855034723,15857.321038148202,215.34,3,7,
58,石碶-雅渡,UP058_20240710_170518_R3128,3131,2024-07-10 17:13:07,2024-07-10 17:14:29,5012,81.8,12812.256444402778,12676.243504228287,216.94,3,0,
58,雅渡-庙堰,UP058_20240710_170518_R3128,3132,2024-07-10 17:14:58,2024-07-10 17:17:08,5012,130.2,21911.200643666667,21607.065036534786,217.24,2,0,
58,庙堰-钟公庙,UP058_20240710_170518_R3128,3133,2024-07-10 17:17:37,2024-07-10 17:19:12,5012,94.35,15575.777567104167,15826.245589509608,216.84,2,0,
58,钟公庙-鄞州区政府,UP058_20240710_170518_R3128,3134,2024-07-10 17:19:41,2024-07-10 17:21:10,5012,89.2,14093.938382062499,13756.653606977576,217.22,3,0,
58,鄞州区政府-钱湖南路,UP058_20240710_170518_R3128,3135,2024-07-10 17:21:50,2024-07-10 17:23:58,5012,127.75,18630.945653069448,18528.147179721793,219.82,2,0,
58,钱湖南路-南高教园区,UP058_20240710_170518_R3128,3136,2024-07-10 17:24:27,2024-07-10 17:26:04,5012,97.05,16158.317872111109,16716.91516828186,220.02,2,0,
58,南高教园区-下应路,UP058_20240710_170518_R3128,3137,2024-07-10 17:26:38,2024-07-10 17:28:29,5012,111.05,21521.04596788889,22164.995545046077,219.02,2,0,
58,下应路-大洋江,UP058_20240710_170518_R3128,3138,2024-07-10 17:28:58,2024-07-10 17:30:41,5012,102.2,14294.68118523611,13984.155560029692,218.82,2,0,
58,大洋江-泗港,UP058_20240710_170518_R3128,3139,2024-07-10 17:31:11,2024-07-10 17:32:41,5012,90.6,12688.428344347225,12389.6915103384,219.2,3,0,
58,泗港-曹隘,UP058_20240710_170518_R3128,3140,2024-07-10 17:33:11,2024-07-10 17:35:22,5012,131.1,22571.317677659725,22882.082221698354,220.3,3,0,
58,曹隘-柳隘,UP058_20240710_170518_R3128,3141,2024-07-10 17:35:53,2024-07-10 17:37:39,5012,106.8,20966.66952790278,17286.015540790864,219.9,2,0,
58,柳隘-海晏北路,UP058_20240710_170518_R3128,3142,2024-07-10 17:38:09,2024-07-10 17:39:38,5012,88.85,14604.931323541667,14823.492730309837,220.1,2,0,
58,海晏北路-民安东路,UP058_20240710_170518_R3128,3143,2024-07-10 17:40:22,2024-07-10 17:41:46,5012,84.25,15819.987325423615,15045.223567678906,224.2,3,0,
58,民安东路-会展中心,UP058_20240710_170518_R3128,3144,2024-07-10 17:42:16,2024-07-10 17:43:33,5012,77.1,12821.569236604166,12898.477019148317,228.0,2,0,
58,会展中心-院士路,UP058_20240710_170518_R3128,3145,2024-07-10 17:44:03,2024-07-10 17:45:58,5012,115.4,15559.30561270139,15130.780816866078,228.4,3,0,
58,院士路-盎孟港,UP058_20240710_170518_R3128,3146,2024-07-10 17:46:27,2024-07-10 17:47:58,5012,90.45,20238.148266541666,19538.58482627449,227.2,3,0,
58,盎孟港-三官堂,UP058_20240710_170518_R3128,3147,2024-07-10 17:48:27,2024-07-10 17:50:38,5012,131.15,19453.099511479162,19805.536561105517,228.7,2,0,
58,三官堂-兴庄路,UP058_20240710_170518_R3128,3148,2024-07-10 17:51:08,2024-07-10 17:52:46,5012,98.7,12150.278908020833,13183.830660940688,224.3,2,0,
58,兴庄路-兴海南路,UP058_20240710_170518_R3128,3149,2024-07-10 17:53:17,2024-07-10 17:54:46,5012,88.45,14542.821883,15046.688623357506,218.72,2,0,
58,兴海南路-梅堰,UP058_20240710_170518_R3128,3150,2024-07-10 17:55:13,2024-07-10 17:56:35,5012,81.8,12819.457275131945,12639.287076708053,217.21,3,0,
58,梅堰-永茂路,UP058_20240710_170518_R3128,3151,2024-07-10 17:57:05,2024-07-10 18:02:23,5012,318.1,29366.340226208336,30727.427171328214,216.82,3,0,
58,永茂路-镇海大道,UP058_20240710_170518_R3128,3152,2024-07-10 18:02:50,2024-07-10 18:05:13,5012,142.75,17289.777272791667,18043.83015255465,216.42,2,0,
58,镇海大道-骆驼桥,UP058_20240710_170518_R3128,3153,2024-07-10 18:05:39,2024-07-10 18:07:37,5012,117.85,20544.455924562502,20237.929658100504,215.84,2,0,
