站间区间,趟次,segment,日期+服务号,服务号,车底号,方向,时段,开始时刻(s),结束时刻(s),历史运行时间(s),历史停站时间(s),历史累计用时含停站(s),区间距离(m),站间距(m),平均速度(km/h),最高速度(km/h),速度点平均(km/h),速度采样点数,巡航平均速度(km/h),巡航点数,P95速度(km/h),P99速度(km/h),历史实测能耗(Wh),平均重量(t),运行等级,是否晚上八点后,曲线质量标签,源文件
布政-张家潭,100,99,07/2772799,72799,5012,UP,双休日低峰,0.0,114.8,114.8,30.0,144.8,1452.15,1428.0,45.54,76.23,45.52,2297,74.09,182,73.47,76.11,16004.63,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_布政-张家潭.xlsx
张家潭-同德路,100,99,07/2772799,72799,5012,UP,双休日低峰,0.0,149.2,149.2,30.0,179.2,2053.27,2017.0,49.54,66.77,49.53,2985,65.92,1672,66.57,66.69,17424.85,215.24,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx
同德路-石碶,100,99,07/2772799,72799,5012,UP,双休日低峰,0.0,110.95,110.95,30.0,140.95,1352.09,1332.0,43.87,68.42,43.85,2220,67.44,892,67.77,68.2,13933.62,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx
石碶-雅渡,100,99,07/2772799,72799,5012,UP,双休日低峰,0.0,82.45,82.45,30.0,112.45,841.04,827.0,36.72,72.53,36.7,1650,70.47,250,70.76,72.43,11599.99,215.34,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_石碶-雅渡.xlsx
雅渡-庙堰,100,99,07/2772799,72799,5012,UP,双休日低峰,0.0,132.5,132.5,30.0,162.5,1889.9,1860.0,51.35,77.14,51.33,2651,74.61,1214,74.88,76.91,21416.24,215.34,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_雅渡-庙堰.xlsx
庙堰-钟公庙,100,99,07/2772799,72799,5012,UP,双休日低峰,0.0,97.0,97.0,30.0,127.0,1104.34,1086.0,40.99,69.82,40.96,1941,66.66,626,67.03,69.49,13630.3,215.34,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_庙堰-钟公庙.xlsx
钟公庙-鄞州区政府,100,99,07/2772799,72799,5012,UP,双休日低峰,0.0,91.5,91.5,30.0,121.5,1000.28,984.0,39.36,67.34,39.33,1831,64.79,558,64.86,67.19,10008.77,215.54,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_钟公庙-鄞州区政府.xlsx
鄞州区政府-钱湖南路,100,99,07/2772799,72799,5012,UP,双休日低峰,0.0,133.15,133.15,30.0,163.15,1839.93,1811.0,49.75,71.26,49.73,2664,70.72,1297,71.04,71.2,17579.93,216.14,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_鄞州区政府-钱湖南路.xlsx
钱湖南路-南高教园区,100,99,07/2772799,72799,5012,UP,双休日低峰,0.0,100.35,100.35,30.0,130.35,1187.37,1155.0,42.6,68.18,42.58,2008,67.26,695,67.99,68.13,12719.66,216.34,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_钱湖南路-南高教园区.xlsx
南高教园区-下应路,100,99,07/2772799,72799,5012,UP,双休日低峰,0.0,115.35,115.35,30.0,145.35,1474.34,1452.0,46.01,70.62,45.99,2308,69.8,913,70.37,70.52,17666.17,216.14,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_南高教园区-下应路.xlsx
