站间区间,选定等级,规划用时(s),停站时间(s),历史停站时间(s),停站偏差(s),历史用时(s),规划能耗(Wh),历史能耗(Wh),历史模型回放能耗(Wh),能耗对比基准,节能量(Wh),曲线来源,父等级,支持等级,真实样本数,父等级真实样本数,样本可靠性,规划阶段,MASS,全局趟次ID,历史segment,历史来源run_id
布政-张家潭,class3,115.0,30.0,30.0,0.0,116.3,12947.63,13153.35,12973.21,历史原始实测能耗,205.72,real,class3,class3,80,80,strong,energy_first,215.24,UP008_20240701_214424_R382,7.0,382.0
张家潭-同德路,class1,141.0,29.0,29.0,0.0,150.2,17890.72,17411.96,17362.57,历史原始实测能耗,-478.76,extrapolated_adjacent,class2,class2,0,8,generated,energy_first,215.24,UP008_20240701_214424_R382,7.0,383.0
同德路-石碶,class3,109.0,35.0,35.0,0.0,111.3,13125.73,11880.66,11693.28,历史原始实测能耗,-1245.07,real,class3,class3,60,60,strong,energy_first,215.34,UP008_20240701_214424_R382,7.0,384.0
石碶-雅渡,class2,80.0,30.0,30.0,0.0,83.45,11150.34,13178.29,13045.3,历史原始实测能耗,2027.95,real,class2,class2,38,38,strong,energy_first,216.44,UP008_20240701_214424_R382,7.0,385.0
雅渡-庙堰,class2,129.0,30.0,30.0,0.0,130.9,20634.7,21344.77,20347.35,历史原始实测能耗,710.07,real,class2,class2,32,32,strong,energy_first,216.34,UP008_20240701_214424_R382,7.0,386.0
庙堰-钟公庙,class3,96.0,31.0,31.0,0.0,95.3,12613.33,13772.46,13585.14,历史原始实测能耗,1159.13,real,class3,class3,84,84,strong,energy_first,216.32,UP008_20240701_214424_R382,7.0,387.0
钟公庙-鄞州区政府,class4,95.0,39.0,39.0,0.0,90.3,8011.71,10293.17,10190.7,历史原始实测能耗,2281.46,real,class4,class4,1,1,weak,energy_first,216.14,UP008_20240701_214424_R382,7.0,388.0
鄞州区政府-钱湖南路,class3,132.1,29.0,29.0,0.0,132.4,16125.88,17612.23,17122.86,历史原始实测能耗,1486.35,real,class3,class3,62,62,strong,energy_first,216.14,UP008_20240701_214424_R382,7.0,389.0
钱湖南路-南高教园区,class3,100.0,35.0,35.0,0.0,100.1,13628.03,14152.22,13798.52,历史原始实测能耗,524.19,real,class3,class3,63,63,strong,energy_first,216.02,UP008_20240701_214424_R382,7.0,390.0
南高教园区-下应路,class2,110.0,29.0,29.0,0.0,115.15,20895.4,18949.08,18654.06,历史原始实测能耗,-1946.32,real,class2,class2,44,44,strong,energy_first,216.14,UP008_20240701_214424_R382,7.0,391.0
下应路-大洋江,class2,101.0,30.0,30.0,0.0,105.1,13348.58,11138.46,10911.88,历史原始实测能耗,-2210.12,real,class2,class2,41,41,strong,energy_first,216.24,UP008_20240701_214424_R382,7.0,392.0
大洋江-泗港,class3,92.0,29.0,29.0,0.0,92.7,10742.48,10057.24,9863.8,历史原始实测能耗,-685.24,real,class3,class3,99,99,strong,energy_first,215.84,UP008_20240701_214424_R382,7.0,393.0
泗港-曹隘,class4,137.0,30.0,30.0,0.0,134.4,22963.08,22707.03,22678.63,历史原始实测能耗,-256.05,real,class4,class4,82,82,strong,energy_first,215.94,UP008_20240701_214424_R382,7.0,394.0
曹隘-柳隘,class5,119.0,29.0,29.0,0.0,106.45,13505.01,20761.08,20654.69,历史原始实测能耗,7256.07,extrapolated_adjacent,class4,class4,0,1,generated,energy_first,215.54,UP008_20240701_214424_R382,7.0,395.0
柳隘-海晏北路,class3,92.0,45.0,45.0,0.0,91.55,11455.56,12094.55,12200.92,历史原始实测能耗,638.99,real,class3,class3,35,35,strong,energy_first,215.54,UP008_20240701_214424_R382,7.0,396.0
海晏北路-民安东路,class3,85.0,30.0,30.0,0.0,84.0,14697.33,15539.43,15367.98,历史原始实测能耗,842.1,real,class3,class3,41,41,strong,energy_first,216.04,UP008_20240701_214424_R382,7.0,397.0
民安东路-会展中心,class4,83.0,30.0,30.0,0.0,77.3,6883.84,12235.74,12209.7,历史原始实测能耗,5351.9,extrapolated_adjacent,class3,class3,0,8,generated,energy_first,216.44,UP008_20240701_214424_R382,7.0,398.0
会展中心-院士路,class3,115.0,29.0,29.0,0.0,114.95,14923.93,14957.21,14771.92,历史原始实测能耗,33.28,real,class3,class3,104,104,strong,energy_first,216.24,UP008_20240701_214424_R382,7.0,399.0
院士路-盎孟港,class4,96.0,30.0,30.0,0.0,89.7,13998.16,18644.4,18500.75,历史原始实测能耗,4646.24,extrapolated_adjacent,class3,class3,0,99,generated,energy_first,215.94,UP008_20240701_214424_R382,7.0,400.0
盎孟港-三官堂,class2,132.0,35.0,35.0,0.0,136.8,17573.5,18658.77,18192.39,历史原始实测能耗,1085.27,real,class2,class2,52,52,strong,energy_first,215.94,UP008_20240701_214424_R382,7.0,401.0
三官堂-兴庄路,class1,94.0,31.0,31.0,0.0,102.8,13114.94,10654.18,10477.27,历史原始实测能耗,-2460.76,extrapolated_adjacent,class2,class2,0,46,generated,energy_first,215.94,UP008_20240701_214424_R382,7.0,402.0
兴庄路-兴海南路,class4,96.0,29.0,29.0,0.0,91.3,9478.56,11805.99,11628.71,历史原始实测能耗,2327.43,extrapolated_adjacent,class3,class3,0,72,generated,energy_first,215.54,UP008_20240701_214424_R382,7.0,403.0
兴海南路-梅堰,class3,82.0,29.0,29.0,0.0,82.1,11320.35,12817.9,12777.41,历史原始实测能耗,1497.55,real,class3,class3,73,73,strong,energy_first,215.54,UP008_20240701_214424_R382,7.0,404.0
梅堰-永茂路,class3,313.0,27.0,27.0,0.0,330.25,29936.79,25543.01,,历史原始实测能耗,-4393.78,real,class3,class3,20,20,strong,energy_first,215.54,UP008_20240701_214424_R382,5.0,405.0
永茂路-镇海大道,class5,164.1,30.0,30.0,0.0,142.45,15097.46,18061.41,17641.96,历史原始实测能耗,2963.95,extrapolated_adjacent,class4,class4,0,1,generated,energy_first,215.44,UP008_20240701_214424_R382,7.0,406.0
镇海大道-骆驼桥,class2,116.0,0.0,0.0,0.0,116.95,20051.62,20539.68,20176.1,历史原始实测能耗,488.06,real,class2,class2,101,101,strong,energy_first,215.34,UP008_20240701_214424_R382,7.0,407.0
--- 总计 ---,节能率: 5.36%,3024.2,780.0,780.0,0.0,3804.2,386114.66,407964.27,376827.1,历史原始实测能耗,21849.61,,,,,,,energy_first,,,,
