section_index,section,segment,trip_no,run_id,quality_labels,row_count,speed_source,avg_speed_kmh,cruise_avg_speed_kmh,cruise_point_count,cruise_min_speed_ratio,max_speed_kmh,p99_speed_kmh,p95_speed_kmh,xlsx_file,warning
1,布政-张家潭,44,45,07/0870844,0,2369,mps,44.11,63.61,1118,0.92,65.5,65.21,64.13,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_布政-张家潭.xlsx,
2,张家潭-同德路,44,45,07/0870844,0,3003,mps,49.23,64.45,1766,0.92,66.27,65.94,65.39,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
3,同德路-石碶,44,45,07/0870844,0,2183,mps,44.59,67.42,860,0.92,68.76,68.5,67.87,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
4,石碶-雅渡,44,45,07/0870844,0,1581,mps,38.27,72.68,246,0.92,75.95,75.7,73.6,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_石碶-雅渡.xlsx,
5,雅渡-庙堰,44,45,07/0870844,0,2738,mps,49.69,69.17,1372,0.92,71.66,71.38,69.86,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_雅渡-庙堰.xlsx,
6,庙堰-钟公庙,44,45,07/0870844,0,1909,mps,41.64,68.67,570,0.92,71.1,70.92,69.15,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_庙堰-钟公庙.xlsx,
7,钟公庙-鄞州区政府,44,45,07/0870844,0,1835,mps,39.2,64.73,558,0.92,67.53,67.42,64.92,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_钟公庙-鄞州区政府.xlsx,
8,鄞州区政府-钱湖南路,44,45,07/0870844,0,2657,mps,49.84,70.67,1303,0.92,71.45,71.28,71.2,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_鄞州区政府-钱湖南路.xlsx,
9,钱湖南路-南高教园区,44,45,07/0870844,0,2023,mps,42.26,67.34,698,0.92,70.69,70.36,67.73,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_钱湖南路-南高教园区.xlsx,
10,南高教园区-下应路,44,45,07/0870844,0,2288,mps,46.38,71.28,911,0.92,72.26,72.16,71.93,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_南高教园区-下应路.xlsx,
11,下应路-大洋江,44,45,07/0870844,0,2101,mps,42.24,63.79,844,0.92,64.64,64.56,64.45,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_下应路-大洋江.xlsx,
12,大洋江-泗港,44,45,07/0870844,0,1850,mps,37.86,59.53,685,0.92,60.59,60.52,60.31,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_大洋江-泗港.xlsx,
13,泗港-曹隘,44,45,07/0870844,0,2704,mps,48.64,77.97,902,0.92,78.96,78.76,78.62,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_泗港-曹隘.xlsx,
14,曹隘-柳隘,44,45,07/0870844,0,2125,mps,44.95,74.48,483,0.92,76.44,76.12,75.56,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_曹隘-柳隘.xlsx,
