站间区间,趟次,segment,日期+服务号,服务号,车底号,方向,时段,开始时刻(s),结束时刻(s),历史运行时间(s),历史停站时间(s),历史累计用时含停站(s),区间距离(m),站间距(m),平均速度(km/h),最高速度(km/h),速度点平均(km/h),速度采样点数,巡航平均速度(km/h),巡航点数,P95速度(km/h),P99速度(km/h),历史实测能耗(Wh),平均重量(t),运行等级,是否晚上八点后,曲线质量标签,源文件
布政-张家潭,45,44,07/0870844,70844,5012,UP,工作日平峰,0.0,118.4,118.4,30.0,148.4,1451.3,1428.0,44.13,65.5,44.11,2369,63.61,1118,64.13,65.21,14168.87,215.24,4,0,0,data\data_processed_step2_v3_all_curve_quality\results_布政-张家潭.xlsx
张家潭-同德路,45,44,07/0870844,70844,5012,UP,工作日平峰,0.0,150.1,150.1,30.0,180.1,2053.37,2017.0,49.25,66.27,49.23,3003,64.45,1766,65.39,65.94,18029.08,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx
同德路-石碶,45,44,07/0870844,70844,5012,UP,工作日平峰,0.0,109.1,109.1,30.0,139.1,1351.84,1332.0,44.61,68.76,44.59,2183,67.42,860,67.87,68.5,12593.72,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx
石碶-雅渡,45,44,07/0870844,70844,5012,UP,工作日平峰,0.0,79.0,79.0,30.0,109.0,840.29,827.0,38.29,75.95,38.27,1581,72.68,246,73.6,75.7,12659.23,215.24,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_石碶-雅渡.xlsx
雅渡-庙堰,45,44,07/0870844,70844,5012,UP,工作日平峰,0.0,136.85,136.85,30.0,166.85,1889.73,1860.0,49.71,71.66,49.69,2738,69.17,1372,69.86,71.38,19520.26,215.34,4,0,0,data\data_processed_step2_v3_all_curve_quality\results_雅渡-庙堰.xlsx
庙堰-钟公庙,45,44,07/0870844,70844,5012,UP,工作日平峰,0.0,95.4,95.4,30.0,125.4,1103.97,1086.0,41.66,71.1,41.64,1909,68.67,570,69.15,70.92,12984.8,215.44,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_庙堰-钟公庙.xlsx
钟公庙-鄞州区政府,45,44,07/0870844,70844,5012,UP,工作日平峰,0.0,91.7,91.7,30.0,121.7,999.11,984.0,39.22,67.53,39.2,1835,64.73,558,64.92,67.42,10036.63,215.54,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_钟公庙-鄞州区政府.xlsx
鄞州区政府-钱湖南路,45,44,07/0870844,70844,5012,UP,工作日平峰,0.0,132.8,132.8,30.0,162.8,1839.32,1811.0,49.86,71.45,49.84,2657,70.67,1303,71.2,71.28,17210.38,215.54,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_鄞州区政府-钱湖南路.xlsx
钱湖南路-南高教园区,45,44,07/0870844,70844,5012,UP,工作日平峰,0.0,101.1,101.1,30.0,131.1,1187.41,1155.0,42.28,70.69,42.26,2023,67.34,698,67.73,70.36,14183.78,215.64,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_钱湖南路-南高教园区.xlsx
南高教园区-下应路,45,44,07/0870844,70844,5012,UP,工作日平峰,0.0,114.35,114.35,30.0,144.35,1473.77,1452.0,46.4,72.26,46.38,2288,71.28,911,71.93,72.16,19181.16,215.94,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_南高教园区-下应路.xlsx
