run_id,travel_time_raw_s,end_dist_m,mass_median_run,n_points_raw
07/0850706|50706|5012|UP,113.3,1474.1253,215.94,2267
07/0850708|50708|5012|UP,112.45,1473.8092,215.94,2250
07/0850710|50710|5012|UP,112.45,1473.7667,215.94,2250
07/0951906|51906|5012|UP,113.1,1474.2376,216.04,2263
07/0951908|51908|5012|UP,111.15,1474.0176,215.94,2224
07/0951910|51910|5012|UP,112.15,1473.7426,215.44,2244
07/0951914|51914|5012|UP,113.15,1474.8215,216.72,2264
07/1053004|53004|5012|UP,111.5,1474.5119,216.14,2231
07/1251006|51006|5012|UP,112.5,1474.2828,215.94,2251
07/1251008|51008|5012|UP,112.3,1473.9816,216.04,2247
07/1251014|51014|5012|UP,112.35,1474.0773,216.64,2248
07/1251510|51510|5012|UP,113.35,1474.0139,216.34,2268
