t_local,v(m/s),s_local(m),t_global,station_pair
30.75,18.918181818181818,268.5482386363636,2565.9211849397893,盎孟港-三官堂
30.8,18.95818181818182,269.49614772727267,2565.9711849397895,盎孟港-三官堂
30.85,18.99818181818182,270.4460568181818,2566.0211849397892,盎孟港-三官堂
30.900000000000002,19.03818181818182,271.3979659090909,2566.0711849397894,盎孟港-三官堂
30.950000000000003,19.07818181818182,272.35187499999995,2566.121184939789,盎孟港-三官堂
31.0,19.118181818181817,273.307784090909,2566.1711849397893,盎孟港-三官堂
31.05,19.15818181818182,274.2656931818181,2566.2211849397895,盎孟港-三官堂
31.1,19.19818181818182,275.2256022727272,2566.2711849397892,盎孟港-三官堂
31.150000000000002,19.238181818181822,276.1875113636363,2566.3211849397894,盎孟港-三官堂
31.200000000000003,19.27818181818182,277.1514204545454,2566.371184939789,盎孟港-三官堂
31.25,19.31818181818182,278.1173295454545,2566.4211849397893,盎孟港-三官堂
31.3,19.35818181818182,279.08523863636356,2566.4711849397895,盎孟港-三官堂
31.35,19.39818181818182,280.05514772727264,2566.5211849397892,盎孟港-三官堂
31.400000000000002,19.43818181818182,281.02705681818173,2566.5711849397894,盎孟港-三官堂
31.450000000000003,19.47818181818182,282.00096590909084,2566.621184939789,盎孟港-三官堂
31.5,19.51818181818182,282.97687499999995,2566.6711849397893,盎孟港-三官堂
31.55,19.55818181818182,283.954784090909,2566.7211849397895,盎孟港-三官堂
31.6,19.59818181818182,284.9346931818181,2566.7711849397892,盎孟港-三官堂
31.650000000000002,19.63818181818182,285.9166022727272,2566.8211849397894,盎孟港-三官堂
31.700000000000003,19.67818181818182,286.90051136363627,2566.871184939789,盎孟港-三官堂
31.75,19.71818181818182,287.8864204545454,2566.9211849397893,盎孟港-三官堂
31.8,19.758181818181818,288.8743295454545,2566.9711849397895,盎孟港-三官堂
31.85,19.79818181818182,289.86423863636355,2567.0211849397892,盎孟港-三官堂
31.900000000000002,19.83818181818182,290.8561477272726,2567.0711849397894,盎孟港-三官堂
31.950000000000003,19.878181818181822,291.8500568181817,2567.121184939789,盎孟港-三官堂
32.0,19.918181818181818,292.8459659090908,2567.1711849397893,盎孟港-三官堂
32.050000000000004,19.95818181818182,293.8438749999999,2567.2211849397895,盎孟港-三官堂
32.1,19.99818181818182,294.843784090909,2567.2711849397892,盎孟港-三官堂
32.15,20.03818181818182,295.8456931818181,2567.3211849397894,盎孟港-三官堂
32.2,20.07818181818182,296.84960227272717,2567.371184939789,盎孟港-三官堂
32.25,20.118181818181817,297.85551136363625,2567.4211849397893,盎孟港-三官堂
32.300000000000004,20.158181818181824,298.86342045454535,2567.4711849397895,盎孟港-三官堂
32.35,20.19818181818182,299.87332954545445,2567.5211849397892,盎孟港-三官堂
32.4,20.23818181818182,300.88523863636357,2567.5711849397894,盎孟港-三官堂
32.45,20.27818181818182,301.89914772727263,2567.621184939789,盎孟港-三官堂
32.5,20.31818181818182,302.9150568181817,2567.6711849397893,盎孟港-三官堂
32.550000000000004,20.358181818181823,303.9329659090908,2567.7211849397895,盎孟港-三官堂
32.6,20.39818181818182,304.9528749999999,2567.7711849397892,盎孟港-三官堂
32.65,20.438181818181818,305.974784090909,2567.8211849397894,盎孟港-三官堂
32.7,20.47818181818182,306.9986931818181,2567.871184939789,盎孟港-三官堂
32.75,20.51818181818182,308.0246022727272,2567.9211849397893,盎孟港-三官堂
32.800000000000004,20.558181818181822,309.05251136363626,2567.9711849397895,盎孟港-三官堂
32.85,20.59818181818182,310.08242045454534,2568.0211849397892,盎孟港-三官堂
32.9,20.63818181818182,311.11432954545444,2568.0711849397894,盎孟港-三官堂
32.95,20.67818181818182,312.14823863636354,2568.121184939789,盎孟港-三官堂
33.0,20.71818181818182,313.18414772727266,2568.1711849397893,盎孟港-三官堂
33.050000000000004,20.758181818181825,314.2220568181817,2568.2211849397895,盎孟港-三官堂
