trip_no,comparison,primary,reference,primary_duration_s,reference_duration_s,duration_difference_s,primary_distance_km,reference_distance_km,primary_energy_kwh,reference_energy_kwh,energy_difference_kwh,energy_error_pct,error_formula,energy_profile_note,plot,max_mass_t,target_time_s,target_run_time_s,target_dwell_time_s
12,04_standard_dp_vs_real_history,OT Standard DP,Real History,3807.0,3807.15,-0.15000000000009095,36.5039,36.53232638888891,382.0965555555556,408.88309649177063,-26.786540936215033,-6.551149012038983,(OT Standard DP - Real History) / Real History * 100%,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip012\trip012_04_standard_dp_vs_real_history.png,216.72,3807.15,3023.15,784.0
12,05_dwell5_dp_vs_real_history,OT Dwell 5% DP,Real History,3807.0,3807.15,-0.15000000000009095,36.5041,36.53232638888891,377.4623611111111,408.88309649177063,-31.42073538065955,-7.68452783943636,(OT Dwell 5% DP - Real History) / Real History * 100%,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip012\trip012_05_dwell5_dp_vs_real_history.png,216.72,3807.15,3023.15,784.0
12,06_ot_history_vs_real_history,OT History,Real History,3807.0,3807.15,-0.15000000000009095,36.5039,36.53232638888891,391.54016666666666,408.88309649177063,-17.342929825103965,-4.241537489298733,(OT History - Real History) / Real History * 100%,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip012\trip012_06_ot_history_vs_real_history.png,216.72,3807.15,3023.15,784.0
12,07_energy_first_vs_standard_dp,OT Energy-first DP,OT Standard DP,3807.0,3807.0,0.0,36.504,36.5039,368.83983333333333,382.0965555555556,-13.256722222222265,-3.4694691772207777,(OT Energy-first DP - OT Standard DP) / OT Standard DP * 100%,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip012\trip012_07_energy_first_vs_standard_dp.png,216.72,3807.15,3023.15,784.0
12,08_energy_first_vs_dwell5_dp,OT Energy-first DP,OT Dwell 5% DP,3807.0,3807.0,0.0,36.504,36.5041,368.83983333333333,377.4623611111111,-8.622527777777748,-2.284341080365253,(OT Energy-first DP - OT Dwell 5% DP) / OT Dwell 5% DP * 100%,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip012\trip012_08_energy_first_vs_dwell5_dp.png,216.72,3807.15,3023.15,784.0
12,09_energy_first_vs_ot_history,OT Energy-first DP,OT History,3807.0,3807.0,0.0,36.504,36.5039,368.83983333333333,391.54016666666666,-22.700333333333333,-5.797702321728592,(OT Energy-first DP - OT History) / OT History * 100%,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip012\trip012_09_energy_first_vs_ot_history.png,216.72,3807.15,3023.15,784.0
14,01_standard_dp_vs_ot_history,OT Standard DP,OT History,3729.0,3729.0,0.0,36.504,36.5037,411.01502777777773,418.2296666666667,-7.214638888888942,-1.7250423544533207,(OT Standard DP - OT History) / OT History * 100%,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip014\trip014_01_standard_dp_vs_ot_history.png,218.52,3728.9,2948.9,780.0
14,02_dwell5_dp_vs_ot_history,OT Dwell 5% DP,OT History,3729.0,3729.0,0.0,36.504,36.5037,395.3040833333333,418.2296666666667,-22.92558333333335,-5.481577506457779,(OT Dwell 5% DP - OT History) / OT History * 100%,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip014\trip014_02_dwell5_dp_vs_ot_history.png,218.52,3728.9,2948.9,780.0
14,03_standard_dp_vs_dwell5_dp,OT Standard DP,OT Dwell 5% DP,3729.0,3729.0,0.0,36.504,36.504,411.01502777777773,395.3040833333333,15.710944444444408,3.9743946766156792,(OT Standard DP - OT Dwell 5% DP) / OT Dwell 5% DP * 100%,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip014\trip014_03_standard_dp_vs_dwell5_dp.png,218.52,3728.9,2948.9,780.0
14,04_standard_dp_vs_real_history,OT Standard DP,Real History,3729.0,3728.9000000000005,0.0999999999994543,36.504,36.528229305555556,411.01502777777773,445.96902558437466,-34.95399780659693,-7.837763566829563,(OT Standard DP - Real History) / Real History * 100%,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip014\trip014_04_standard_dp_vs_real_history.png,218.52,3728.9,2948.9,780.0
14,05_dwell5_dp_vs_real_history,OT Dwell 5% DP,Real History,3729.0,3728.9000000000005,0.0999999999994543,36.504,36.528229305555556,395.3040833333333,445.96902558437466,-50.66494225104134,-11.36064151196434,(OT Dwell 5% DP - Real History) / Real History * 100%,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip014\trip014_05_dwell5_dp_vs_real_history.png,218.52,3728.9,2948.9,780.0
14,06_ot_history_vs_real_history,OT History,Real History,3729.0,3728.9000000000005,0.0999999999994543,36.5037,36.528229305555556,418.2296666666667,445.96902558437466,-27.73935891770799,-6.220019177645751,(OT History - Real History) / Real History * 100%,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip014\trip014_06_ot_history_vs_real_history.png,218.52,3728.9,2948.9,780.0
14,07_energy_first_vs_standard_dp,OT Energy-first DP,OT Standard DP,3729.0,3729.0,0.0,36.5041,36.504,406.1755,411.01502777777773,-4.839527777777732,-1.177457623372911,(OT Energy-first DP - OT Standard DP) / OT Standard DP * 100%,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip014\trip014_07_energy_first_vs_standard_dp.png,218.52,3728.9,2948.9,780.0
14,08_energy_first_vs_dwell5_dp,OT Energy-first DP,OT Dwell 5% DP,3729.0,3729.0,0.0,36.5041,36.504,406.1755,395.3040833333333,10.871416666666676,2.7501402401400297,(OT Energy-first DP - OT Dwell 5% DP) / OT Dwell 5% DP * 100%,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip014\trip014_08_energy_first_vs_dwell5_dp.png,218.52,3728.9,2948.9,780.0
14,09_energy_first_vs_ot_history,OT Energy-first DP,OT History,3729.0,3729.0,0.0,36.5041,36.5037,406.1755,418.2296666666667,-12.054166666666674,-2.8821883351173097,(OT Energy-first DP - OT History) / OT History * 100%,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip014\trip014_09_energy_first_vs_ot_history.png,218.52,3728.9,2948.9,780.0
15,01_standard_dp_vs_ot_history,OT Standard DP,OT History,3812.0,3812.0,0.0,36.504,36.5041,384.1506666666666,385.4140277777778,-1.2633611111111804,-0.3277932353410888,(OT Standard DP - OT History) / OT History * 100%,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip015\trip015_01_standard_dp_vs_ot_history.png,216.52,3811.8,3023.8,788.0
15,02_dwell5_dp_vs_ot_history,OT Dwell 5% DP,OT History,3812.0,3812.0,0.0,36.504,36.5041,374.4191944444445,385.4140277777778,-10.994833333333304,-2.8527330457397646,(OT Dwell 5% DP - OT History) / OT History * 100%,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip015\trip015_02_dwell5_dp_vs_ot_history.png,216.52,3811.8,3023.8,788.0
15,03_standard_dp_vs_dwell5_dp,OT Standard DP,OT Dwell 5% DP,3812.0,3812.0,0.0,36.504,36.504,384.1506666666666,374.4191944444445,9.731472222222123,2.599084760240853,(OT Standard DP - OT Dwell 5% DP) / OT Dwell 5% DP * 100%,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip015\trip015_03_standard_dp_vs_dwell5_dp.png,216.52,3811.8,3023.8,788.0
15,04_standard_dp_vs_real_history,OT Standard DP,Real History,3812.0,3811.7999999999997,0.20000000000027285,36.504,36.528500000000015,384.1506666666666,403.27332024916643,-19.122653582499822,-4.741859335173649,(OT Standard DP - Real History) / Real History * 100%,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip015\trip015_04_standard_dp_vs_real_history.png,216.52,3811.8,3023.8,788.0
15,05_dwell5_dp_vs_real_history,OT Dwell 5% DP,Real History,3812.0,3811.7999999999997,0.20000000000027285,36.504,36.528500000000015,374.4191944444445,403.27332024916643,-28.854125804721946,-7.1549800980868605,(OT Dwell 5% DP - Real History) / Real History * 100%,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip015\trip015_05_dwell5_dp_vs_real_history.png,216.52,3811.8,3023.8,788.0
15,06_ot_history_vs_real_history,OT History,Real History,3812.0,3811.7999999999997,0.20000000000027285,36.5041,36.528500000000015,385.4140277777778,403.27332024916643,-17.859292471388642,-4.428582694326047,(OT History - Real History) / Real History * 100%,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip015\trip015_06_ot_history_vs_real_history.png,216.52,3811.8,3023.8,788.0
15,07_energy_first_vs_standard_dp,OT Energy-first DP,OT Standard DP,3812.0,3812.0,0.0,36.504,36.504,373.52241666666663,384.1506666666666,-10.62824999999998,-2.7666878967627238,(OT Energy-first DP - OT Standard DP) / OT Standard DP * 100%,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip015\trip015_07_energy_first_vs_standard_dp.png,216.52,3811.8,3023.8,788.0
15,08_energy_first_vs_dwell5_dp,OT Energy-first DP,OT Dwell 5% DP,3812.0,3812.0,0.0,36.504,36.504,373.52241666666663,374.4191944444445,-0.8967777777778565,-0.23951170001005875,(OT Energy-first DP - OT Dwell 5% DP) / OT Dwell 5% DP * 100%,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip015\trip015_08_energy_first_vs_dwell5_dp.png,216.52,3811.8,3023.8,788.0
15,09_energy_first_vs_ot_history,OT Energy-first DP,OT History,3812.0,3812.0,0.0,36.504,36.5041,373.52241666666663,385.4140277777778,-11.89161111111116,-3.0854121163352235,(OT Energy-first DP - OT History) / OT History * 100%,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip015\trip015_09_energy_first_vs_ot_history.png,216.52,3811.8,3023.8,788.0
42,01_standard_dp_vs_ot_history,OT Standard DP,OT History,3743.0,3743.0,0.0,36.504,36.5042,429.8438888888889,432.63180555555556,-2.7879166666666606,-0.6444086243466572,(OT Standard DP - OT History) / OT History * 100%,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip042\trip042_01_standard_dp_vs_ot_history.png,247.7,3738.55,2965.55,773.0
42,02_dwell5_dp_vs_ot_history,OT Dwell 5% DP,OT History,3743.0,3743.0,0.0,36.5041,36.5042,407.01613888888886,432.63180555555556,-25.615666666666698,-5.920893086853114,(OT Dwell 5% DP - OT History) / OT History * 100%,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip042\trip042_02_dwell5_dp_vs_ot_history.png,247.7,3738.55,2965.55,773.0
42,03_standard_dp_vs_dwell5_dp,OT Standard DP,OT Dwell 5% DP,3743.0,3743.0,0.0,36.504,36.5041,429.8438888888889,407.01613888888886,22.827750000000037,5.608561385874621,(OT Standard DP - OT Dwell 5% DP) / OT Dwell 5% DP * 100%,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip042\trip042_03_standard_dp_vs_dwell5_dp.png,247.7,3738.55,2965.55,773.0
42,04_standard_dp_vs_real_history,OT Standard DP,Real History,3743.0,3738.5499999999997,4.450000000000273,36.504,37.090877916666656,429.8438888888889,454.399631188125,-24.5557422992361,-5.403996969590372,(OT Standard DP - Real History) / Real History * 100%,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip042\trip042_04_standard_dp_vs_real_history.png,247.7,3738.55,2965.55,773.0
42,05_dwell5_dp_vs_real_history,OT Dwell 5% DP,Real History,3743.0,3738.5499999999997,4.450000000000273,36.5041,37.090877916666656,407.01613888888886,454.399631188125,-47.38349229923614,-10.42771363509734,(OT Dwell 5% DP - Real History) / Real History * 100%,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip042\trip042_05_dwell5_dp_vs_real_history.png,247.7,3738.55,2965.55,773.0
42,06_ot_history_vs_real_history,OT History,Real History,3743.0,3738.5499999999997,4.450000000000273,36.5042,37.090877916666656,432.63180555555556,454.399631188125,-21.76782563256944,-4.7904584727881065,(OT History - Real History) / Real History * 100%,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip042\trip042_06_ot_history_vs_real_history.png,247.7,3738.55,2965.55,773.0
42,07_energy_first_vs_standard_dp,OT Energy-first DP,OT Standard DP,3743.0,3743.0,0.0,36.504,36.504,412.4144444444444,429.8438888888889,-17.42944444444447,-4.0548312759541965,(OT Energy-first DP - OT Standard DP) / OT Standard DP * 100%,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip042\trip042_07_energy_first_vs_standard_dp.png,247.7,3738.55,2965.55,773.0
42,08_energy_first_vs_dwell5_dp,OT Energy-first DP,OT Dwell 5% DP,3743.0,3743.0,0.0,36.504,36.5041,412.4144444444444,407.01613888888886,5.398305555555567,1.3263124087148905,(OT Energy-first DP - OT Dwell 5% DP) / OT Dwell 5% DP * 100%,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip042\trip042_08_energy_first_vs_dwell5_dp.png,247.7,3738.55,2965.55,773.0
42,09_energy_first_vs_ot_history,OT Energy-first DP,OT History,3743.0,3743.0,0.0,36.504,36.5042,412.4144444444444,432.63180555555556,-20.21736111111113,-4.673110217855899,(OT Energy-first DP - OT History) / OT History * 100%,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip042\trip042_09_energy_first_vs_ot_history.png,247.7,3738.55,2965.55,773.0
62,01_standard_dp_vs_ot_history,OT Standard DP,OT History,3741.0,3741.0,0.0,36.504,36.504,418.62325,425.3410555555555,-6.717805555555515,-1.579392693889169,(OT Standard DP - OT History) / OT History * 100%,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip062\trip062_01_standard_dp_vs_ot_history.png,231.7,3740.7,2959.7,781.0
62,02_dwell5_dp_vs_ot_history,OT Dwell 5% DP,OT History,3741.0,3741.0,0.0,36.504,36.504,398.66277777777776,425.3410555555555,-26.678277777777737,-6.272208485243009,(OT Dwell 5% DP - OT History) / OT History * 100%,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip062\trip062_02_dwell5_dp_vs_ot_history.png,231.7,3740.7,2959.7,781.0
62,03_standard_dp_vs_dwell5_dp,OT Standard DP,OT Dwell 5% DP,3741.0,3741.0,0.0,36.504,36.504,418.62325,398.66277777777776,19.960472222222222,5.006856254171933,(OT Standard DP - OT Dwell 5% DP) / OT Dwell 5% DP * 100%,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip062\trip062_03_standard_dp_vs_dwell5_dp.png,231.7,3740.7,2959.7,781.0
62,04_standard_dp_vs_real_history,OT Standard DP,Real History,3741.0,3740.699999999999,0.3000000000010914,36.504,36.53715986111113,418.62325,450.4499717090417,-31.826721709041692,-7.06553972870476,(OT Standard DP - Real History) / Real History * 100%,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip062\trip062_04_standard_dp_vs_real_history.png,231.7,3740.7,2959.7,781.0
62,05_dwell5_dp_vs_real_history,OT Dwell 5% DP,Real History,3741.0,3740.699999999999,0.3000000000010914,36.504,36.53715986111113,398.66277777777776,450.4499717090417,-51.787193931263914,-11.496769271575118,(OT Dwell 5% DP - Real History) / Real History * 100%,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip062\trip062_05_dwell5_dp_vs_real_history.png,231.7,3740.7,2959.7,781.0
62,06_ot_history_vs_real_history,OT History,Real History,3741.0,3740.699999999999,0.3000000000010914,36.504,36.53715986111113,425.3410555555555,450.4499717090417,-25.108916153486177,-5.57418531035112,(OT History - Real History) / Real History * 100%,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip062\trip062_06_ot_history_vs_real_history.png,231.7,3740.7,2959.7,781.0
62,07_energy_first_vs_standard_dp,OT Energy-first DP,OT Standard DP,3741.0,3741.0,0.0,36.5041,36.504,407.6003611111111,418.62325,-11.022888888888872,-2.6331286876419004,(OT Energy-first DP - OT Standard DP) / OT Standard DP * 100%,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip062\trip062_07_energy_first_vs_standard_dp.png,231.7,3740.7,2959.7,781.0
62,08_energy_first_vs_dwell5_dp,OT Energy-first DP,OT Dwell 5% DP,3741.0,3741.0,0.0,36.5041,36.504,407.6003611111111,398.66277777777776,8.93758333333335,2.241890598152439,(OT Energy-first DP - OT Dwell 5% DP) / OT Dwell 5% DP * 100%,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip062\trip062_08_energy_first_vs_dwell5_dp.png,231.7,3740.7,2959.7,781.0
62,09_energy_first_vs_ot_history,OT Energy-first DP,OT History,3741.0,3741.0,0.0,36.5041,36.504,407.6003611111111,425.3410555555555,-17.740694444444387,-4.170933939417754,(OT Energy-first DP - OT History) / OT History * 100%,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip062\trip062_09_energy_first_vs_ot_history.png,231.7,3740.7,2959.7,781.0
67,01_standard_dp_vs_ot_history,OT Standard DP,OT History,3743.0,3743.0,0.0,36.504,36.5039,429.8438888888889,428.69147222222216,1.1524166666667384,0.26882192470331123,(OT Standard DP - OT History) / OT History * 100%,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip067\trip067_01_standard_dp_vs_ot_history.png,249.6,3742.8,2968.8,774.0
67,02_dwell5_dp_vs_ot_history,OT Dwell 5% DP,OT History,3743.0,3743.0,0.0,36.504,36.5039,406.16491666666667,428.69147222222216,-22.52655555555549,-5.254724438250157,(OT Dwell 5% DP - OT History) / OT History * 100%,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip067\trip067_02_dwell5_dp_vs_ot_history.png,249.6,3742.8,2968.8,774.0
67,03_standard_dp_vs_dwell5_dp,OT Standard DP,OT Dwell 5% DP,3743.0,3743.0,0.0,36.504,36.504,429.8438888888889,406.16491666666667,23.678972222222228,5.829891073939111,(OT Standard DP - OT Dwell 5% DP) / OT Dwell 5% DP * 100%,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip067\trip067_03_standard_dp_vs_dwell5_dp.png,249.6,3742.8,2968.8,774.0
67,04_standard_dp_vs_real_history,OT Standard DP,Real History,3743.0,3742.799999999999,0.20000000000118234,36.504,36.53964597222223,429.8438888888889,450.9378586497154,-21.093969760826496,-4.677799691511843,(OT Standard DP - Real History) / Real History * 100%,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip067\trip067_04_standard_dp_vs_real_history.png,249.6,3742.8,2968.8,774.0
67,05_dwell5_dp_vs_real_history,OT Dwell 5% DP,Real History,3743.0,3742.799999999999,0.20000000000118234,36.504,36.53964597222223,406.16491666666667,450.9378586497154,-44.772941983048725,-9.92884964618328,(OT Dwell 5% DP - Real History) / Real History * 100%,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip067\trip067_05_dwell5_dp_vs_real_history.png,249.6,3742.8,2968.8,774.0
67,06_ot_history_vs_real_history,OT History,Real History,3743.0,3742.799999999999,0.20000000000118234,36.5039,36.53964597222223,428.69147222222216,450.9378586497154,-22.246386427493235,-4.933359663814352,(OT History - Real History) / Real History * 100%,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip067\trip067_06_ot_history_vs_real_history.png,249.6,3742.8,2968.8,774.0
67,07_energy_first_vs_standard_dp,OT Energy-first DP,OT Standard DP,3743.0,3743.0,0.0,36.504,36.504,411.5632777777778,429.8438888888889,-18.280611111111114,-4.252848902508534,(OT Energy-first DP - OT Standard DP) / OT Standard DP * 100%,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip067\trip067_07_energy_first_vs_standard_dp.png,249.6,3742.8,2968.8,774.0
67,08_energy_first_vs_dwell5_dp,OT Energy-first DP,OT Dwell 5% DP,3743.0,3743.0,0.0,36.504,36.504,411.5632777777778,406.16491666666667,5.3983611111111145,1.3291057128751143,(OT Energy-first DP - OT Dwell 5% DP) / OT Dwell 5% DP * 100%,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip067\trip067_08_energy_first_vs_dwell5_dp.png,249.6,3742.8,2968.8,774.0
67,09_energy_first_vs_ot_history,OT Energy-first DP,OT History,3743.0,3743.0,0.0,36.504,36.5039,411.5632777777778,428.69147222222216,-17.128194444444375,-3.99545956807967,(OT Energy-first DP - OT History) / OT History * 100%,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip067\trip067_09_energy_first_vs_ot_history.png,249.6,3742.8,2968.8,774.0
