站间区间,趟次,segment,日期+服务号,服务号,车底号,方向,时段,开始时刻(s),结束时刻(s),历史运行时间(s),历史停站时间(s),历史累计用时含停站(s),区间距离(m),站间距(m),平均速度(km/h),最高速度(km/h),速度点平均(km/h),速度采样点数,巡航平均速度(km/h),巡航点数,P95速度(km/h),P99速度(km/h),历史实测能耗(Wh),平均重量(t),运行等级,是否晚上八点后,曲线质量标签,源文件
布政-张家潭,119,118,07/3073118,73118,5012,UP,工作日高峰,0.0,117.95,117.95,30.0,147.95,1450.97,1428.0,44.29,65.13,44.27,2360,63.68,1104,64.01,64.84,13795.62,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_布政-张家潭.xlsx
张家潭-同德路,119,118,07/3073118,73118,5012,UP,工作日高峰,0.0,152.8,152.8,30.0,182.8,2053.86,2017.0,48.39,63.76,48.37,3057,63.04,1821,63.64,63.69,17424.45,216.14,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx
同德路-石碶,119,118,07/3073118,73118,5012,UP,工作日高峰,0.0,105.05,105.05,30.0,135.05,1353.36,1332.0,46.38,78.37,46.36,2102,77.73,614,78.29,78.33,15552.04,217.12,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx
石碶-雅渡,119,118,07/3073118,73118,5012,UP,工作日高峰,0.0,82.65,82.65,30.0,112.65,840.41,827.0,36.61,73.07,36.58,1654,71.8,231,72.92,73.02,12435.25,224.4,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_石碶-雅渡.xlsx
雅渡-庙堰,119,118,07/3073118,73118,5012,UP,工作日高峰,0.0,130.3,130.3,30.0,160.3,1889.96,1860.0,52.22,78.21,52.2,2607,77.58,1134,78.01,78.09,22904.52,229.9,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_雅渡-庙堰.xlsx
庙堰-钟公庙,119,118,07/3073118,73118,5012,UP,工作日高峰,0.0,93.8,93.8,30.0,123.8,1104.53,1086.0,42.39,78.31,42.37,1877,74.67,436,75.28,78.17,16693.44,232.9,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_庙堰-钟公庙.xlsx
钟公庙-鄞州区政府,119,118,07/3073118,73118,5012,UP,工作日高峰,0.0,90.3,90.3,30.0,120.3,999.31,984.0,39.84,68.74,39.82,1807,67.33,518,67.8,68.64,11220.8,234.5,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_钟公庙-鄞州区政府.xlsx
鄞州区政府-钱湖南路,119,118,07/3073118,73118,5012,UP,工作日高峰,0.0,129.45,129.45,30.0,159.45,1840.34,1811.0,51.18,76.24,51.16,2590,75.18,1145,75.67,76.06,18731.72,237.4,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_鄞州区政府-钱湖南路.xlsx
钱湖南路-南高教园区,119,118,07/3073118,73118,5012,UP,工作日高峰,0.0,96.7,96.7,30.0,126.7,1187.98,1155.0,44.23,78.51,44.2,1935,77.6,466,78.35,78.45,16287.65,239.0,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_钱湖南路-南高教园区.xlsx
南高教园区-下应路,119,118,07/3073118,73118,5012,UP,工作日高峰,0.0,111.1,111.1,30.0,141.1,1474.7,1452.0,47.79,78.49,47.76,2223,77.18,732,77.68,78.34,23050.58,242.9,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_南高教园区-下应路.xlsx
