run_id,travel_time_raw_real_s,travel_time_generated_s,rmse_speed_mps,mae_speed_mps,corr_speed_shape,peak_speed_real_mps,peak_speed_generated_mps,peak_speed_gap_mps
07/0850704|50704|5012|UP,86.45,87.0,1.24355,0.874936,0.979907,21.90014,19.932651,-1.96749
07/0850712|50712|5012|UP,86.75,87.0,1.264904,0.886528,0.97828,21.874444,19.932651,-1.941793
07/0850714|50714|5012|UP,86.45,87.0,1.239094,0.880774,0.980036,21.879866,19.932651,-1.947216
07/0951902|51902|5012|UP,86.4,87.0,1.287258,0.909218,0.977818,21.932856,19.932651,-2.000205
07/0951904|51904|5012|UP,86.5,87.0,1.254266,0.885357,0.979769,21.917726,19.932651,-1.985076
07/0951912|51912|5012|UP,86.15,87.0,1.234418,0.881122,0.980687,21.92696,19.932651,-1.994309
07/1050304|50304|5012|UP,86.45,87.0,1.253417,0.885998,0.979183,21.874968,19.932651,-1.942317
07/1053002|53002|5012|UP,86.45,87.0,1.150681,0.833255,0.982479,21.783715,19.932651,-1.851064
07/1251004|51004|5012|UP,86.0,87.0,1.167577,0.843035,0.98451,21.9,19.932651,-1.967349
07/1251012|51012|5012|UP,86.25,87.0,1.165211,0.832206,0.983453,21.897187,19.932651,-1.964537
