站间区间,选定等级,规划用时(s),停站时间(s),历史停站时间(s),停站偏差(s),历史用时(s),规划能耗(Wh),历史能耗(Wh),历史模型回放能耗(Wh),能耗对比基准,节能量(Wh),曲线来源,父等级,支持等级,真实样本数,父等级真实样本数,样本可靠性,规划阶段,MASS,全局趟次ID,历史segment,历史来源run_id
布政-张家潭,class3,115.0,29.0,29.0,0.0,116.3,12947.63,12741.01,12627.01,历史原始实测能耗,-206.62,real,class3,class3,80,80,strong,allow_extrapolated,215.24,UP012_20240702_141702_R603,11.0,603.0
张家潭-同德路,class3,151.0,29.0,29.0,0.0,151.5,17915.88,17587.78,17616.87,历史原始实测能耗,-328.1,real,class3,class3,54,54,strong,allow_extrapolated,215.24,UP012_20240702_141702_R603,11.0,604.0
同德路-石碶,class3,109.0,35.0,35.0,0.0,110.95,13094.43,11959.92,11699.46,历史原始实测能耗,-1134.51,real,class3,class3,60,60,strong,allow_extrapolated,215.24,UP012_20240702_141702_R603,11.0,605.0
石碶-雅渡,class2,80.0,30.0,30.0,0.0,81.25,11046.12,11841.74,11740.73,历史原始实测能耗,795.62,real,class2,class2,38,38,strong,allow_extrapolated,215.34,UP012_20240702_141702_R603,11.0,606.0
雅渡-庙堰,class2,129.0,29.0,29.0,0.0,132.75,20522.53,20254.03,19413.82,历史原始实测能耗,-268.5,real,class2,class2,32,32,strong,allow_extrapolated,215.54,UP012_20240702_141702_R603,11.0,607.0
庙堰-钟公庙,class3,96.0,30.0,30.0,0.0,96.7,12482.54,13489.83,13479.27,历史原始实测能耗,1007.29,real,class3,class3,84,84,strong,allow_extrapolated,215.54,UP012_20240702_141702_R603,11.0,608.0
钟公庙-鄞州区政府,class3,90.0,39.0,39.0,0.0,90.65,10332.24,10015.27,9966.49,历史原始实测能耗,-316.97,real,class3,class3,108,108,strong,allow_extrapolated,215.54,UP012_20240702_141702_R603,11.0,609.0
鄞州区政府-钱湖南路,class3,132.1,30.0,30.0,0.0,131.65,16051.29,16319.98,15768.05,历史原始实测能耗,268.69,real,class3,class3,62,62,strong,allow_extrapolated,215.64,UP012_20240702_141702_R603,11.0,610.0
钱湖南路-南高教园区,class3,100.0,35.0,35.0,0.0,99.95,13575.18,13765.64,13411.53,历史原始实测能耗,190.46,real,class3,class3,63,63,strong,allow_extrapolated,215.54,UP012_20240702_141702_R603,11.0,611.0
南高教园区-下应路,class3,114.0,30.0,30.0,0.0,113.7,18386.62,19336.95,19005.81,历史原始实测能耗,950.33,real,class3,class3,63,63,strong,allow_extrapolated,215.54,UP012_20240702_141702_R603,11.0,612.0
