趟次,场景,场景名称,区间序号,区间,选定等级,规划用时(s),生成曲线用时(s),曲线与规划时间差(s),重量(t),代码规划能耗(kWh),Simu物理机械能耗(kWh),Simu-代码(kWh),Simu相对代码误差(%)
1,standard_dp,规划后：标准 DP,13,泗港-曹隘,class4,137.0,137.0,0.0,219.1,23.32885,24.097809065453355,0.7689590654533554,3.2961721878847667
1,standard_dp,规划后：标准 DP,14,曹隘-柳隘,class4,113.0,112.95,-0.04999999999999716,218.7,16.21244,16.685772941296957,0.473332941296956,2.919566341013173
1,standard_dp,规划后：标准 DP,15,柳隘-海晏北路,class3,92.0,91.95,-0.04999999999999716,218.8,11.659180000000001,11.922867952848447,0.26368795284844637,2.261633775689597
1,standard_dp,规划后：标准 DP,16,海晏北路-民安东路,class3,85.0,85.0,0.0,216.8,14.76765,14.612551680900715,-0.1550983190992845,-1.0502572792508253
1,standard_dp,规划后：标准 DP,17,民安东路-会展中心,class3,79.0,78.95,-0.04999999999999716,216.14,11.576690000000001,11.650791717706015,0.07410171770601437,0.6400941694561603
1,standard_dp,规划后：标准 DP,18,会展中心-院士路,class3,115.0,115.0,0.0,216.34,14.93193,15.365923108385697,0.4339931083856978,2.906476981781309
1,standard_dp,规划后：标准 DP,19,院士路-盎孟港,class3,91.0,90.95,-0.04999999999999716,216.34,17.85644,17.205782295251808,-0.6506577047481912,-3.643826567603572
1,standard_dp,规划后：标准 DP,20,盎孟港-三官堂,class3,138.9,138.95000000000002,0.05000000000001137,216.24,17.11504,16.663511365969647,-0.45152863403035326,-2.6381979477135507
1,standard_dp,规划后：标准 DP,21,三官堂-兴庄路,class2,99.0,99.0,0.0,215.94,11.55804,11.86841235809395,0.31037235809395014,2.685337289834177
1,standard_dp,规划后：标准 DP,22,兴庄路-兴海南路,class2,87.0,86.95,-0.04999999999999716,215.34,15.81673,17.696433105168055,1.8797031051680548,11.884271307457704
1,standard_dp,规划后：标准 DP,23,兴海南路-梅堰,class3,82.0,81.95,-0.04999999999999716,215.44,11.31093,11.72448509605526,0.41355509605525853,3.6562430857167225
1,standard_dp,规划后：标准 DP,24,梅堰-永茂路,class3,313.0,313.0,0.0,215.34,29.923509999999997,28.85254529436371,-1.0709647056362854,-3.579007628571266
1,standard_dp,规划后：标准 DP,25,永茂路-镇海大道,class2,141.0,141.0,0.0,215.34,17.12426,17.180214522093657,0.05595452209365703,0.3267558545225139
1,standard_dp,规划后：标准 DP,26,镇海大道-骆驼桥,class2,116.0,116.0,0.0,215.34,20.05162,18.996406844906787,-1.0552131550932131,-5.262483306053142
1,energy_first,规划后：Energy First,1,布政-张家潭,class3,115.0,115.0,0.0,215.24,12.947629999999998,12.909928848727692,-0.03770115127230689,-0.2911818709084743
