趟次,场景,场景名称,区间序号,区间,选定等级,规划用时(s),生成曲线用时(s),曲线与规划时间差(s),重量(t),代码规划能耗(kWh),Simu物理机械能耗(kWh),Simu-代码(kWh),Simu相对代码误差(%)
1,energy_first,规划后：Energy First,2,张家潭-同德路,class4,158.9,158.95000000000002,0.05000000000001137,215.24,16.531830000000003,16.405734538180624,-0.12609546181937858,-0.7627435185298818
1,energy_first,规划后：Energy First,3,同德路-石碶,class3,109.0,108.95,-0.04999999999999716,215.44,13.15526,13.035563276010295,-0.11969672398970488,-0.9098772961515385
1,energy_first,规划后：Energy First,4,石碶-雅渡,class2,80.0,80.0,0.0,215.74,11.129100000000001,10.773650286544957,-0.3554497134550445,-3.193876534985259
1,energy_first,规划后：Energy First,5,雅渡-庙堰,class3,131.9,131.95000000000002,0.05000000000001137,215.84,19.88385,20.007870992668867,0.12402099266886779,0.6237272594033237
1,energy_first,规划后：Energy First,6,庙堰-钟公庙,class3,96.0,95.95,-0.04999999999999716,216.34,12.61624,12.78329845011734,0.16705845011733977,1.3241540278033692
1,energy_first,规划后：Energy First,7,钟公庙-鄞州区政府,class3,90.0,90.0,0.0,217.1,10.446309999999999,11.227449377299198,0.7811393772991995,7.477658400901367
1,energy_first,规划后：Energy First,8,鄞州区政府-钱湖南路,class2,128.0,127.95,-0.04999999999999716,217.0,18.69662,17.736372950472862,-0.9602470495271369,-5.1359392741957475
1,energy_first,规划后：Energy First,9,钱湖南路-南高教园区,class3,100.0,100.05,0.04999999999999716,217.11,13.74264,14.04964062218923,0.3070006221892303,2.2339275582364837
1,energy_first,规划后：Energy First,10,南高教园区-下应路,class3,114.0,114.0,0.0,217.9,18.65231,18.108948486430968,-0.5433615135690317,-2.9131057416965067
1,energy_first,规划后：Energy First,11,下应路-大洋江,class2,101.0,101.0,0.0,218.5,13.61722,13.689386405352716,0.07216640535271601,0.52996430514243
1,energy_first,规划后：Energy First,12,大洋江-泗港,class3,92.0,92.0,0.0,219.2,10.96347,11.333779374270767,0.37030937427076793,3.377665777995178
1,energy_first,规划后：Energy First,13,泗港-曹隘,class4,137.0,137.0,0.0,219.1,23.32885,24.097809065453355,0.7689590654533554,3.2961721878847667
1,energy_first,规划后：Energy First,14,曹隘-柳隘,class3,108.0,108.0,0.0,218.7,20.21259,21.2028978266558,0.9903078266558012,4.899460319809591
1,energy_first,规划后：Energy First,15,柳隘-海晏北路,class3,92.0,91.95,-0.04999999999999716,218.8,11.659180000000001,11.922867952848447,0.26368795284844637,2.261633775689597
1,energy_first,规划后：Energy First,16,海晏北路-民安东路,class4,89.0,88.95,-0.04999999999999716,216.8,12.38838,11.609649022426927,-0.7787309775730726,-6.28597909955194
1,energy_first,规划后：Energy First,17,民安东路-会展中心,class4,83.0,83.0,0.0,216.14,6.86058,8.161079943967321,1.3004999439673215,18.95612242649049
1,energy_first,规划后：Energy First,18,会展中心-院士路,class3,115.0,115.0,0.0,216.34,14.93193,15.365923108385697,0.4339931083856978,2.906476981781309
1,energy_first,规划后：Energy First,19,院士路-盎孟港,class3,91.0,90.95,-0.04999999999999716,216.34,17.85644,17.205782295251808,-0.6506577047481912,-3.643826567603572
1,energy_first,规划后：Energy First,20,盎孟港-三官堂,class3,138.9,138.95000000000002,0.05000000000001137,216.24,17.11504,16.663511365969647,-0.45152863403035326,-2.6381979477135507
1,energy_first,规划后：Energy First,21,三官堂-兴庄路,class1,94.0,94.05,0.04999999999999716,215.94,13.11494,14.481066527788032,1.3661265277880315,10.41656711954482
1,energy_first,规划后：Energy First,22,兴庄路-兴海南路,class2,87.0,86.95,-0.04999999999999716,215.34,15.81673,17.696433105168055,1.8797031051680548,11.884271307457704
1,energy_first,规划后：Energy First,23,兴海南路-梅堰,class3,82.0,81.95,-0.04999999999999716,215.44,11.31093,11.72448509605526,0.41355509605525853,3.6562430857167225
1,energy_first,规划后：Energy First,24,梅堰-永茂路,class3,313.0,313.0,0.0,215.34,29.923509999999997,28.85254529436371,-1.0709647056362854,-3.579007628571266
1,energy_first,规划后：Energy First,25,永茂路-镇海大道,class2,141.0,141.0,0.0,215.34,17.12426,17.180214522093657,0.05595452209365703,0.3267558545225139
1,energy_first,规划后：Energy First,26,镇海大道-骆驼桥,class2,116.0,116.0,0.0,215.34,20.05162,18.996406844906787,-1.0552131550932131,-5.262483306053142
1,dwell5_dp,规划后：历史停站时间放宽 5% DP,1,布政-张家潭,class3,115.0,115.0,0.0,215.24,12.947629999999998,12.909928848727692,-0.03770115127230689,-0.2911818709084743
1,dwell5_dp,规划后：历史停站时间放宽 5% DP,2,张家潭-同德路,class2,148.0,148.0,0.0,215.24,17.599220000000003,17.07919670196743,-0.520023298032573,-2.9548087814833432
1,dwell5_dp,规划后：历史停站时间放宽 5% DP,3,同德路-石碶,class3,109.0,108.95,-0.04999999999999716,215.44,13.15526,13.035563276010295,-0.11969672398970488,-0.9098772961515385
1,dwell5_dp,规划后：历史停站时间放宽 5% DP,4,石碶-雅渡,class2,80.0,80.0,0.0,215.74,11.129100000000001,10.773650286544957,-0.3554497134550445,-3.193876534985259
1,dwell5_dp,规划后：历史停站时间放宽 5% DP,5,雅渡-庙堰,class4,139.0,139.0,0.0,215.84,18.20035,19.724602978133493,1.524252978133493,8.374855308461063
1,dwell5_dp,规划后：历史停站时间放宽 5% DP,6,庙堰-钟公庙,class3,96.0,95.95,-0.04999999999999716,216.34,12.61624,12.78329845011734,0.16705845011733977,1.3241540278033692
1,dwell5_dp,规划后：历史停站时间放宽 5% DP,7,钟公庙-鄞州区政府,class4,95.0,94.95,-0.04999999999999716,217.1,8.06265,9.032901224848526,0.9702512248485267,12.03389983254298
1,dwell5_dp,规划后：历史停站时间放宽 5% DP,8,鄞州区政府-钱湖南路,class3,132.1,132.05,-0.04999999999998295,217.0,16.2481,15.57994826379219,-0.6681517362078111,-4.112183801230981
1,dwell5_dp,规划后：历史停站时间放宽 5% DP,9,钱湖南路-南高教园区,class3,100.0,100.05,0.04999999999999716,217.11,13.74264,14.04964062218923,0.3070006221892303,2.2339275582364837
1,dwell5_dp,规划后：历史停站时间放宽 5% DP,10,南高教园区-下应路,class3,114.0,114.0,0.0,217.9,18.65231,18.108948486430968,-0.5433615135690317,-2.9131057416965067
1,dwell5_dp,规划后：历史停站时间放宽 5% DP,11,下应路-大洋江,class3,106.0,106.0,0.0,218.5,11.565610000000001,11.492737478798443,-0.07287252120155863,-0.6300793576954317
1,dwell5_dp,规划后：历史停站时间放宽 5% DP,12,大洋江-泗港,class3,92.0,92.0,0.0,219.2,10.96347,11.333779374270767,0.37030937427076793,3.377665777995178
1,dwell5_dp,规划后：历史停站时间放宽 5% DP,13,泗港-曹隘,class4,137.0,137.0,0.0,219.1,23.32885,24.097809065453355,0.7689590654533554,3.2961721878847667
1,dwell5_dp,规划后：历史停站时间放宽 5% DP,14,曹隘-柳隘,class4,113.0,112.95,-0.04999999999999716,218.7,16.21244,16.685772941296957,0.473332941296956,2.919566341013173
1,dwell5_dp,规划后：历史停站时间放宽 5% DP,15,柳隘-海晏北路,class3,92.0,91.95,-0.04999999999999716,218.8,11.659180000000001,11.922867952848447,0.26368795284844637,2.261633775689597
1,dwell5_dp,规划后：历史停站时间放宽 5% DP,16,海晏北路-民安东路,class3,85.0,85.0,0.0,216.8,14.76765,14.612551680900715,-0.1550983190992845,-1.0502572792508253
1,dwell5_dp,规划后：历史停站时间放宽 5% DP,17,民安东路-会展中心,class3,79.0,78.95,-0.04999999999999716,216.14,11.576690000000001,11.650791717706015,0.07410171770601437,0.6400941694561603
1,dwell5_dp,规划后：历史停站时间放宽 5% DP,18,会展中心-院士路,class3,115.0,115.0,0.0,216.34,14.93193,15.365923108385697,0.4339931083856978,2.906476981781309
1,dwell5_dp,规划后：历史停站时间放宽 5% DP,19,院士路-盎孟港,class3,91.0,90.95,-0.04999999999999716,216.34,17.85644,17.205782295251808,-0.6506577047481912,-3.643826567603572
1,dwell5_dp,规划后：历史停站时间放宽 5% DP,20,盎孟港-三官堂,class2,132.0,132.0,0.0,216.24,17.622709999999998,17.235716824934514,-0.38699317506548425,-2.1959912809408104
1,dwell5_dp,规划后：历史停站时间放宽 5% DP,21,三官堂-兴庄路,class3,104.0,104.05,0.04999999999999716,215.94,10.50975,10.878481761068558,0.3687317610685579,3.508473189833801
1,dwell5_dp,规划后：历史停站时间放宽 5% DP,22,兴庄路-兴海南路,class2,87.0,86.95,-0.04999999999999716,215.34,15.81673,17.696433105168055,1.8797031051680548,11.884271307457704
1,dwell5_dp,规划后：历史停站时间放宽 5% DP,23,兴海南路-梅堰,class3,82.0,81.95,-0.04999999999999716,215.44,11.31093,11.72448509605526,0.41355509605525853,3.6562430857167225
1,dwell5_dp,规划后：历史停站时间放宽 5% DP,24,梅堰-永茂路,class4,329.0,329.0,0.0,215.34,26.368470000000002,25.671523487328482,-0.69694651267152,-2.6431056207338535
1,dwell5_dp,规划后：历史停站时间放宽 5% DP,25,永茂路-镇海大道,class2,141.0,141.0,0.0,215.34,17.12426,17.180214522093657,0.05595452209365703,0.3267558545225139
1,dwell5_dp,规划后：历史停站时间放宽 5% DP,26,镇海大道-骆驼桥,class4,128.0,128.0,0.0,215.34,17.274169999999998,16.418124325351762,-0.8560456746482359,-4.955639979508341
3,standard_dp,规划后：标准 DP,1,布政-张家潭,class3,115.0,115.0,0.0,215.24,12.947629999999998,12.909928848727692,-0.03770115127230689,-0.2911818709084743
3,standard_dp,规划后：标准 DP,2,张家潭-同德路,class2,148.0,148.0,0.0,215.24,17.599220000000003,17.07919670196743,-0.520023298032573,-2.9548087814833432
3,standard_dp,规划后：标准 DP,3,同德路-石碶,class3,109.0,108.95,-0.04999999999999716,215.34,13.125729999999999,13.029727093769777,-0.0960029062302219,-0.7314100338055247
3,standard_dp,规划后：标准 DP,4,石碶-雅渡,class2,80.0,80.0,0.0,215.34,11.04612,10.75397939942932,-0.29214060057068103,-2.644734989033987
3,standard_dp,规划后：标准 DP,5,雅渡-庙堰,class4,139.0,139.0,0.0,215.34,18.15536,19.68055085885162,1.5251908588516194,8.4007745307811
3,standard_dp,规划后：标准 DP,6,庙堰-钟公庙,class3,96.0,95.95,-0.04999999999999716,215.54,12.48254,12.73708073870593,0.25454073870593064,2.039174228209408
3,standard_dp,规划后：标准 DP,7,钟公庙-鄞州区政府,class4,95.0,94.95,-0.04999999999999716,215.64,7.9791300000000005,8.973276226757696,0.994146226757695,12.459331114516182
3,standard_dp,规划后：标准 DP,8,鄞州区政府-钱湖南路,class3,132.1,132.05,-0.04999999999998295,215.74,16.06642,15.494355844366215,-0.572064155633786,-3.5606199491472648
3,standard_dp,规划后：标准 DP,9,钱湖南路-南高教园区,class3,100.0,100.05,0.04999999999999716,215.84,13.608379999999999,13.969545065436183,0.3611650654361842,2.6539901548618148
3,standard_dp,规划后：标准 DP,10,南高教园区-下应路,class3,114.0,114.0,0.0,216.24,18.46887,17.976477587228523,-0.4923924127714763,-2.666066807397942
3,standard_dp,规划后：标准 DP,11,下应路-大洋江,class3,106.0,106.0,0.0,216.24,11.3074,11.377540920422017,0.07014092042201803,0.6203098892938963
3,standard_dp,规划后：标准 DP,12,大洋江-泗港,class3,92.0,92.0,0.0,216.14,10.76414,11.178594767598975,0.4144547675989756,3.850328661639254
3,standard_dp,规划后：标准 DP,13,泗港-曹隘,class4,137.0,137.0,0.0,215.94,22.96308,23.756550424269033,0.7934704242690316,3.4554181071051078
3,standard_dp,规划后：标准 DP,14,曹隘-柳隘,class4,113.0,112.95,-0.04999999999999716,215.84,15.96643,16.47090621552629,0.5044762155262905,3.159605594527333
3,standard_dp,规划后：标准 DP,15,柳隘-海晏北路,class3,92.0,91.95,-0.04999999999999716,215.84,11.476120000000002,11.764854727952812,0.28873472795281074,2.5159612129605713
3,standard_dp,规划后：标准 DP,16,海晏北路-民安东路,class3,85.0,85.0,0.0,216.94,14.78046,14.621802039744043,-0.15865796025595635,-1.0734304633005762
3,standard_dp,规划后：标准 DP,17,民安东路-会展中心,class3,79.0,78.95,-0.04999999999999716,216.94,11.650319999999999,11.693112776312011,0.04279277631201239,0.3673098791450569
3,standard_dp,规划后：标准 DP,18,会展中心-院士路,class3,115.0,115.0,0.0,216.84,14.97159,15.400315349869532,0.4287253498695307,2.8635926435971775
3,standard_dp,规划后：标准 DP,19,院士路-盎孟港,class3,91.0,90.95,-0.04999999999999716,216.04,17.80433,17.182506695104262,-0.621823304895738,-3.492539763617828
3,standard_dp,规划后：标准 DP,20,盎孟港-三官堂,class2,132.0,132.0,0.0,215.84,17.55354,17.20507231351476,-0.3484676864852432,-1.9851704356229178
3,standard_dp,规划后：标准 DP,21,三官堂-兴庄路,class2,99.0,99.0,0.0,215.64,11.53184,11.852299157410162,0.32045915741016096,2.7789074198927572
3,standard_dp,规划后：标准 DP,22,兴庄路-兴海南路,class2,87.0,86.95,-0.04999999999999716,215.54,15.84608,17.712479823604138,1.8663998236041373,11.778306203200648
3,standard_dp,规划后：标准 DP,23,兴海南路-梅堰,class3,82.0,81.95,-0.04999999999999716,215.34,11.30149,11.71910958980121,0.4176195898012107,3.695261331038745
3,standard_dp,规划后：标准 DP,24,梅堰-永茂路,class4,329.0,329.0,0.0,215.24,26.342650000000003,25.65993098858155,-0.6827190114184525,-2.5916869085625494
3,standard_dp,规划后：标准 DP,25,永茂路-镇海大道,class2,141.0,141.0,0.0,215.34,17.12426,17.180214522093657,0.05595452209365703,0.3267558545225139
3,standard_dp,规划后：标准 DP,26,镇海大道-骆驼桥,class2,116.0,116.0,0.0,215.24,20.01884,18.98810356147649,-1.0307364385235118,-5.1488319928802655
3,energy_first,规划后：Energy First,1,布政-张家潭,class3,115.0,115.0,0.0,215.24,12.947629999999998,12.909928848727692,-0.03770115127230689,-0.2911818709084743
3,energy_first,规划后：Energy First,2,张家潭-同德路,class1,141.0,141.0,0.0,215.24,17.89072,16.54448961359441,-1.3462303864055905,-7.5247412424183615
3,energy_first,规划后：Energy First,3,同德路-石碶,class3,109.0,108.95,-0.04999999999999716,215.34,13.125729999999999,13.029727093769777,-0.0960029062302219,-0.7314100338055247
3,energy_first,规划后：Energy First,4,石碶-雅渡,class2,80.0,80.0,0.0,215.34,11.04612,10.75397939942932,-0.29214060057068103,-2.644734989033987
3,energy_first,规划后：Energy First,5,雅渡-庙堰,class2,129.0,129.0,0.0,215.34,20.49352,20.762973564813265,0.269453564813265,1.314823245656505
3,energy_first,规划后：Energy First,6,庙堰-钟公庙,class4,101.0,101.0,0.0,215.54,10.85606,11.446493781089973,0.590433781089974,5.438748322042933
3,energy_first,规划后：Energy First,7,钟公庙-鄞州区政府,class5,99.0,99.0,0.0,215.64,6.12962,7.3407356235948775,1.2111156235948775,19.75841281506647
3,energy_first,规划后：Energy First,8,鄞州区政府-钱湖南路,class3,132.1,132.05,-0.04999999999998295,215.74,16.06642,15.494355844366215,-0.572064155633786,-3.5606199491472648
3,energy_first,规划后：Energy First,9,钱湖南路-南高教园区,class4,105.0,104.95,-0.04999999999999716,215.84,11.80548,12.773849341698572,0.9683693416985726,8.202710450558321
3,energy_first,规划后：Energy First,10,南高教园区-下应路,class3,114.0,114.0,0.0,216.24,18.46887,17.976477587228523,-0.4923924127714763,-2.666066807397942
3,energy_first,规划后：Energy First,11,下应路-大洋江,class3,106.0,106.0,0.0,216.24,11.3074,11.377540920422017,0.07014092042201803,0.6203098892938963
3,energy_first,规划后：Energy First,12,大洋江-泗港,class4,96.0,96.0,0.0,216.14,9.56359,9.976670706998972,0.41308070699897215,4.319305898715568
3,energy_first,规划后：Energy First,13,泗港-曹隘,class4,137.0,137.0,0.0,215.94,22.96308,23.756550424269033,0.7934704242690316,3.4554181071051078
3,energy_first,规划后：Energy First,14,曹隘-柳隘,class5,119.0,119.0,0.0,215.84,13.52219,14.348704247128296,0.826514247128296,6.112280977624897
3,energy_first,规划后：Energy First,15,柳隘-海晏北路,class4,96.0,96.0,0.0,215.84,10.2719,10.462540476698571,0.19064047669857054,1.8559417118407553
3,energy_first,规划后：Energy First,16,海晏北路-民安东路,class4,89.0,88.95,-0.04999999999999716,216.94,12.40094,11.616948627487005,-0.783991372512995,-6.32203181785409
3,energy_first,规划后：Energy First,17,民安东路-会展中心,class4,83.0,83.0,0.0,216.94,6.92121,8.19060288945739,1.2693928894573894,18.340620924049254
3,energy_first,规划后：Energy First,18,会展中心-院士路,class3,115.0,115.0,0.0,216.84,14.97159,15.400315349869532,0.4287253498695307,2.8635926435971775
3,energy_first,规划后：Energy First,19,院士路-盎孟港,class4,96.0,95.95,-0.04999999999999716,216.04,14.01445,13.629223674649419,-0.38522632535058143,-2.748779476544434
3,energy_first,规划后：Energy First,20,盎孟港-三官堂,class2,132.0,132.0,0.0,215.84,17.55354,17.20507231351476,-0.3484676864852432,-1.9851704356229178
3,energy_first,规划后：Energy First,21,三官堂-兴庄路,class1,94.0,94.05,0.04999999999999716,215.64,13.09487,14.461388959618777,1.3665189596187766,10.435529024868337
3,energy_first,规划后：Energy First,22,兴庄路-兴海南路,class4,96.0,95.95,-0.04999999999999716,215.54,9.47856,9.901783573721271,0.4232235737212715,4.465061926297576
3,energy_first,规划后：Energy First,23,兴海南路-梅堰,class4,86.0,86.0,0.0,215.34,9.56125,9.419718922743671,-0.14153107725632808,-1.4802570506610335
3,energy_first,规划后：Energy First,24,梅堰-永茂路,class3,313.0,313.0,0.0,215.24,29.9297,28.839617383173028,-1.0900826168269724,-3.642143478975641
3,energy_first,规划后：Energy First,25,永茂路-镇海大道,class2,141.0,141.0,0.0,215.34,17.12426,17.180214522093657,0.05595452209365703,0.3267558545225139
3,energy_first,规划后：Energy First,26,镇海大道-骆驼桥,class2,116.0,116.0,0.0,215.24,20.01884,18.98810356147649,-1.0307364385235118,-5.1488319928802655
3,dwell5_dp,规划后：历史停站时间放宽 5% DP,1,布政-张家潭,class3,115.0,115.0,0.0,215.24,12.947629999999998,12.909928848727692,-0.03770115127230689,-0.2911818709084743
3,dwell5_dp,规划后：历史停站时间放宽 5% DP,2,张家潭-同德路,class2,148.0,148.0,0.0,215.24,17.599220000000003,17.07919670196743,-0.520023298032573,-2.9548087814833432
3,dwell5_dp,规划后：历史停站时间放宽 5% DP,3,同德路-石碶,class3,109.0,108.95,-0.04999999999999716,215.34,13.125729999999999,13.029727093769777,-0.0960029062302219,-0.7314100338055247
3,dwell5_dp,规划后：历史停站时间放宽 5% DP,4,石碶-雅渡,class2,80.0,80.0,0.0,215.34,11.04612,10.75397939942932,-0.29214060057068103,-2.644734989033987
3,dwell5_dp,规划后：历史停站时间放宽 5% DP,5,雅渡-庙堰,class4,139.0,139.0,0.0,215.34,18.15536,19.68055085885162,1.5251908588516194,8.4007745307811
3,dwell5_dp,规划后：历史停站时间放宽 5% DP,6,庙堰-钟公庙,class3,96.0,95.95,-0.04999999999999716,215.54,12.48254,12.73708073870593,0.25454073870593064,2.039174228209408
3,dwell5_dp,规划后：历史停站时间放宽 5% DP,7,钟公庙-鄞州区政府,class4,95.0,94.95,-0.04999999999999716,215.64,7.9791300000000005,8.973276226757696,0.994146226757695,12.459331114516182
3,dwell5_dp,规划后：历史停站时间放宽 5% DP,8,鄞州区政府-钱湖南路,class3,132.1,132.05,-0.04999999999998295,215.74,16.06642,15.494355844366215,-0.572064155633786,-3.5606199491472648
3,dwell5_dp,规划后：历史停站时间放宽 5% DP,9,钱湖南路-南高教园区,class3,100.0,100.05,0.04999999999999716,215.84,13.608379999999999,13.969545065436183,0.3611650654361842,2.6539901548618148
3,dwell5_dp,规划后：历史停站时间放宽 5% DP,10,南高教园区-下应路,class3,114.0,114.0,0.0,216.24,18.46887,17.976477587228523,-0.4923924127714763,-2.666066807397942
3,dwell5_dp,规划后：历史停站时间放宽 5% DP,11,下应路-大洋江,class3,106.0,106.0,0.0,216.24,11.3074,11.377540920422017,0.07014092042201803,0.6203098892938963
3,dwell5_dp,规划后：历史停站时间放宽 5% DP,12,大洋江-泗港,class3,92.0,92.0,0.0,216.14,10.76414,11.178594767598975,0.4144547675989756,3.850328661639254
3,dwell5_dp,规划后：历史停站时间放宽 5% DP,13,泗港-曹隘,class4,137.0,137.0,0.0,215.94,22.96308,23.756550424269033,0.7934704242690316,3.4554181071051078
3,dwell5_dp,规划后：历史停站时间放宽 5% DP,14,曹隘-柳隘,class4,113.0,112.95,-0.04999999999999716,215.84,15.96643,16.47090621552629,0.5044762155262905,3.159605594527333
3,dwell5_dp,规划后：历史停站时间放宽 5% DP,15,柳隘-海晏北路,class3,92.0,91.95,-0.04999999999999716,215.84,11.476120000000002,11.764854727952812,0.28873472795281074,2.5159612129605713
3,dwell5_dp,规划后：历史停站时间放宽 5% DP,16,海晏北路-民安东路,class3,85.0,85.0,0.0,216.94,14.78046,14.621802039744043,-0.15865796025595635,-1.0734304633005762
3,dwell5_dp,规划后：历史停站时间放宽 5% DP,17,民安东路-会展中心,class3,79.0,78.95,-0.04999999999999716,216.94,11.650319999999999,11.693112776312011,0.04279277631201239,0.3673098791450569
3,dwell5_dp,规划后：历史停站时间放宽 5% DP,18,会展中心-院士路,class3,115.0,115.0,0.0,216.84,14.97159,15.400315349869532,0.4287253498695307,2.8635926435971775
3,dwell5_dp,规划后：历史停站时间放宽 5% DP,19,院士路-盎孟港,class3,91.0,90.95,-0.04999999999999716,216.04,17.80433,17.182506695104262,-0.621823304895738,-3.492539763617828
3,dwell5_dp,规划后：历史停站时间放宽 5% DP,20,盎孟港-三官堂,class3,138.9,138.95000000000002,0.05000000000001137,215.84,17.03639,16.633872297752198,-0.4025177022478026,-2.362693635493215
3,dwell5_dp,规划后：历史停站时间放宽 5% DP,21,三官堂-兴庄路,class3,104.0,104.05,0.04999999999999716,215.64,10.48403,10.863690243604832,0.37966024360483175,3.6213196986734273
3,dwell5_dp,规划后：历史停站时间放宽 5% DP,22,兴庄路-兴海南路,class2,87.0,86.95,-0.04999999999999716,215.54,15.84608,17.712479823604138,1.8663998236041373,11.778306203200648
3,dwell5_dp,规划后：历史停站时间放宽 5% DP,23,兴海南路-梅堰,class3,82.0,81.95,-0.04999999999999716,215.34,11.30149,11.71910958980121,0.4176195898012107,3.695261331038745
3,dwell5_dp,规划后：历史停站时间放宽 5% DP,24,梅堰-永茂路,class4,329.0,329.0,0.0,215.24,26.342650000000003,25.65993098858155,-0.6827190114184525,-2.5916869085625494
3,dwell5_dp,规划后：历史停站时间放宽 5% DP,25,永茂路-镇海大道,class4,156.0,156.0,0.0,215.34,15.54269,14.489976827164904,-1.0527131728350962,-6.773043616227927
3,dwell5_dp,规划后：历史停站时间放宽 5% DP,26,镇海大道-骆驼桥,class4,128.0,128.0,0.0,215.24,17.268279999999997,16.410815193987226,-0.8574648060127714,-4.965548427595404
4,standard_dp,规划后：标准 DP,1,布政-张家潭,class3,115.0,115.0,0.0,215.34,12.9063,12.915717370062684,0.009417370062683617,0.07296723354240654
4,standard_dp,规划后：标准 DP,2,张家潭-同德路,class3,151.0,151.0,0.0,215.24,17.91588,17.397674969314316,-0.5182050306856851,-2.8924341460519107
4,standard_dp,规划后：标准 DP,3,同德路-石碶,class3,109.0,108.95,-0.04999999999999716,215.24,13.094430000000001,13.023890911529268,-0.07053908847073309,-0.5386953725418601
4,standard_dp,规划后：标准 DP,4,石碶-雅渡,class2,80.0,80.0,0.0,215.34,11.04612,10.75397939942932,-0.29214060057068103,-2.644734989033987
4,standard_dp,规划后：标准 DP,5,雅渡-庙堰,class4,139.0,139.0,0.0,215.44,18.164669999999997,19.68936128270799,1.524691282707991,8.39371859058266
4,standard_dp,规划后：标准 DP,6,庙堰-钟公庙,class3,96.0,95.95,-0.04999999999999716,215.64,12.50113,12.742857952632361,0.24172795263236146,1.9336488192056356
4,standard_dp,规划后：标准 DP,7,钟公庙-鄞州区政府,class4,95.0,94.95,-0.04999999999999716,215.54,7.97163,8.96919232277886,0.997562322778859,12.513906475574746
4,standard_dp,规划后：标准 DP,8,鄞州区政府-钱湖南路,class3,132.1,132.05,-0.04999999999998295,215.74,16.06642,15.494355844366215,-0.572064155633786,-3.5606199491472648
4,standard_dp,规划后：标准 DP,9,钱湖南路-南高教园区,class3,100.0,100.05,0.04999999999999716,215.74,13.597370000000002,13.963238328683953,0.3658683286839519,2.69072863858196
4,standard_dp,规划后：标准 DP,10,南高教园区-下应路,class3,114.0,114.0,0.0,215.84,18.42225,17.944556888625506,-0.4776931113744922,-2.5930226295620367
4,standard_dp,规划后：标准 DP,11,下应路-大洋江,class3,106.0,106.0,0.0,215.74,11.24734,11.352055866560837,0.10471586656083787,0.9310278391231872
4,standard_dp,规划后：标准 DP,12,大洋江-泗港,class3,92.0,92.0,0.0,215.54,10.72052,11.148166570867593,0.4276465708675925,3.9890469013405365
4,standard_dp,规划后：标准 DP,13,泗港-曹隘,class4,137.0,137.0,0.0,215.54,22.91462,23.71335312791656,0.7987331279165595,3.4856922258215914
4,standard_dp,规划后：标准 DP,14,曹隘-柳隘,class4,113.0,112.95,-0.04999999999999716,215.54,15.93904,16.44836774778809,0.50932774778809,3.1954731764779436
4,standard_dp,规划后：标准 DP,15,柳隘-海晏北路,class3,92.0,91.95,-0.04999999999999716,215.74,11.46931,11.759516443327945,0.29020644332794454,2.530286855337806
4,standard_dp,规划后：标准 DP,16,海晏北路-民安东路,class3,85.0,85.0,0.0,217.44,14.82585,14.654840739898637,-0.1710092601013642,-1.153453327137157
4,standard_dp,规划后：标准 DP,17,民安东路-会展中心,class3,79.0,78.95,-0.04999999999999716,217.34,11.68518,11.714273305615036,0.029093305615035092,0.24897610148097923
4,standard_dp,规划后：标准 DP,18,会展中心-院士路,class3,115.0,115.0,0.0,216.84,14.97159,15.400315349869532,0.4287253498695307,2.8635926435971775
4,standard_dp,规划后：标准 DP,19,院士路-盎孟港,class3,91.0,90.95,-0.04999999999999716,216.44,17.87278,17.21354098046991,-0.6592390195300872,-3.688508556195999
4,standard_dp,规划后：标准 DP,20,盎孟港-三官堂,class2,132.0,132.0,0.0,216.14,17.60797,17.228055697079586,-0.3799143029204153,-2.1576269321245736
4,standard_dp,规划后：标准 DP,21,三官堂-兴庄路,class2,99.0,99.0,0.0,216.24,11.583350000000001,11.884525558777755,0.3011755587777536,2.6000730253143827
4,standard_dp,规划后：标准 DP,22,兴庄路-兴海南路,class2,87.0,86.95,-0.04999999999999716,216.04,15.90824,17.752596619694234,1.844356619694235,11.593718850697721
4,standard_dp,规划后：标准 DP,23,兴海南路-梅堰,class3,82.0,81.95,-0.04999999999999716,215.94,11.35658,11.751362627325493,0.39478262732549396,3.476245730012856
4,standard_dp,规划后：标准 DP,24,梅堰-永茂路,class3,313.0,313.0,0.0,216.14,30.077810000000003,28.955968583889895,-1.121841416110108,-3.7297975354924704
4,standard_dp,规划后：标准 DP,25,永茂路-镇海大道,class2,141.0,141.0,0.0,216.14,17.21468,17.24196064311918,0.027280643119180326,0.15847313524956794
4,standard_dp,规划后：标准 DP,26,镇海大道-骆驼桥,class4,128.0,128.0,0.0,215.74,17.32184,16.447360850809932,-0.8744791491900692,-5.048419505029888
4,energy_first,规划后：Energy First,1,布政-张家潭,class3,115.0,115.0,0.0,215.34,12.9063,12.915717370062684,0.009417370062683617,0.07296723354240654
4,energy_first,规划后：Energy First,2,张家潭-同德路,class1,141.0,141.0,0.0,215.24,17.89072,16.54448961359441,-1.3462303864055905,-7.5247412424183615
4,energy_first,规划后：Energy First,3,同德路-石碶,class3,109.0,108.95,-0.04999999999999716,215.24,13.094430000000001,13.023890911529268,-0.07053908847073309,-0.5386953725418601
4,energy_first,规划后：Energy First,4,石碶-雅渡,class2,80.0,80.0,0.0,215.34,11.04612,10.75397939942932,-0.29214060057068103,-2.644734989033987
