样本趟次数代码历史回放能耗平均值(kWh),真实历史能耗平均值(kWh),误差平均值(kWh),误差率平均值(%),绝对误差平均值(kWh),绝对误差率平均值(%),代码历史回放能耗合计(kWh),真实历史能耗合计(kWh),合计误差(kWh),总体误差率(%)
10,393.144411,398.880526,-5.736115,-1.438770,5.736115,1.438770,3145.155290,3191.044210,-45.888920,-1.438053
