站间区间,趟次,segment,日期+服务号,服务号,车底号,方向,时段,开始时刻(s),结束时刻(s),历史运行时间(s),历史停站时间(s),历史累计用时含停站(s),区间距离(m),站间距(m),平均速度(km/h),最高速度(km/h),速度点平均(km/h),速度采样点数,巡航平均速度(km/h),巡航点数,P95速度(km/h),P99速度(km/h),历史实测能耗(Wh),平均重量(t),运行等级,是否晚上八点后,曲线质量标签,源文件
布政-张家潭,85,84,07/1971984,71984,5014,UP,工作日平峰,0.0,113.85,113.85,30.0,143.85,1428.24,1428.0,45.16,75.68,45.14,2278,73.45,177,72.72,75.59,16393.58,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_布政-张家潭.xlsx
张家潭-同德路,85,84,07/1971984,71984,5014,UP,工作日平峰,0.0,148.65,148.65,30.0,178.65,2020.37,2017.0,48.93,65.95,48.91,2974,64.93,1714,65.82,65.89,17975.54,215.24,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx
同德路-石碶,85,84,07/1971984,71984,5014,UP,工作日平峰,0.0,109.95,109.95,30.0,139.95,1330.99,1332.0,43.58,65.86,43.56,2200,65.05,920,65.63,65.77,12045.92,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx
石碶-雅渡,85,84,07/1971984,71984,5014,UP,工作日平峰,0.0,83.6,83.6,30.0,113.6,827.5,827.0,35.63,69.98,35.61,1673,67.85,150,67.72,69.86,12951.43,215.34,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_石碶-雅渡.xlsx
雅渡-庙堰,85,84,07/1971984,71984,5014,UP,工作日平峰,0.0,130.95,130.95,30.0,160.95,1860.65,1860.0,51.15,76.77,51.13,2620,75.15,1119,75.62,76.52,20972.97,215.34,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_雅渡-庙堰.xlsx
庙堰-钟公庙,85,84,07/1971984,71984,5014,UP,工作日平峰,0.0,96.05,96.05,30.0,126.05,1087.69,1086.0,40.77,68.93,40.75,1922,65.52,635,65.73,68.6,13646.52,215.44,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_庙堰-钟公庙.xlsx
钟公庙-鄞州区政府,85,84,07/1971984,71984,5014,UP,工作日平峰,0.0,90.15,90.15,30.0,120.15,984.99,984.0,39.33,67.16,39.31,1804,66.38,517,67.03,67.08,10148.97,215.34,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_钟公庙-鄞州区政府.xlsx
鄞州区政府-钱湖南路,85,84,07/1971984,71984,5014,UP,工作日平峰,0.0,131.65,131.65,30.0,161.65,1813.07,1811.0,49.58,71.63,49.56,2634,70.68,1269,71.28,71.51,17186.63,215.74,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_鄞州区政府-钱湖南路.xlsx
钱湖南路-南高教园区,85,84,07/1971984,71984,5014,UP,工作日平峰,0.0,100.7,100.7,30.0,130.7,1169.39,1155.0,41.81,69.43,41.78,2015,66.64,675,67.06,69.08,13935.74,215.94,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_钱湖南路-南高教园区.xlsx
南高教园区-下应路,85,84,07/1971984,71984,5014,UP,工作日平峰,0.0,114.0,114.0,30.0,144.0,1452.65,1452.0,45.87,71.41,45.85,2281,70.32,894,71.08,71.29,18428.77,215.84,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_南高教园区-下应路.xlsx
下应路-大洋江,85,84,07/1971984,71984,5014,UP,工作日平峰,0.0,106.35,106.35,30.0,136.35,1213.72,1214.0,41.09,62.44,41.07,2128,61.63,879,62.24,62.33,11074.94,215.92,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_下应路-大洋江.xlsx
大洋江-泗港,85,84,07/1971984,71984,5014,UP,工作日平峰,0.0,93.35,93.35,30.0,123.35,958.57,957.0,36.97,57.93,36.95,1868,57.05,718,57.65,57.87,10575.13,215.92,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_大洋江-泗港.xlsx
泗港-曹隘,85,84,07/1971984,71984,5014,UP,工作日平峰,0.0,127.5,127.5,30.0,157.5,1801.15,1798.0,50.86,77.7,50.84,2551,76.63,1056,77.35,77.54,20609.4,216.34,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_泗港-曹隘.xlsx
曹隘-柳隘,85,84,07/1971984,71984,5014,UP,工作日平峰,0.0,107.05,107.05,30.0,137.05,1308.23,1307.0,43.99,75.42,43.97,2142,73.25,476,74.57,75.05,20926.16,216.04,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_曹隘-柳隘.xlsx
柳隘-海晏北路,85,84,07/1971984,71984,5014,UP,工作日平峰,0.0,89.1,89.1,30.0,119.1,980.84,980.0,39.63,77.56,39.61,1783,76.4,283,77.39,77.52,14731.27,216.34,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_柳隘-海晏北路.xlsx
海晏北路-民安东路,85,84,07/1971984,71984,5014,UP,工作日平峰,0.0,84.1,84.1,30.0,114.1,866.41,865.0,37.09,73.39,37.07,1683,71.46,213,72.65,73.33,15636.13,216.04,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_海晏北路-民安东路.xlsx
民安东路-会展中心,85,84,07/1971984,71984,5014,UP,工作日平峰,0.0,76.85,76.85,30.0,106.85,726.15,724.0,34.02,67.99,33.99,1538,66.29,199,67.37,67.9,12223.76,217.22,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_民安东路-会展中心.xlsx
会展中心-院士路,85,84,07/1971984,71984,5014,UP,工作日平峰,0.0,115.25,115.25,30.0,145.25,1553.22,1562.0,48.52,77.63,48.5,2306,76.93,827,77.51,77.57,14949.3,216.62,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_会展中心-院士路.xlsx
院士路-盎孟港,85,84,07/1971984,71984,5014,UP,工作日平峰,0.0,90.0,90.0,30.0,120.0,994.42,994.0,39.78,77.42,39.75,1801,74.42,242,75.44,77.29,18371.44,216.14,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_院士路-盎孟港.xlsx
盎孟港-三官堂,85,84,07/1971984,71984,5014,UP,工作日平峰,0.0,138.05,138.05,30.0,168.05,1878.93,1877.0,49.0,68.5,48.98,2762,67.0,1450,67.37,68.27,16776.62,215.64,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_盎孟港-三官堂.xlsx
三官堂-兴庄路,85,84,07/1971984,71984,5014,UP,工作日平峰,0.0,104.1,104.1,30.0,134.1,1080.92,1081.0,37.38,53.79,37.36,2083,53.17,952,53.64,53.73,10337.95,215.44,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_三官堂-兴庄路.xlsx
兴庄路-兴海南路,85,84,07/1971984,71984,5014,UP,工作日平峰,0.0,91.55,91.55,30.0,121.55,959.03,958.0,37.71,62.64,37.69,1832,60.7,619,61.14,62.38,11594.13,215.34,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_兴庄路-兴海南路.xlsx
兴海南路-梅堰,85,84,07/1971984,71984,5014,UP,工作日平峰,0.0,81.85,81.85,30.0,111.85,834.17,833.0,36.69,72.84,36.67,1638,71.63,263,72.46,72.77,12677.78,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_兴海南路-梅堰.xlsx
