trip_no,section_index,站间区间,区间载重(t),全局趟次ID,历史segment,历史来源run_id,OT 历史区间里程(km),OT 历史机械能(kWh),OT 标准 DP区间里程(km),OT 标准 DP机械能(kWh),OT 停站宽松 5% DP区间里程(km),OT 停站宽松 5% DP机械能(kWh),OT Energy First DP区间里程(km),OT Energy First DP机械能(kWh),真实历史区间里程(km),真实历史能耗(kWh),标准 DP vs OpenTrack 历史图像路径,停站宽松 5% DP vs OpenTrack 历史图像路径,Energy First DP vs OpenTrack 历史图像路径,四源总览图像路径,OpenTrack历史 vs 真实历史图像路径
6,1,布政-张家潭,215.24,UP006_20240701_171011_R274,5.0,274.0,1.428,12.64133333,1.428,13.42766667,1.428,13.42766667,1.428,13.42766667,1.428447,13.15745395,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip006\section_energy_distance\01_standard_dp_vs_ot_history\01_布政-张家潭_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip006\section_energy_distance\02_dwell5_dp_vs_ot_history\01_布政-张家潭_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip006\section_energy_distance\03_energy_first_vs_ot_history\01_布政-张家潭_energy_distance.png,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip006\section_energy_distance\04_ot_history_vs_real_history\01_布政-张家潭_energy_distance.png
6,2,张家潭-同德路,215.24,UP006_20240701_171011_R274,5.0,275.0,2.017,16.28283333,2.017,16.61519444,2.017,16.61519444,2.017,18.08505556,2.020785,17.54477915,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip006\section_energy_distance\01_standard_dp_vs_ot_history\02_张家潭-同德路_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip006\section_energy_distance\02_dwell5_dp_vs_ot_history\02_张家潭-同德路_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip006\section_energy_distance\03_energy_first_vs_ot_history\02_张家潭-同德路_energy_distance.png,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip006\section_energy_distance\04_ot_history_vs_real_history\02_张家潭-同德路_energy_distance.png
6,3,同德路-石碶,215.24,UP006_20240701_171011_R274,5.0,276.0,1.331,13.95869444,1.331,12.97044444,1.331,12.97044444,1.331,12.97044444,1.331132,15.22428821,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip006\section_energy_distance\01_standard_dp_vs_ot_history\03_同德路-石碶_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip006\section_energy_distance\02_dwell5_dp_vs_ot_history\03_同德路-石碶_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip006\section_energy_distance\03_energy_first_vs_ot_history\03_同德路-石碶_energy_distance.png,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip006\section_energy_distance\04_ot_history_vs_real_history\03_同德路-石碶_energy_distance.png
6,4,石碶-雅渡,216.44,UP006_20240701_171011_R274,5.0,277.0,0.827,12.10766667,0.827,10.29736111,0.827,10.29736111,0.827,10.29733333,0.828143,12.9398011,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip006\section_energy_distance\01_standard_dp_vs_ot_history\04_石碶-雅渡_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip006\section_energy_distance\02_dwell5_dp_vs_ot_history\04_石碶-雅渡_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip006\section_energy_distance\03_energy_first_vs_ot_history\04_石碶-雅渡_energy_distance.png,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip006\section_energy_distance\04_ot_history_vs_real_history\04_石碶-雅渡_energy_distance.png
6,5,雅渡-庙堰,216.74,UP006_20240701_171011_R274,5.0,278.0,1.86,20.17191667,1.86,21.70661111,1.86,21.70661111,1.86,21.70663889,1.860466,20.94047758,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip006\section_energy_distance\01_standard_dp_vs_ot_history\05_雅渡-庙堰_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip006\section_energy_distance\02_dwell5_dp_vs_ot_history\05_雅渡-庙堰_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip006\section_energy_distance\03_energy_first_vs_ot_history\05_雅渡-庙堰_energy_distance.png,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip006\section_energy_distance\04_ot_history_vs_real_history\05_雅渡-庙堰_energy_distance.png
6,6,庙堰-钟公庙,216.74,UP006_20240701_171011_R274,5.0,279.0,1.086,14.19905556,1.086,12.84161111,1.086,12.84161111,1.086,12.84161111,1.087378,15.96761723,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip006\section_energy_distance\01_standard_dp_vs_ot_history\06_庙堰-钟公庙_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip006\section_energy_distance\02_dwell5_dp_vs_ot_history\06_庙堰-钟公庙_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip006\section_energy_distance\03_energy_first_vs_ot_history\06_庙堰-钟公庙_energy_distance.png,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip006\section_energy_distance\04_ot_history_vs_real_history\06_庙堰-钟公庙_energy_distance.png
6,7,钟公庙-鄞州区政府,217.14,UP006_20240701_171011_R274,5.0,280.0,0.984,13.19486111,0.984,11.04875,0.984,8.43408333,0.984,11.04875,0.984366,13.55136726,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip006\section_energy_distance\01_standard_dp_vs_ot_history\07_钟公庙-鄞州区政府_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip006\section_energy_distance\02_dwell5_dp_vs_ot_history\07_钟公庙-鄞州区政府_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip006\section_energy_distance\03_energy_first_vs_ot_history\07_钟公庙-鄞州区政府_energy_distance.png,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip006\section_energy_distance\04_ot_history_vs_real_history\07_钟公庙-鄞州区政府_energy_distance.png
6,8,鄞州区政府-钱湖南路,220.12,UP006_20240701_171011_R274,5.0,281.0,1.811,17.15530556,1.811,15.67483333,1.811,15.67480556,1.811,17.26880556,1.811708,18.80325037,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip006\section_energy_distance\01_standard_dp_vs_ot_history\08_鄞州区政府-钱湖南路_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip006\section_energy_distance\02_dwell5_dp_vs_ot_history\08_鄞州区政府-钱湖南路_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip006\section_energy_distance\03_energy_first_vs_ot_history\08_鄞州区政府-钱湖南路_energy_distance.png,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip006\section_energy_distance\04_ot_history_vs_real_history\08_鄞州区政府-钱湖南路_energy_distance.png
6,9,钱湖南路-南高教园区,220.72,UP006_20240701_171011_R274,5.0,282.0,1.155,15.15483333,1.155,13.93391667,1.155,13.93394444,1.155,13.93391667,1.169257,15.65270222,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip006\section_energy_distance\01_standard_dp_vs_ot_history\09_钱湖南路-南高教园区_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip006\section_energy_distance\02_dwell5_dp_vs_ot_history\09_钱湖南路-南高教园区_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip006\section_energy_distance\03_energy_first_vs_ot_history\09_钱湖南路-南高教园区_energy_distance.png,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip006\section_energy_distance\04_ot_history_vs_real_history\09_钱湖南路-南高教园区_energy_distance.png
6,10,南高教园区-下应路,220.9,UP006_20240701_171011_R274,5.0,283.0,1.4519,19.15033333,1.452,17.71694444,1.452,17.71694444,1.452,17.717,1.451572,20.57410926,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip006\section_energy_distance\01_standard_dp_vs_ot_history\10_南高教园区-下应路_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip006\section_energy_distance\02_dwell5_dp_vs_ot_history\10_南高教园区-下应路_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip006\section_energy_distance\03_energy_first_vs_ot_history\10_南高教园区-下应路_energy_distance.png,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip006\section_energy_distance\04_ot_history_vs_real_history\10_南高教园区-下应路_energy_distance.png
