section_index,section,segment,trip_no,run_id,quality_labels,row_count,speed_source,avg_speed_kmh,cruise_avg_speed_kmh,cruise_point_count,cruise_min_speed_ratio,max_speed_kmh,p99_speed_kmh,p95_speed_kmh,xlsx_file,warning
1,布政-张家潭,40,41,07/0670640,1,2348,mps,43.83,62.84,708,0.92,66.39,66.02,64.54,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_布政-张家潭.xlsx,
2,张家潭-同德路,40,41,07/0670640,1,2992,mps,48.57,61.05,1743,0.92,62.61,62.46,62.15,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
3,同德路-石碶,40,41,07/0670640,1,2057,mps,46.59,71.66,748,0.92,73.54,73.35,72.51,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
4,石碶-雅渡,40,41,07/0670640,1,1547,mps,38.53,70.91,261,0.92,72.25,72.2,72,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_石碶-雅渡.xlsx,
5,雅渡-庙堰,40,41,07/0670640,1,2512,mps,53.32,71.93,1099,0.92,74.46,74.38,73.82,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_雅渡-庙堰.xlsx,
6,庙堰-钟公庙,40,41,07/0670640,1,1783,mps,43.92,71.35,510,0.92,72.73,72.67,72.57,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_庙堰-钟公庙.xlsx,
7,钟公庙-鄞州区政府,40,41,07/0670640,1,1630,mps,43.57,71.93,377,0.92,73,72.92,72.82,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_钟公庙-鄞州区政府.xlsx,
8,鄞州区政府-钱湖南路,40,41,07/0670640,1,2477,mps,52.66,72.53,1192,0.92,74.52,74.33,73.72,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_鄞州区政府-钱湖南路.xlsx,
9,钱湖南路-南高教园区,40,41,07/0670640,1,1851,mps,45.45,71.41,562,0.92,73.11,73.06,72.81,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_钱湖南路-南高教园区.xlsx,
10,南高教园区-下应路,40,41,07/0670640,1,2175,mps,48.1,70.54,853,0.92,72.02,71.97,71.59,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_南高教园区-下应路.xlsx,
11,下应路-大洋江,40,41,07/0670640,1,1949,mps,44.86,65.98,684,0.92,68.65,68.38,66.76,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_下应路-大洋江.xlsx,
12,大洋江-泗港,40,41,07/0670640,1,1662,mps,41.54,72.19,371,0.92,73.92,73.88,73.62,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_大洋江-泗港.xlsx,
13,泗港-曹隘,40,41,07/0670640,1,2494,mps,51.95,72.33,947,0.92,73.98,73.82,73.36,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_泗港-曹隘.xlsx,
14,曹隘-柳隘,40,41,07/0670640,1,2118,mps,44.46,70.59,418,0.92,74.16,73.89,72.25,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_曹隘-柳隘.xlsx,
15,柳隘-海晏北路,40,41,07/0670640,1,1654,mps,42.72,71.87,417,0.92,73.08,73.03,72.9,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_柳隘-海晏北路.xlsx,
16,海晏北路-民安东路,40,41,07/0670640,1,1581,mps,39.38,69.96,302,0.92,71.77,71.67,70.97,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_海晏北路-民安东路.xlsx,
