scope,趟次数,平均误差%,平均绝对误差%,中位绝对误差%,RMSE误差%,能耗加权误差%,真实能耗合计Wh,融合能耗合计Wh,能耗差合计Wh
全部,543,-0.48,1.629,1.452,1.975,-0.523,8617399.85,8572328.673,-45071.177
