scope,趟次数,平均误差%,平均绝对误差%,中位绝对误差%,RMSE误差%,能耗加权误差%,真实能耗合计Wh,融合能耗合计Wh,能耗差合计Wh
全部,625,-0.391,1.608,1.448,1.953,-0.433,9859706.121,9816980.197,-42725.924
