section,segment,rows,duration_s,distance_m,real_energy_wh,fusion_energy_wh,fusion_error_pct,run_class,quality_label,service_no,date_service,figure
同德路-石碶,120,2218,110.85,1352.294,13711.268,14000.816,2.112,3,0,73120,07/3073120,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_120_07_3073120.jpg
同德路-石碶,121,2213,110.6,1352.465,14007.122,14164.919,1.127,3,0,73121,07/3073121,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_121_07_3073121.jpg
同德路-石碶,122,2122,106.05,1352.715,15325.737,15397.541,0.469,2,0,73122,07/3073122,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_122_07_3073122.jpg
同德路-石碶,123,2239,111.9,1352.702,13899.315,14207.804,2.219,4,0,73123,07/3073123,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_123_07_3073123.jpg
同德路-石碶,124,2219,110.9,1352.338,13755.118,14152.427,2.888,3,1,73124,07/3073124,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\同德路-石碶\seg_124_07_3073124.jpg
石碶-雅渡,0,1576,78.75,828.003,12360.409,12180.985,-1.452,2,0,70100,07/0170100,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_000_07_0170100.jpg
石碶-雅渡,1,1633,81.6,827.566,13264.362,13208.931,-0.418,3,0,70101,07/0170101,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_001_07_0170101.jpg
石碶-雅渡,2,1638,81.85,827.225,13041.456,12878.494,-1.25,3,0,70102,07/0170102,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_002_07_0170102.jpg
石碶-雅渡,3,1676,83.75,827.348,13098.343,12901.437,-1.503,3,0,70103,07/0170103,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_003_07_0170103.jpg
石碶-雅渡,4,1679,83.9,827.885,13065.511,12836.72,-1.751,3,0,70104,07/0170104,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_004_07_0170104.jpg
石碶-雅渡,5,1576,78.75,828.143,12939.968,12920.155,-0.153,2,0,70105,07/0170105,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_005_07_0170105.jpg
石碶-雅渡,6,1679,83.9,827.18,14061.91,13762.896,-2.126,3,0,70106,07/0170106,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_006_07_0170106.jpg
石碶-雅渡,7,1670,83.45,827.253,13178.289,12982.927,-1.482,3,1,70107,07/0170107,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_007_07_0170107.jpg
石碶-雅渡,8,1638,81.85,827.293,13146.845,13069.071,-0.592,3,0,70208,07/0270208,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_008_07_0270208.jpg
石碶-雅渡,9,1674,83.65,827.445,13296.542,13029.269,-2.01,3,0,70209,07/0270209,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_009_07_0270209.jpg
石碶-雅渡,10,1633,81.6,827.142,11672.78,11530.624,-1.218,3,0,70210,07/0270210,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_010_07_0270210.jpg
石碶-雅渡,11,1626,81.25,826.959,11841.744,11722.447,-1.007,3,0,70211,07/0270211,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_011_07_0270211.jpg
石碶-雅渡,12,1675,83.7,828.262,13124.7,12881.218,-1.855,3,0,70212,07/0270212,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_012_07_0270212.jpg
石碶-雅渡,13,1637,81.8,827.353,12887.157,12678.276,-1.621,3,0,70213,07/0270213,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_013_07_0270213.jpg
石碶-雅渡,14,1691,84.5,827.263,12000.74,11993.982,-0.056,4,1,70214,07/0270214,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_014_07_0270214.jpg
石碶-雅渡,15,1642,82.05,826.634,12186.853,11985.357,-1.653,3,0,70315,07/0370315,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_015_07_0370315.jpg
石碶-雅渡,16,1578,78.85,827.635,13350.893,13257.136,-0.702,2,0,70316,07/0370316,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_016_07_0370316.jpg
石碶-雅渡,17,1628,81.35,826.876,11778.057,11684.98,-0.79,3,0,70317,07/0370317,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_017_07_0370317.jpg
石碶-雅渡,18,1569,78.4,827.151,12306.304,12080.799,-1.832,2,0,70318,07/0370318,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_018_07_0370318.jpg
石碶-雅渡,19,1642,82.05,827.309,11729.055,11593.543,-1.155,3,0,70319,07/0370319,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_019_07_0370319.jpg
石碶-雅渡,20,1638,81.85,827.212,13348.061,13185.952,-1.214,3,0,70320,07/0370320,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_020_07_0370320.jpg
石碶-雅渡,21,1638,81.85,828.061,12061.694,11933.484,-1.063,3,0,70321,07/0370321,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_021_07_0370321.jpg
石碶-雅渡,22,1482,74.05,827.17,11670.323,11771.572,0.868,1,1,70322,07/0370322,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_022_07_0370322.jpg
石碶-雅渡,23,1569,78.4,828.408,12785.632,12722.438,-0.494,2,0,70423,07/0470423,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_023_07_0470423.jpg
石碶-雅渡,24,1659,82.9,828.142,12730.722,12391.296,-2.666,3,0,70424,07/0470424,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_024_07_0470424.jpg
石碶-雅渡,25,1587,79.3,826.981,12044.866,11939.899,-0.871,2,0,70425,07/0470425,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_025_07_0470425.jpg
石碶-雅渡,26,1640,81.95,826.689,12750.75,12631.579,-0.935,3,0,70526,07/0570526,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_026_07_0570526.jpg
石碶-雅渡,27,1589,79.4,827.41,12265.176,12044.146,-1.802,2,0,70527,07/0570527,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_027_07_0570527.jpg
石碶-雅渡,28,1677,83.8,827.416,12896.408,12748.396,-1.148,3,0,70528,07/0570528,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_028_07_0570528.jpg
石碶-雅渡,29,1644,82.15,828.143,11920.099,11748.305,-1.441,3,0,70529,07/0570529,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_029_07_0570529.jpg
石碶-雅渡,30,1593,79.6,827.594,11997.265,11754.01,-2.028,2,0,70530,07/0570530,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_030_07_0570530.jpg
石碶-雅渡,31,1644,82.15,827.821,11703.107,11714.047,0.093,3,0,70531,07/0570531,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_031_07_0570531.jpg
石碶-雅渡,32,1644,82.15,827.048,12788.43,12609.664,-1.398,3,1,70532,07/0570532,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_032_07_0570532.jpg
石碶-雅渡,33,1638,81.85,827.052,11828.44,11680.336,-1.252,3,0,70633,07/0670633,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_033_07_0670633.jpg
石碶-雅渡,34,1583,79.1,827.457,12184.167,12091.616,-0.76,2,0,70634,07/0670634,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_034_07_0670634.jpg
石碶-雅渡,35,1633,81.6,827.122,12997.336,12865.309,-1.016,3,0,70635,07/0670635,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_035_07_0670635.jpg
石碶-雅渡,36,1686,84.25,828.011,12901.605,12757.85,-1.114,4,0,70636,07/0670636,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_036_07_0670636.jpg
石碶-雅渡,37,1637,81.8,827.003,11545.651,11459.337,-0.748,3,0,70637,07/0670637,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_037_07_0670637.jpg
石碶-雅渡,38,1686,84.25,828.136,12988.472,12784.015,-1.574,4,0,70638,07/0670638,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_038_07_0670638.jpg
石碶-雅渡,39,1629,81.4,827.21,12973.072,12781.824,-1.474,3,0,70639,07/0670639,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_039_07_0670639.jpg
石碶-雅渡,40,1547,77.3,827.886,11702.694,11681.993,-0.177,1,1,70640,07/0670640,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_040_07_0670640.jpg
石碶-雅渡,41,1586,79.25,840.326,12340.667,12517.224,1.431,2,0,70841,07/0870841,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_041_07_0870841.jpg
石碶-雅渡,42,1584,79.15,839.586,12314.567,12256.294,-0.473,2,0,70842,07/0870842,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_042_07_0870842.jpg
石碶-雅渡,43,1670,83.45,840.53,13051.76,13147.315,0.732,3,0,70843,07/0870843,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_043_07_0870843.jpg
石碶-雅渡,44,1581,79.0,840.294,12659.233,12737.595,0.619,2,0,70844,07/0870844,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_044_07_0870844.jpg
石碶-雅渡,45,1641,82.0,840.766,11829.719,11777.682,-0.44,3,0,70845,07/0870845,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_045_07_0870845.jpg
石碶-雅渡,46,1590,79.45,840.238,12354.373,12332.244,-0.179,2,0,70846,07/0870846,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_046_07_0870846.jpg
石碶-雅渡,47,1678,83.85,840.133,13078.519,13190.662,0.857,3,1,70847,07/0870847,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_047_07_0870847.jpg
石碶-雅渡,48,1573,78.6,840.673,12899.813,12874.59,-0.196,2,0,70948,07/0970948,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_048_07_0970948.jpg
石碶-雅渡,49,1564,78.15,840.098,13072.815,13172.612,0.763,2,0,70949,07/0970949,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_049_07_0970949.jpg
石碶-雅渡,50,1620,80.95,839.723,11689.695,11706.182,0.141,2,0,70950,07/0970950,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_050_07_0970950.jpg
石碶-雅渡,51,1580,78.95,839.427,12323.955,12269.721,-0.44,2,0,70951,07/0970951,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_051_07_0970951.jpg
石碶-雅渡,52,1564,78.15,840.2,13237.572,13156.564,-0.612,2,0,70952,07/0970952,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_052_07_0970952.jpg
石碶-雅渡,53,1572,78.55,840.557,13219.869,13304.896,0.643,2,0,70953,07/0970953,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_053_07_0970953.jpg
石碶-雅渡,54,1676,83.75,840.993,13170.022,13217.262,0.359,3,0,70954,07/0970954,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_054_07_0970954.jpg
石碶-雅渡,55,1577,78.8,839.984,12614.319,12438.858,-1.391,2,1,70955,07/0970955,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_055_07_0970955.jpg
石碶-雅渡,56,1570,78.45,840.241,12328.163,12313.111,-0.122,2,0,71056,07/1071056,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_056_07_1071056.jpg
石碶-雅渡,57,1637,81.8,840.468,12812.256,12885.439,0.571,3,0,71057,07/1071057,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_057_07_1071057.jpg
石碶-雅渡,58,1679,83.9,840.204,12979.54,13158.471,1.379,3,0,71058,07/1071058,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_058_07_1071058.jpg
石碶-雅渡,59,1752,87.55,839.852,10784.317,10844.387,0.557,4,1,71059,07/1071059,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_059_07_1071059.jpg
石碶-雅渡,60,1645,82.2,827.821,13051.673,12867.116,-1.414,3,0,71560,07/1571560,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_060_07_1571560.jpg
石碶-雅渡,61,1630,81.45,827.438,12350.376,12495.172,1.172,3,0,71561,07/1571561,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_061_07_1571561.jpg
石碶-雅渡,62,1632,81.55,827.005,12584.759,12481.302,-0.822,3,0,71562,07/1571562,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_062_07_1571562.jpg
石碶-雅渡,63,1588,79.35,827.226,12035.77,11896.874,-1.154,2,0,71563,07/1571563,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_063_07_1571563.jpg
石碶-雅渡,64,1646,82.25,827.37,12969.811,12912.752,-0.44,3,0,71564,07/1571564,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_064_07_1571564.jpg
石碶-雅渡,65,1581,79.0,828.188,12056.339,11847.98,-1.728,2,0,71565,07/1571565,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_065_07_1571565.jpg
石碶-雅渡,66,1643,82.1,827.488,13696.031,13642.546,-0.391,3,0,71666,07/1671666,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_066_07_1671666.jpg
石碶-雅渡,67,1648,82.35,827.098,11702.42,11655.917,-0.397,3,0,71667,07/1671667,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_067_07_1671667.jpg
石碶-雅渡,68,1648,82.35,827.215,13056.781,12818.433,-1.825,3,0,71668,07/1671668,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_068_07_1671668.jpg
石碶-雅渡,69,1579,78.9,827.309,12173.765,12041.7,-1.085,2,0,71669,07/1671669,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_069_07_1671669.jpg
石碶-雅渡,70,1595,79.7,828.1,12063.53,11847.961,-1.787,2,0,71670,07/1671670,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_070_07_1671670.jpg
石碶-雅渡,71,1589,79.4,827.205,12070.866,11887.947,-1.515,2,0,71671,07/1671671,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_071_07_1671671.jpg
石碶-雅渡,72,1644,82.15,827.141,11532.132,11450.559,-0.707,3,1,71672,07/1671672,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_072_07_1671672.jpg
石碶-雅渡,73,1686,84.25,827.727,13131.671,12968.652,-1.241,4,0,71773,07/1771773,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_073_07_1771773.jpg
石碶-雅渡,74,1649,82.4,827.286,12903.747,12858.336,-0.352,3,0,71874,07/1871874,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_074_07_1871874.jpg
石碶-雅渡,75,1634,81.65,827.846,13605.41,13531.817,-0.541,3,0,71875,07/1871875,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_075_07_1871875.jpg
石碶-雅渡,76,1566,78.25,827.202,12987.59,12944.785,-0.33,2,0,71876,07/1871876,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_076_07_1871876.jpg
石碶-雅渡,77,1568,78.35,827.334,12497.495,12360.171,-1.099,2,0,71877,07/1871877,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_077_07_1871877.jpg
石碶-雅渡,78,1566,78.25,827.151,12257.05,12130.772,-1.03,2,0,71878,07/1871878,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_078_07_1871878.jpg
石碶-雅渡,79,1577,78.8,827.591,12283.404,12199.554,-0.683,2,0,71879,07/1871879,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_079_07_1871879.jpg
石碶-雅渡,80,1667,83.3,827.413,13159.266,12937.487,-1.685,3,0,71880,07/1871880,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_080_07_1871880.jpg
石碶-雅渡,81,1666,83.25,827.092,10296.303,10236.223,-0.584,3,1,71881,07/1871881,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_081_07_1871881.jpg
石碶-雅渡,82,1584,79.15,827.721,13439.952,13368.575,-0.531,2,0,71982,07/1971982,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_082_07_1971982.jpg
石碶-雅渡,83,1626,81.25,827.642,11835.239,11686.094,-1.26,3,0,71983,07/1971983,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_083_07_1971983.jpg
石碶-雅渡,84,1673,83.6,827.495,12951.434,12836.277,-0.889,3,0,71984,07/1971984,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_084_07_1971984.jpg
石碶-雅渡,85,1580,78.95,827.352,13190.145,13075.806,-0.867,2,0,71985,07/1971985,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_085_07_1971985.jpg
石碶-雅渡,86,1640,81.95,828.178,12742.526,12569.165,-1.36,3,0,71986,07/1971986,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_086_07_1971986.jpg
石碶-雅渡,87,1675,83.7,827.634,13067.213,12833.28,-1.79,3,0,71987,07/1971987,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_087_07_1971987.jpg
石碶-雅渡,88,1678,83.85,827.31,13144.794,12927.611,-1.652,3,1,71988,07/1971988,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_088_07_1971988.jpg
石碶-雅渡,89,1572,78.55,840.953,13163.452,13308.057,1.099,2,0,72689,07/2672689,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_089_07_2672689.jpg
石碶-雅渡,90,1573,78.6,839.684,12266.335,12216.582,-0.406,2,0,72690,07/2672690,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_090_07_2672690.jpg
石碶-雅渡,91,1585,79.2,839.807,12235.887,12267.355,0.257,2,0,72691,07/2672691,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_091_07_2672691.jpg
石碶-雅渡,92,1582,79.05,839.669,12237.296,12182.535,-0.447,2,0,72692,07/2672692,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_092_07_2672692.jpg
石碶-雅渡,93,1642,82.05,840.247,11634.481,11654.628,0.173,3,0,72693,07/2672693,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_093_07_2672693.jpg
石碶-雅渡,94,1637,81.8,840.643,13005.481,13034.205,0.221,3,0,72694,07/2672694,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_094_07_2672694.jpg
石碶-雅渡,95,1681,84.0,841.139,12971.292,12970.941,-0.003,3,1,72695,07/2672695,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_095_07_2672695.jpg
石碶-雅渡,96,1654,82.65,840.251,11978.498,11888.436,-0.752,3,0,72796,07/2772796,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_096_07_2772796.jpg
石碶-雅渡,97,1687,84.3,840.775,13161.686,13186.374,0.188,4,0,72797,07/2772797,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_097_07_2772797.jpg
石碶-雅渡,98,1679,83.9,840.404,12907.898,12990.702,0.642,3,0,72798,07/2772798,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_098_07_2772798.jpg
石碶-雅渡,99,1650,82.45,841.045,11599.989,11571.008,-0.25,3,0,72799,07/2772799,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_099_07_2772799.jpg
石碶-雅渡,100,1636,81.75,840.037,12754.562,12837.641,0.651,3,0,72800,07/2772800,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_100_07_2772800.jpg
石碶-雅渡,101,1643,82.1,840.198,12926.755,12937.393,0.082,3,0,72801,07/2772801,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_101_07_2772801.jpg
石碶-雅渡,102,1638,81.85,840.029,12962.087,12923.321,-0.299,3,0,72802,07/2772802,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_102_07_2772802.jpg
石碶-雅渡,103,1497,74.8,839.793,12484.617,12696.846,1.7,1,1,72803,07/2772803,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_103_07_2772803.jpg
石碶-雅渡,104,1684,84.15,840.775,13150.942,13174.565,0.18,4,0,72904,07/2872904,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_104_07_2872904.jpg
石碶-雅渡,105,1660,82.95,839.925,13288.289,13189.239,-0.745,3,0,72905,07/2872905,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_105_07_2872905.jpg
石碶-雅渡,106,1681,84.0,840.932,13049.171,13126.791,0.595,3,0,72906,07/2872906,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_106_07_2872906.jpg
石碶-雅渡,107,1697,84.8,840.332,9997.812,10548.366,5.507,4,0,72907,07/2872907,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_107_07_2872907.jpg
石碶-雅渡,108,1702,85.05,840.361,11590.327,12099.645,4.394,4,0,72908,07/2872908,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_108_07_2872908.jpg
石碶-雅渡,109,1676,83.75,840.801,13061.15,13087.861,0.205,3,0,72909,07/2872909,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_109_07_2872909.jpg
石碶-雅渡,110,1678,83.85,840.379,13232.789,13271.539,0.293,3,1,72910,07/2872910,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_110_07_2872910.jpg
石碶-雅渡,111,1571,78.5,841.141,13406.0,13490.51,0.63,2,0,73011,07/2973011,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_111_07_2973011.jpg
石碶-雅渡,112,1693,84.6,840.404,11413.482,11832.917,3.675,4,0,73012,07/2973012,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_112_07_2973012.jpg
石碶-雅渡,113,1584,79.15,839.879,12339.323,12266.113,-0.593,2,0,73013,07/2973013,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_113_07_2973013.jpg
石碶-雅渡,114,1571,78.5,840.425,12991.384,13079.926,0.682,2,0,73014,07/2973014,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_114_07_2973014.jpg
石碶-雅渡,115,1623,81.1,840.359,12657.923,12651.725,-0.049,3,0,73015,07/2973015,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_115_07_2973015.jpg
石碶-雅渡,116,1678,83.85,840.55,13101.676,13222.387,0.921,3,0,73016,07/2973016,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_116_07_2973016.jpg
石碶-雅渡,117,1668,83.35,841.108,13010.137,13075.17,0.5,3,1,73017,07/2973017,D:\energy_conservation\output\models\nn_results_residual_v2\triple_axis_all_runs_first5\石碶-雅渡\seg_117_07_2973017.jpg
