run_id,travel_time_raw_s,end_dist_m,mass_median_run,n_points_raw
07/0850706|50706|5012|UP,112.9,1575.914,216.24,2259
07/0850708|50708|5012|UP,112.65,1576.0126,216.14,2254
07/0850710|50710|5012|UP,112.55,1576.1122,215.92,2252
07/0951906|51906|5012|UP,113.05,1577.309,215.64,2262
07/0951908|51908|5012|UP,113.15,1576.9207,216.74,2264
07/0951910|51910|5012|UP,112.55,1576.6148,216.14,2252
07/1053004|53004|5012|UP,113.1,1576.0652,217.14,2263
07/1251002|51002|5012|UP,112.55,1576.5397,215.64,2252
07/1251006|51006|5012|UP,113.25,1577.3105,216.44,2266
07/1251008|51008|5012|UP,112.7,1577.3673,218.02,2255
07/1251014|51014|5012|UP,112.7,1575.9603,217.94,2255
07/1251510|51510|5012|UP,112.5,1576.8065,216.74,2251
