message,trainID,stationID,time,delay,received_at
trainDeparture,priority_dp_trip001,STA_1,28800.0,0.0,2026-07-27T17:01:13
trainArrival,priority_dp_trip001,STA_2,28900.0,-15.0,2026-07-27T17:01:49
trainDeparture,priority_dp_trip001,STA_2,28945.0,0.0,2026-07-27T17:01:49
trainPass,priority_dp_trip001,STA_2,28946.0,0.0,2026-07-27T17:01:50
trainArrival,priority_dp_trip001,STA_3,29071.0,-33.0,2026-07-27T17:01:50
trainDeparture,priority_dp_trip001,STA_3,29134.0,0.0,2026-07-27T17:01:50
trainPass,priority_dp_trip001,STA_3,29135.0,0.0,2026-07-27T17:01:50
trainArrival,priority_dp_trip001,STA_4,29229.0,-14.0,2026-07-27T17:01:50
trainDeparture,priority_dp_trip001,STA_4,29272.0,0.0,2026-07-27T17:01:50
trainPass,priority_dp_trip001,STA_4,29273.0,0.0,2026-07-27T17:01:50
trainArrival,priority_dp_trip001,STA_5,29345.0,-9.0,2026-07-27T17:01:50
trainDeparture,priority_dp_trip001,STA_5,29384.0,0.0,2026-07-27T17:01:50
trainPass,priority_dp_trip001,STA_5,29385.0,0.0,2026-07-27T17:01:50
trainArrival,priority_dp_trip001,STA_6,29503.0,-13.0,2026-07-27T17:01:50
trainDeparture,priority_dp_trip001,STA_6,29545.0,0.0,2026-07-27T17:01:50
trainPass,priority_dp_trip001,STA_6,29546.0,0.0,2026-07-27T17:01:50
trainArrival,priority_dp_trip001,STA_7,29629.0,-12.0,2026-07-27T17:01:50
trainDeparture,priority_dp_trip001,STA_7,29671.0,0.0,2026-07-27T17:01:50
trainPass,priority_dp_trip001,STA_7,29672.0,0.0,2026-07-27T17:01:50
trainArrival,priority_dp_trip001,STA_8,29751.0,-10.0,2026-07-27T17:01:51
trainDeparture,priority_dp_trip001,STA_8,29800.0,0.0,2026-07-27T17:01:51
trainPass,priority_dp_trip001,STA_8,29801.0,0.0,2026-07-27T17:01:51
trainArrival,priority_dp_trip001,STA_9,29917.0,-11.0,2026-07-27T17:01:51
trainDeparture,priority_dp_trip001,STA_9,29957.0,0.0,2026-07-27T17:01:51
trainPass,priority_dp_trip001,STA_9,29958.0,0.0,2026-07-27T17:01:51
trainArrival,priority_dp_trip001,STA_10,30044.0,-13.0,2026-07-27T17:01:51
trainDeparture,priority_dp_trip001,STA_10,30091.0,0.0,2026-07-27T17:01:51
trainPass,priority_dp_trip001,STA_10,30092.0,0.0,2026-07-27T17:01:51
trainArrival,priority_dp_trip001,STA_11,30192.0,-9.0,2026-07-27T17:01:51
trainDeparture,priority_dp_trip001,STA_11,30230.0,0.0,2026-07-27T17:01:51
trainPass,priority_dp_trip001,STA_11,30231.0,0.0,2026-07-27T17:01:51
trainArrival,priority_dp_trip001,STA_12,30320.0,-11.0,2026-07-27T17:01:51
trainDeparture,priority_dp_trip001,STA_12,30360.0,0.0,2026-07-27T17:01:51
trainPass,priority_dp_trip001,STA_12,30361.0,0.0,2026-07-27T17:01:51
trainArrival,priority_dp_trip001,STA_13,30438.0,-14.0,2026-07-27T17:01:51
trainDeparture,priority_dp_trip001,STA_13,30481.0,0.0,2026-07-27T17:01:51
trainPass,priority_dp_trip001,STA_13,30482.0,0.0,2026-07-27T17:01:51
trainArrival,priority_dp_trip001,STA_14,30608.0,-10.0,2026-07-27T17:01:52
trainDeparture,priority_dp_trip001,STA_14,30649.0,0.0,2026-07-27T17:01:52
trainPass,priority_dp_trip001,STA_14,30650.0,0.0,2026-07-27T17:01:52
trainArrival,priority_dp_trip001,STA_15,30743.0,-19.0,2026-07-27T17:01:52
trainDeparture,priority_dp_trip001,STA_15,30791.0,0.0,2026-07-27T17:01:52
trainPass,priority_dp_trip001,STA_15,30792.0,0.0,2026-07-27T17:01:52
trainArrival,priority_dp_trip001,STA_16,30870.0,-13.0,2026-07-27T17:01:52
trainDeparture,priority_dp_trip001,STA_16,30927.0,0.0,2026-07-27T17:01:52
trainPass,priority_dp_trip001,STA_16,30928.0,0.0,2026-07-27T17:01:52
trainArrival,priority_dp_trip001,STA_17,31001.0,-11.0,2026-07-27T17:01:52
trainDeparture,priority_dp_trip001,STA_17,31041.0,0.0,2026-07-27T17:01:52
trainPass,priority_dp_trip001,STA_17,31042.0,0.0,2026-07-27T17:01:52
trainArrival,priority_dp_trip001,STA_18,31109.0,-11.0,2026-07-27T17:01:52
trainDeparture,priority_dp_trip001,STA_18,31150.0,0.0,2026-07-27T17:01:52
trainPass,priority_dp_trip001,STA_18,31151.0,0.0,2026-07-27T17:01:52
trainArrival,priority_dp_trip001,STA_19,31256.0,-9.0,2026-07-27T17:01:52
trainDeparture,priority_dp_trip001,STA_19,31294.0,0.0,2026-07-27T17:01:52
trainPass,priority_dp_trip001,STA_19,31295.0,0.0,2026-07-27T17:01:52
trainArrival,priority_dp_trip001,STA_20,31374.0,-11.0,2026-07-27T17:01:53
trainDeparture,priority_dp_trip001,STA_20,31415.0,0.0,2026-07-27T17:01:53
trainPass,priority_dp_trip001,STA_20,31416.0,0.0,2026-07-27T17:01:53
trainArrival,priority_dp_trip001,STA_21,31535.0,-19.0,2026-07-27T17:01:53
trainDeparture,priority_dp_trip001,STA_21,31584.0,0.0,2026-07-27T17:01:53
trainPass,priority_dp_trip001,STA_21,31585.0,0.0,2026-07-27T17:01:53
trainArrival,priority_dp_trip001,STA_22,31668.0,-15.0,2026-07-27T17:01:53
trainDeparture,priority_dp_trip001,STA_22,31714.0,0.0,2026-07-27T17:01:53
trainPass,priority_dp_trip001,STA_22,31715.0,0.0,2026-07-27T17:01:53
trainArrival,priority_dp_trip001,STA_23,31792.0,-9.0,2026-07-27T17:01:53
trainDeparture,priority_dp_trip001,STA_23,31830.0,0.0,2026-07-27T17:01:53
trainPass,priority_dp_trip001,STA_23,31831.0,0.0,2026-07-27T17:01:53
trainArrival,priority_dp_trip001,STA_24,31903.0,-9.0,2026-07-27T17:01:53
trainDeparture,priority_dp_trip001,STA_24,31947.0,0.0,2026-07-27T17:01:53
trainPass,priority_dp_trip001,STA_24,31948.0,0.0,2026-07-27T17:01:53
trainArrival,priority_dp_trip001,STA_25,32229.0,-31.0,2026-07-27T17:01:54
trainDeparture,priority_dp_trip001,STA_25,32287.0,0.0,2026-07-27T17:01:54
trainPass,priority_dp_trip001,STA_25,32288.0,0.0,2026-07-27T17:01:54
trainArrival,priority_dp_trip001,STA_26,32428.0,0.0,2026-07-27T17:01:54
trainDeparture,priority_dp_trip001,STA_26,32455.0,0.0,2026-07-27T17:01:54
trainPass,priority_dp_trip001,STA_26,32456.0,0.0,2026-07-27T17:01:54
trainArrival,priority_dp_trip001,STA_27,32562.0,-9.0,2026-07-27T17:01:54
