run_id,travel_time_raw_real_s,travel_time_generated_s,rmse_speed_mps,mae_speed_mps,corr_speed_shape,peak_speed_real_mps,peak_speed_generated_mps,peak_speed_gap_mps
07/0850704|50704|5012|UP,139.85,141.05,0.319647,0.261611,0.999561,21.841446,21.703377,-0.138069
07/0850712|50712|5012|UP,139.85,141.05,0.322546,0.267819,0.999568,21.852778,21.703377,-0.149401
07/0850714|50714|5012|UP,139.75,141.05,0.327721,0.279681,0.999553,21.859367,21.703377,-0.15599
07/0951902|51902|5012|UP,139.35,141.05,0.376438,0.32981,0.99913,21.885735,21.703377,-0.182358
07/0951904|51904|5012|UP,139.7,141.05,0.35858,0.290078,0.999498,21.894678,21.703377,-0.191301
07/0951912|51912|5012|UP,139.65,141.05,0.363654,0.303922,0.999422,21.891667,21.703377,-0.18829
07/1050304|50304|5012|UP,139.7,141.05,0.347669,0.299832,0.999181,21.862515,21.703377,-0.159139
07/1053002|53002|5012|UP,140.3,141.05,0.29084,0.243535,0.999175,21.776914,21.703377,-0.073537
07/1251004|51004|5012|UP,139.55,141.05,0.333668,0.275449,0.999575,21.869444,21.703377,-0.166068
07/1251012|51012|5012|UP,139.6,141.05,0.364483,0.311464,0.999114,21.861111,21.703377,-0.157734
