站间区间,趟次,segment,日期+服务号,服务号,车底号,方向,时段,开始时刻(s),结束时刻(s),历史运行时间(s),历史停站时间(s),历史累计用时含停站(s),区间距离(m),站间距(m),平均速度(km/h),最高速度(km/h),速度点平均(km/h),速度采样点数,巡航平均速度(km/h),巡航点数,P95速度(km/h),P99速度(km/h),历史实测能耗(Wh),平均重量(t),运行等级,是否晚上八点后,曲线质量标签,源文件
布政-张家潭,56,55,07/0970955,70955,5012,UP,工作日低峰,0.0,113.1,113.1,30.0,143.1,1450.44,1428.0,46.17,75.36,46.15,2263,73.3,216,73.74,75.22,15960.8,215.24,2,1,1,data\data_processed_step2_v3_all_curve_quality\results_布政-张家潭.xlsx
张家潭-同德路,56,55,07/0970955,70955,5012,UP,工作日低峰,0.0,146.2,146.2,30.0,176.2,2053.66,2017.0,50.57,68.5,50.55,2925,65.35,1657,66.3,67.9,18286.26,215.24,2,1,1,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx
同德路-石碶,56,55,07/0970955,70955,5012,UP,工作日低峰,0.0,102.55,102.55,30.0,132.55,1353.4,1332.0,47.51,76.74,47.49,2052,75.76,713,76.49,76.65,14214.07,215.24,2,1,1,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx
石碶-雅渡,56,55,07/0970955,70955,5012,UP,工作日低峰,0.0,78.8,78.8,30.0,108.8,839.98,827.0,38.37,76.49,38.35,1577,74.47,227,75.81,76.39,12614.32,215.24,2,1,1,data\data_processed_step2_v3_all_curve_quality\results_石碶-雅渡.xlsx
雅渡-庙堰,56,55,07/0970955,70955,5012,UP,工作日低峰,0.0,128.3,128.3,30.0,158.3,1889.99,1860.0,53.03,77.36,53.01,2567,75.27,1233,76.51,77.17,21121.87,215.24,2,1,1,data\data_processed_step2_v3_all_curve_quality\results_雅渡-庙堰.xlsx
庙堰-钟公庙,56,55,07/0970955,70955,5012,UP,工作日低峰,0.0,91.35,91.35,30.0,121.35,1104.26,1086.0,43.52,76.0,43.49,1828,74.65,485,75.85,75.98,12832.08,215.24,2,1,1,data\data_processed_step2_v3_all_curve_quality\results_庙堰-钟公庙.xlsx
钟公庙-鄞州区政府,56,55,07/0970955,70955,5012,UP,工作日低峰,0.0,85.8,85.8,30.0,115.8,999.38,984.0,41.93,76.81,41.91,1717,75.38,374,76.5,76.75,12365.44,215.24,2,1,1,data\data_processed_step2_v3_all_curve_quality\results_钟公庙-鄞州区政府.xlsx
鄞州区政府-钱湖南路,56,55,07/0970955,70955,5012,UP,工作日低峰,0.0,125.7,125.7,30.0,155.7,1839.28,1811.0,52.68,77.49,52.66,2515,75.65,1139,76.68,77.27,17401.35,215.64,2,1,1,data\data_processed_step2_v3_all_curve_quality\results_鄞州区政府-钱湖南路.xlsx
钱湖南路-南高教园区,56,55,07/0970955,70955,5012,UP,工作日低峰,0.0,94.8,94.8,30.0,124.8,1187.42,1155.0,45.09,76.93,45.07,1897,75.09,556,76.32,76.83,14469.54,215.94,2,1,1,data\data_processed_step2_v3_all_curve_quality\results_钱湖南路-南高教园区.xlsx
南高教园区-下应路,56,55,07/0970955,70955,5012,UP,工作日低峰,0.0,108.05,108.05,30.0,138.05,1474.07,1452.0,49.11,76.89,49.09,2162,75.59,827,76.39,76.81,20176.88,215.84,2,1,1,data\data_processed_step2_v3_all_curve_quality\results_南高教园区-下应路.xlsx
下应路-大洋江,56,55,07/0970955,70955,5012,UP,工作日低峰,0.0,96.85,96.85,30.0,126.85,1232.73,1214.0,45.82,71.25,45.8,1938,69.99,742,70.76,71.14,13223.4,215.84,1,1,1,data\data_processed_step2_v3_all_curve_quality\results_下应路-大洋江.xlsx
大洋江-泗港,56,55,07/0970955,70955,5012,UP,工作日低峰,0.0,82.5,82.5,30.0,112.5,973.18,957.0,42.47,76.88,42.44,1651,74.93,352,76.52,76.83,12289.82,215.84,1,1,1,data\data_processed_step2_v3_all_curve_quality\results_大洋江-泗港.xlsx
泗港-曹隘,56,55,07/0970955,70955,5012,UP,工作日低峰,0.0,125.3,125.3,30.0,155.3,1825.81,1798.0,52.46,76.96,52.44,2507,74.98,1151,76.62,76.87,20004.71,215.74,2,1,1,data\data_processed_step2_v3_all_curve_quality\results_泗港-曹隘.xlsx
曹隘-柳隘,56,55,07/0970955,70955,5012,UP,工作日低峰,0.0,103.8,103.8,30.0,133.8,1327.77,1307.0,46.05,76.09,46.03,2077,73.35,391,75.05,75.85,21067.97,215.44,2,1,1,data\data_processed_step2_v3_all_curve_quality\results_曹隘-柳隘.xlsx
柳隘-海晏北路,56,55,07/0970955,70955,5012,UP,工作日低峰,0.0,84.45,84.45,30.0,114.45,995.82,980.0,42.45,76.71,42.43,1690,75.01,376,76.36,76.68,12435.88,215.54,1,1,1,data\data_processed_step2_v3_all_curve_quality\results_柳隘-海晏北路.xlsx
海晏北路-民安东路,56,55,07/0970955,70955,5012,UP,工作日低峰,0.0,119.15,119.15,30.0,149.15,877.73,865.0,26.52,75.85,26.51,2384,73.81,259,74.42,75.67,16235.56,215.63,5,1,1,data\data_processed_step2_v3_all_curve_quality\results_海晏北路-民安东路.xlsx
民安东路-会展中心,56,55,07/1071055,71055,5012,UP,工作日高峰,0.0,76.75,76.75,30.0,106.75,736.44,724.0,34.54,69.08,34.52,1536,67.78,219,68.74,69.04,13012.39,223.6,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_民安东路-会展中心.xlsx
会展中心-院士路,56,55,07/1071055,71055,5012,UP,工作日高峰,0.0,115.75,115.75,30.0,145.75,1576.6,1562.0,49.03,78.82,49.01,2316,78.13,833,78.7,78.77,15630.33,220.72,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_会展中心-院士路.xlsx
院士路-盎孟港,56,55,07/1071055,71055,5012,UP,工作日高峰,0.0,89.9,89.9,30.0,119.9,1009.95,994.0,40.44,78.73,40.42,1799,76.81,242,78.45,78.68,19524.48,217.54,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_院士路-盎孟港.xlsx
盎孟港-三官堂,56,55,07/1071055,71055,5012,UP,工作日高峰,0.0,130.45,130.45,30.0,160.45,1907.28,1877.0,52.63,78.11,52.61,2610,77.04,1155,77.66,77.97,18042.52,216.94,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_盎孟港-三官堂.xlsx
