站间区间,趟次,segment,日期+服务号,服务号,车底号,方向,时段,开始时刻(s),结束时刻(s),历史运行时间(s),历史停站时间(s),历史累计用时含停站(s),区间距离(m),站间距(m),平均速度(km/h),最高速度(km/h),速度点平均(km/h),速度采样点数,巡航平均速度(km/h),巡航点数,P95速度(km/h),P99速度(km/h),历史实测能耗(Wh),平均重量(t),运行等级,是否晚上八点后,曲线质量标签,源文件
布政-张家潭,63,62,07/1571562,71562,5014,UP,工作日平峰,0.0,118.0,118.0,30.0,148.0,1428.25,1428.0,43.57,65.43,43.56,2361,63.88,1074,64.17,65.13,14196.14,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_布政-张家潭.xlsx
张家潭-同德路,63,62,07/1571562,71562,5014,UP,工作日平峰,0.0,150.95,150.95,30.0,180.95,2021.42,2017.0,48.21,64.8,48.19,3020,63.38,1767,63.97,64.48,18020.93,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx
同德路-石碶,63,62,07/1571562,71562,5014,UP,工作日平峰,0.0,111.4,111.4,30.0,141.4,1331.45,1332.0,43.03,67.46,43.01,2229,66.42,887,66.7,67.23,13873.64,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx
石碶-雅渡,63,62,07/1571562,71562,5014,UP,工作日平峰,0.0,81.55,81.55,30.0,111.55,827.0,827.0,36.51,74.03,36.49,1632,71.99,174,72.77,73.88,12584.76,215.34,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_石碶-雅渡.xlsx
雅渡-庙堰,63,62,07/1571562,71562,5014,UP,工作日平峰,0.0,130.45,130.45,30.0,160.45,1860.27,1860.0,51.34,76.88,51.32,2610,76.29,1122,76.75,76.8,21410.65,215.34,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_雅渡-庙堰.xlsx
庙堰-钟公庙,63,62,07/1571562,71562,5014,UP,工作日平峰,0.0,95.9,95.9,30.0,125.9,1088.21,1086.0,40.85,69.71,40.83,1919,67.8,580,68.09,69.55,13845.42,215.64,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_庙堰-钟公庙.xlsx
钟公庙-鄞州区政府,63,62,07/1571562,71562,5014,UP,工作日平峰,0.0,91.25,91.25,30.0,121.25,984.78,984.0,38.85,67.11,38.83,1826,66.17,511,66.88,67.08,9906.64,215.54,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_钟公庙-鄞州区政府.xlsx
鄞州区政府-钱湖南路,63,62,07/1571562,71562,5014,UP,工作日平峰,0.0,132.25,132.25,30.0,162.25,1812.81,1811.0,49.35,71.28,49.33,2646,70.6,1258,71.11,71.19,16236.65,215.84,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_鄞州区政府-钱湖南路.xlsx
钱湖南路-南高教园区,63,62,07/1571562,71562,5014,UP,工作日平峰,0.0,100.3,100.3,30.0,130.3,1170.02,1155.0,41.99,69.55,41.97,2007,68.71,652,69.21,69.45,13977.0,215.64,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_钱湖南路-南高教园区.xlsx
南高教园区-下应路,63,62,07/1571562,71562,5014,UP,工作日平峰,0.0,114.2,114.2,30.0,144.2,1452.36,1452.0,45.78,71.12,45.76,2285,70.3,891,70.93,71.02,18296.93,215.64,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_南高教园区-下应路.xlsx
下应路-大洋江,63,62,07/1571562,71562,5014,UP,工作日平峰,0.0,105.9,105.9,30.0,135.9,1214.18,1214.0,41.28,63.28,41.26,2119,62.65,851,63.14,63.23,11152.48,215.64,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_下应路-大洋江.xlsx
大洋江-泗港,63,62,07/1571562,71562,5014,UP,工作日平峰,0.0,92.0,92.0,30.0,122.0,959.12,957.0,37.53,62.4,37.51,1841,60.73,616,61.27,62.18,11669.46,215.64,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_大洋江-泗港.xlsx
泗港-曹隘,63,62,07/1571562,71562,5014,UP,工作日平峰,0.0,135.3,135.3,30.0,165.3,1798.84,1798.0,47.86,77.27,47.85,2707,76.37,933,77.06,77.11,22451.01,215.74,4,0,0,data\data_processed_step2_v3_all_curve_quality\results_泗港-曹隘.xlsx
曹隘-柳隘,63,62,07/1571562,71562,5014,UP,工作日平峰,0.0,107.2,107.2,30.0,137.2,1307.42,1307.0,43.91,75.66,43.89,2145,73.24,463,74.25,75.3,20723.82,215.64,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_曹隘-柳隘.xlsx
柳隘-海晏北路,63,62,07/1571562,71562,5014,UP,工作日平峰,0.0,89.4,89.4,30.0,119.4,981.63,980.0,39.53,77.19,39.51,1789,76.03,289,76.98,77.13,14506.16,215.74,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_柳隘-海晏北路.xlsx
海晏北路-民安东路,63,62,07/1571562,71562,5014,UP,工作日平峰,0.0,84.5,84.5,30.0,114.5,864.74,865.0,36.84,72.54,36.82,1691,70.93,252,71.71,72.48,16230.24,215.94,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_海晏北路-民安东路.xlsx
民安东路-会展中心,63,62,07/1571562,71562,5014,UP,工作日平峰,0.0,77.25,77.25,30.0,107.25,725.45,724.0,33.81,67.55,33.79,1546,66.0,205,67.12,67.49,12147.08,217.42,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_民安东路-会展中心.xlsx
会展中心-院士路,63,62,07/1571562,71562,5014,UP,工作日平峰,0.0,115.8,115.8,30.0,145.8,1552.0,1562.0,48.25,77.01,48.23,2317,76.43,835,76.93,76.97,14914.87,217.32,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_会展中心-院士路.xlsx
院士路-盎孟港,63,62,07/1571562,71562,5014,UP,工作日平峰,0.0,90.6,90.6,30.0,120.6,995.98,994.0,39.58,77.04,39.55,1813,75.06,245,76.56,77.0,18886.27,216.43,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_院士路-盎孟港.xlsx
盎孟港-三官堂,63,62,07/1571562,71562,5014,UP,工作日平峰,0.0,135.15,135.15,30.0,165.15,1878.83,1877.0,50.05,72.27,50.03,2704,71.06,1300,71.4,72.03,17484.06,216.24,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_盎孟港-三官堂.xlsx
三官堂-兴庄路,63,62,07/1571562,71562,5014,UP,工作日平峰,0.0,103.65,103.65,30.0,133.65,1080.17,1081.0,37.52,53.63,37.5,2074,53.02,971,53.48,53.56,10574.89,216.04,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_三官堂-兴庄路.xlsx
兴庄路-兴海南路,63,62,07/1571562,71562,5014,UP,工作日平峰,0.0,91.2,91.2,30.0,121.2,959.89,958.0,37.89,63.72,37.87,1825,60.89,596,61.08,63.49,12704.27,216.04,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_兴庄路-兴海南路.xlsx
兴海南路-梅堰,63,62,07/1571562,71562,5014,UP,工作日平峰,0.0,81.75,81.75,30.0,111.75,833.88,833.0,36.72,74.92,36.7,1636,72.74,190,73.62,74.75,11930.54,216.04,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_兴海南路-梅堰.xlsx
梅堰-永茂路,63,62,07/1871862,71862,5014,UP,工作日平峰,0.0,329.15,329.15,30.0,359.15,3677.81,3676.0,40.23,57.62,40.22,6584,55.47,2080,55.8,55.92,26049.28,215.54,4,0,0,data\data_processed_step2_v3_all_curve_quality\results_梅堰-永茂路.xlsx
永茂路-镇海大道,63,62,07/1571562,71562,5014,UP,工作日平峰,0.0,142.45,142.45,30.0,172.45,2132.78,2131.0,53.9,77.16,53.88,2850,76.71,1342,77.05,77.09,17537.09,215.94,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_永茂路-镇海大道.xlsx
镇海大道-骆驼桥,63,62,07/1571562,71562,5014,UP,工作日平峰,0.0,117.5,117.5,0.0,117.5,1597.26,1593.0,48.94,77.25,48.92,2351,76.73,870,77.14,77.21,20346.36,215.74,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_镇海大道-骆驼桥.xlsx
--- 总计 ---,,,,,,,,,,3025.05,750.0,3775.05,36536.55,36502.0,43.48,77.27,,,,,,,411656.64,...,,,,
