station_pair,class_name,status,reason,parent_ref,target_time_s,curve_csv,sim_time_s,peak_speed_kmh,total_dist_m
曹隘-柳隘,class1,overspeed,最终生成曲线最高速度为 99.470003 km/h，超过 80.0 km/h，删除该等级,class2,101.0,,,,
曹隘-柳隘,class2,generated,最终生成曲线后验检查通过，峰值 72.032552 km/h,class2,106.0,D:\energy_conservation\output\ato_generated_results_new_v3\曹隘-柳隘\class2_generated_curve.csv,105.95,72.0326,1328.3357
曹隘-柳隘,class3,generated,最终生成曲线后验检查通过，峰值 67.430273 km/h,class3,108.0,D:\energy_conservation\output\ato_generated_results_new_v3\曹隘-柳隘\class3_generated_curve.csv,108.0,67.4303,1329.3734
曹隘-柳隘,class4,generated,最终生成曲线后验检查通过，峰值 60.006190 km/h,class3,113.0,D:\energy_conservation\output\ato_generated_results_new_v3\曹隘-柳隘\class4_generated_curve.csv,113.0,60.0062,1328.6711
曹隘-柳隘,class5,generated,最终生成曲线后验检查通过，峰值 53.831468 km/h,class3,119.0,D:\energy_conservation\output\ato_generated_results_new_v3\曹隘-柳隘\class5_generated_curve.csv,119.0,53.8315,1327.7329
