run_id,travel_time_raw_s,end_dist_m,mass_median_run,n_points_raw
07/0850706|50706|5012|UP,74.6,736.2023,216.44,1493
07/0850708|50708|5012|UP,74.65,736.6548,216.64,1494
07/0850710|50710|5012|UP,74.5,736.3236,216.12,1491
07/0951906|51906|5012|UP,74.45,736.5651,215.84,1490
07/0951908|51908|5012|UP,74.65,736.2795,217.24,1494
07/0951910|51910|5012|UP,74.35,736.4956,216.34,1488
07/0951914|51914|5012|UP,74.5,736.2938,220.12,1491
07/1053004|53004|5012|UP,74.75,736.4331,217.24,1496
07/1251002|51002|5012|UP,74.55,736.1684,215.64,1492
07/1251006|51006|5012|UP,74.35,736.6059,216.54,1488
07/1251008|51008|5012|UP,74.45,736.5152,218.82,1490
07/1251014|51014|5012|UP,74.6,736.8218,218.12,1493
07/1251510|51510|5012|UP,74.45,736.5106,216.94,1490
